Smiles,standard_smiles
N=C(NCCO)c1ccccc1N=N[S+]C1=CC[O+](Cl)C(Cl)=C1,N=C(NCCO)c1ccccc1N=N[S+]C1=CC[O+](Cl)C(Cl)=C1
NC(=NC1C=CC=CC1=[S-]NCCO)NCC1=CC=C(Cl)C(N)[B+]1,NC(=NC1C=CC=CC1=[S-]NCCO)NCC1=CC=C(Cl)C(N)[B+]1
C=C(Cl)C(Cl)=CC(I)NCN=C(N=NCC)OCC(N)=CC=CC,C=C(Cl)C(Cl)=CC(I)NCN=C(N=NCC)OCC(N)=CC=CC
N=C(NCCO)c1ccccc1N=NNc1ccc(Cl)c(Cl)c1,N=C(NCCO)c1ccccc1N=NNc1ccc(Cl)c(Cl)c1
[N+]C1=CC=CNC2C3=CC=CC(NCCO)C3(C2=[N+]=N)[C-]1Cl,[N+]C1=CC=CNC2C3=CC=CC(NCCO)C3(C2=[N+]=N)[C-]1Cl
CC=CC=C[N-]N=C(NN=NO)Nc1ccc(CC)c(Cl)c1,CC=CC=C[N-]N=C(NN=NO)Nc1ccc(CC)c(Cl)c1
Nc1ccccc1C=[N+]=NCNc1cccc(Cl)c1,Nc1ccccc1C=[N+]=NCNc1cccc(Cl)c1
CC(C=CCN=Nc1nc(NCCO)c2c[s+]ccc2n1)CCl,CC(C=CCN=Nc1nc(NCCO)c2c[s+]ccc2n1)CCl
C=CC=CC#CC([C-]CCO)=NC(Cl)N=[N+]c1ccc(Cl)cc1,C=CC=CC#CC([C-]CCO)=NC(Cl)N=[N+]c1ccc(Cl)cc1
CC=C(Cl)C(Cl)=CN=NC(=Nc1ccccc1)NOCNC,CC=C(Cl)C(Cl)=CN=NC(=Nc1ccccc1)NOCNC
OCCNC1=NC2Nc3cc(Cl)c(Cl)c(c3)C2=[S+]=CC=CC=C1,OCCNC1=NC2Nc3cc(Cl)c(Cl)c(c3)C2=[S+]=CC=CC=C1
OCCNC[n+]1ccccc1N=NN1C=CC=C(Cl)C1,OCCNC[n+]1ccccc1N=NN1C=CC=C(Cl)C1
CCN=NC(=Nc1c#cccc1)NC1=CC=C(O)C(Cl)[P+]1,CCN=NC(=Nc1c#cccc1)NC1=CC=C(O)C(Cl)[P+]1
CC=C(Cl)C(Cl)=C[O+]=Nc1ccccc1N=NCN=CNCCO,CC=C(Cl)C(Cl)=C[O+]=Nc1ccccc1N=NCN=CNCCO
CC=CN=NC1CC(Nc2ccc(Cl)c(Cl)c2)C(NCCO)=N1,CC=CN=NC1CC(Nc2ccc(Cl)c(Cl)c2)C(NCCO)=N1
N=C(NCCO)c1ccccc1N=[N+]=CNc1ccc(Cl)c(Cl)n1,N=C(NCCO)c1ccccc1N=[N+]=CNc1ccc(Cl)c(Cl)n1
NC1C[S-]CONC(N=C[N+]=Nc2ccc(Cl)c(Cl)c2)=C2C=C=[B-]C=C21,NC1C[S-]CONC(N=C[N+]=Nc2ccc(Cl)c(Cl)c2)=C2C=C=[B-]C=C21
ClCCC=NC1=N[S+](Nc2cccc(Cl)c2)=NC2=CC=C=[S+]=C21,ClCCC=NC1=N[S+](Nc2cccc(Cl)c2)=NC2=CC=C=[S+]=C21
OCCNc1nc(NC2[S-]=CC(Cl)C(CCl)=[SH]2)nc2ccccc12,OCCNc1nc(NC2[S-]=CC(Cl)C(CCl)=[SH]2)nc2ccccc12
OCCNC=NCN=N[B-]C=C=CCNI,OCCNC=NCN=N[B-]C=C=CCNI
[N-]=NC1=NC2=CC=C=CC2NC=N1,[N-]=NC1=NC2=CC=C=CC2NC=N1
CC=CC=[P+]=C(CN=CNC1=[N+]=C(Cl)C1)C(=N)CCOCl,CC=CC=[P+]=C(CN=CNC1=[N+]=C(Cl)C1)C(=N)CCOCl
CCOCN=NC1C=[C-]C(Cl)C(Cl)=CC=CNc2ccccc21,CCOCN=NC1C=[C-]C(Cl)C(Cl)=CC=CNc2ccccc21
N=C(NCCO)c1ccccc1N=NC(C=CCl)C=CCl,N=C(NCCO)c1ccccc1N=NC(C=CCl)C=CCl
Nc1ccccc1C(NCCO)=[O+]N=NNc1ccc(Cl)c(Cl)c1,Nc1ccccc1C(NCCO)=[O+]N=NNc1ccc(Cl)c(Cl)c1
[N-]=NCC1=C(Cl)C=[C-]CC1Cl,[N-]=NCC1=C(Cl)C=[C-]CC1Cl
N=C(CO)C1=NCC=CC1=CN=NCC=CCCl,N=C(CO)C1=NCC=CC1=CN=NCC=CCCl
OCCN=Nc1nc(-c2ccc(Cl)c(Cl)c2)nc2ccccc12,OCCN=Nc1nc(-c2ccc(Cl)c(Cl)c2)nc2ccccc12
OCCNC1=NC(N=NC2C=C([S-])C(Cl)=C2)=NC(=CC=CCl)C1,OCCNC1=NC(N=NC2C=C([S-])C(Cl)=C2)=NC(=CC=CCl)C1
C=CC(Cl)=CCN=NC1=Nc2ccccc2N(CCO)C=N1,C=CC(Cl)=CCN=NC1=Nc2ccccc2N(CCO)C=N1
[N-]=NC1NN(CC#[SH])C2=[B-]=C=CC1C2,[N-]=NC1NN(CC#[SH])C2=[B-]=C=CC1C2
C=CNC(Cl)=COC=CNN=Nc1ccccc1CNCCO,C=CNC(Cl)=COC=CNN=Nc1ccccc1CNCCO
CCCN=NC(=Nc1c#cccc1)NC=CC1=CB(Cl)CP=C1,CCCN=NC(=Nc1c#cccc1)NC=CC1=CB(Cl)CP=C1
[B+]=CCNC(ON)C(=CC=C=[P+])CN=NC1=CC[S+](Cl)C(Cl)=C1,[B+]=CCNC(ON)C(=CC=C=[P+])CN=NC1=CC[S+](Cl)C(Cl)=C1
CC=CC[C+]=C(CN=NC1=[N+]C=C(Cl)C(Cl)=C1)C(=N)NCOC,CC=CC[C+]=C(CN=NC1=[N+]C=C(Cl)C(Cl)=C1)C(=N)NCOC
C=C=c1nc2nc(c1=CC)NCC(=[S+])C(Cl)=CC=N2,C=C=c1nc2nc(c1=CC)NCC(=[S+])C(Cl)=CC=N2
[CH+]CCN=[N+]1CN1,[CH+]CCN=[N+]1CN1
B#CC=CN=Nc1ccc([B-]Cl)c(Cl)c1,B#CC=CN=Nc1ccc([B-]Cl)c(Cl)c1
C#CC=CC=CNC1=C(Cl)C(Cl)=C[SH]=C1C(N)N=CN(C)O,C#CC=CC=CNC1=C(Cl)C(Cl)=C[SH]=C1C(N)N=CN(C)O
[N-]=NC1ONC(N=C=C=[B-]Cl)=Nc2bcccc21,[N-]=NC1ONC(N=C=C=[B-]Cl)=Nc2bcccc21
[N-]=Nc1nc(NCCO)c2ccccc2n1,[N-]=Nc1nc(NCCO)c2ccccc2n1
OCCNC=NCN=Nc1ccccc1CC=C(Cl)C([P+])Cl,OCCNC=NCN=Nc1ccccc1CC=C(Cl)C([P+])Cl
CC=CCOCC1CN=C(NCC2=C(Cl)C(=[S-])CC2)N=C1Cl,CC=CCOCC1CN=C(NCC2=C(Cl)C(=[S-])CC2)N=C1Cl
CCN=NC(=NCNc1ccc(Cl)c(Cl)c1)O[O-],CCN=NC(=NCNc1ccc(Cl)c(Cl)c1)O[O-]
ClC1=C(NC2=NC3=CC=C=[S-]=C3CNCCON2)C=C=[P+][P+]1,ClC1=C(NC2=NC3=CC=C=[S-]=C3CNCCON2)C=C=[P+][P+]1
CN=C(NCCO)C1=[S-]=C2C=C21,CN=C(NCCO)C1=[S-]=C2C=C21
C[O+]C=CC=C(N)CC(CCO)=[S+]Nc1cc(Cl)c(Cl)cc1CSN,C[O+]C=CC=C(N)CC(CCO)=[S+]Nc1cc(Cl)c(Cl)cc1CSN
Clc1nc(N=NC2=CCCC=C2)nc2ccccc12,Clc1nc(N=NC2=CCCC=C2)nc2ccccc12
[C+]=S=C1C=CNC(Cl)=NC=CC=CC1,[C+]=S=C1C=CNC(Cl)=NC=CC=CC1
C=N[N+]=N[B-]=C=CC=C[O+]C=CN=CNc1ccc(Cl)c(Cl)c1,C=N[N+]=N[B-]=C=CC=C[O+]C=CN=CNc1ccc(Cl)c(Cl)c1
CON[P+]Cc1ccccc1N=CN=[N+]C(Cl)C(Cl)=[S-]C,CON[P+]Cc1ccccc1N=CN=[N+]C(Cl)C(Cl)=[S-]C
CC[N+]=NC(ONC(Cl)NC=C1C=CC[B-](Cl)=C1)C1=C=CC=C1,CC[N+]=NC(ONC(Cl)NC=C1C=CC[B-](Cl)=C1)C1=C=CC=C1
COCN=NPC(=Nc1ccccc1)N1C=C(Cl)C(Cl)=CC1,COCN=NPC(=Nc1ccccc1)N1C=C(Cl)C(Cl)=CC1
N=NN=CNCCOc1ccccc1,N=NN=CNCCOc1ccccc1
Nc1ccc(NC2=Nc3ccccc3C(CCO)=[SH]2)cc1Cl,Nc1ccc(NC2=Nc3ccccc3C(CCO)=[SH]2)cc1Cl
[N-]=NC1N=C(NCCO)C2=CC=C1C2,[N-]=NC1N=C(NCCO)C2=CC=C1C2
ClC1=C[N+](=NNc2nc(Cl)nc3ccccc23)CC=C1,ClC1=C[N+](=NNc2nc(Cl)nc3ccccc23)CC=C1
C=NOC(N=[N+]CC)c1ccccc1N=CNC(=C)C=C(Cl)CCl,C=NOC(N=[N+]CC)c1ccccc1N=CNC(=C)C=C(Cl)CCl
N=C(N=NCCO)Nc1ccc(Cl)c(Cl)c1,N=C(N=NCCO)Nc1ccc(Cl)c(Cl)c1
CCNC1=NCNCOC=C(Cl)C[B+]CC=C1C1=[S+](N)=CC=CC1,CCNC1=NCNCOC=C(Cl)C[B+]CC=C1C1=[S+](N)=CC=CC1
C[B+][N+]=NC(CS1=CC=CC=C1N)=NCNc1ccc(Cl)c(Cl)c1,C[B+][N+]=NC(CS1=CC=CC=C1N)=NCNc1ccc(Cl)c(Cl)c1
CC=CC=[S-]=C1CN=C[O+](N2C=CC=C(N)C2(Cl)Cl)C1NCCO,CC=CC=[S-]=C1CN=C[O+](N2C=CC=C(N)C2(Cl)Cl)C1NCCO
ClC12C=CC[SH]=C1C2,ClC12C=CC[SH]=C1C2
NC=NC#[B-]N=NC=CC=CC=CNCC=CCCCl,NC=NC#[B-]N=NC=CC=CC=CNCC=CCCCl
OCCNC(=NC(Cl)N=Nc1ccc([P+])cc1)c1ccccc1,OCCNC(=NC(Cl)N=Nc1ccc([P+])cc1)c1ccccc1
OCCN=NC(=PCC1=[C-]CC=CC1)N1CC=C(Cl)C(Cl)C1,OCCN=NC(=PCC1=[C-]CC=CC1)N1CC=C(Cl)C(Cl)C1
C=C=[P-]1=NC=C(Cl)C(Cl)=C1N=NC1=C=CC=C=[C+]1,C=C=[P-]1=NC=C(Cl)C(Cl)=C1N=NC1=C=CC=C=[C+]1
C=CC=C1[B-]#CN(NCCO)C(N=NCC=C(C)CCl)=N1,C=CC=C1[B-]#CN(NCCO)C(N=NCC=C(C)CCl)=N1
OCCNc1nc([N+]=NC(C=CCl)=CC#[P+])nc2ccccc12,OCCNc1nc([N+]=NC(C=CCl)=CC#[P+])nc2ccccc12
[N-]=NCNC=CC=C(Cl)CCl,[N-]=NCNC=CC=C(Cl)CCl
CC=CC=CN=[N-],CC=CC=CN=[N-]
C=C(C=CCCl)N=NC=CC=CC#CC(NCCC)ON,C=C(C=CCCl)N=NC=CC=CC#CC(NCCC)ON
CC(C)C(Cl)=CCN=Nc1nc(NCCO)c2ccccc2n1,CC(C)C(Cl)=CCN=Nc1nc(NCCO)c2ccccc2n1
C=CC=C1CC(NCCO)=NC(NCC(C)=[SH]CCl)=N1,C=CC=C1CC(NCCO)=NC(NCC(C)=[SH]CCl)=N1
COC=CCC1N=C2Nc3cc(Cl)c(Cl)c(c3)C1=[S-]2,COC=CCC1N=C2Nc3cc(Cl)c(Cl)c(c3)C1=[S-]2
[N+]OCCNCc1ccccc1N=[N-],[N+]OCCNCc1ccccc1N=[N-]
CC1=[SH]C(NC2=NC3=[P-]=CC(=C3)C2NCCO)=CC=C1Cl,CC1=[SH]C(NC2=NC3=[P-]=CC(=C3)C2NCCO)=CC=C1Cl
[N-]=NC1=CC=CC1,[N-]=NC1=CC=CC1
CC[N+]=NC12C=C=CC=C1N=C([B-]N1C=C=[P-](Cl)C(Cl)=C1)NO2,CC[N+]=NC12C=C=CC=C1N=C([B-]N1C=C=[P-](Cl)C(Cl)=C1)NO2
[N+]=NC(=Nc1ccccc1CNCO)Nc1ccc(Cl)c(Cl)c1,[N+]=NC(=Nc1ccccc1CNCO)Nc1ccc(Cl)c(Cl)c1
CC(Cl)C(Cl)=CCNCN=C1CCC=CC1=N,CC(Cl)C(Cl)=CCNCN=C1CCC=CC1=N
OCN=NC1=NC2C=C=CC=C1NC1=C(CC=C1Cl)CN2,OCN=NC1=NC2C=C=CC=C1NC1=C(CC=C1Cl)CN2
OCCNC=NN=NC=C1[B-]C=CC=C1,OCCNC=NN=NC=C1[B-]C=CC=C1
OCCNC1=NN[B+]C2=C=C(Cl)C(Cl)=CCC3=S2CC1=C=C3,OCCNC1=NN[B+]C2=C=C(Cl)C(Cl)=CCC3=S2CC1=C=C3
COCN=NC(=CC=CI)NC=CC=CCCl,COCN=NC(=CC=CI)NC=CC=CCCl
CC1=[S-]N=C=[PH](Nc2ccc(Cl)c(Cl)c2)[O+]=C(NCCO)C=CC1,CC1=[S-]N=C=[PH](Nc2ccc(Cl)c(Cl)c2)[O+]=C(NCCO)C=CC1
OCCNCc1ccccc1N=NNCC=C(Cl)C1C=C1,OCCNCc1ccccc1N=NNCC=C(Cl)C1C=C1
OCCN1CC2=[S-]=CC=CC=C2N=C(NC=CC(Cl)=C=CCl)N1,OCCN1CC2=[S-]=CC=CC=C2N=C(NC=CC(Cl)=C=CCl)N1
CCN=NC1(ON)S#CC=CC=C1CN=CNc1ccc(Cl)c(Cl)c1,CCN=NC1(ON)S#CC=CC=C1CN=CNc1ccc(Cl)c(Cl)c1
OC[N+]=Nc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,OC[N+]=Nc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12
[C-]C1=CCC(N=NC2=C[N+]=CC=C2C(=N)NCCOC)=C1Cl,[C-]C1=CCC(N=NC2=C[N+]=CC=C2C(=N)NCCOC)=C1Cl
C=C(N=[N-])NC(=Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,C=C(N=[N-])NC(=Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1
N[B-]C(=[N+]=Nc1ccccc1CNCCO)Nc1ccc(Cl)c(Cl)c1,N[B-]C(=[N+]=Nc1ccccc1CNCCO)Nc1ccc(Cl)c(Cl)c1
[B+]=CCNC(=N)c1ccccc1N=NC(Cl)C(C)Cl,[B+]=CCNC(=N)c1ccccc1N=NC(Cl)C(C)Cl
OSCCC=NCN=Nc1ccccc1Nc1ccc(Cl)c(Cl)c1,OSCCC=NCN=Nc1ccccc1Nc1ccc(Cl)c(Cl)c1
C=C=CC=C(N=[N-])N=CN[S+]c1ccc(Cl)c(Cl)c1,C=C=CC=C(N=[N-])N=CN[S+]c1ccc(Cl)c(Cl)c1
CCCN=NC[P-](=Nc1ccccc1)NC=CC=C(C)CCl,CCCN=NC[P-](=Nc1ccccc1)NC=CC=C(C)CCl
C=C=C(Cl)SC=CC(=[S+])C=NC=C1C=C=[S-]C=C1C(=N)NCCO,C=C=C(Cl)SC=CC(=[S+])C=NC=C1C=C=[S-]C=C1C(=N)NCCO
C=C1CN=S=C(C(=C)Cl)C2C=CC=[O+]C2N=C(N=CNCOC)N1,C=C1CN=S=C(C(=C)Cl)C2C=CC=[O+]C2N=C(N=CNCOC)N1
[C+]=NC#CC=CC=CN=Nc1ccc(Cl)c(Cl)c1,[C+]=NC#CC=CC=CN=Nc1ccc(Cl)c(Cl)c1
C=[P-](Cl)C(Cl)=CC=[N+]=NC(=NC=CC=CC)NN=C(C)NCCO,C=[P-](Cl)C(Cl)=CC=[N+]=NC(=NC=CC=CC)NN=C(C)NCCO
OCCNCc1ccccc1N=NNc1ccc(Cl)c(Cl)c1,OCCNCc1ccccc1N=NNc1ccc(Cl)c(Cl)c1
OCCNc1nc(N=[N+]2C=C(Cl)C(Cl)=CC2)nc2ccccc12,OCCNc1nc(N=[N+]2C=C(Cl)C(Cl)=CC2)nc2ccccc12
CN=C(Cl)c1ccccc1N=CNCC1=[S-]=C(Cl)C(Cl)=CC1,CN=C(Cl)c1ccccc1N=CNCC1=[S-]=C(Cl)C(Cl)=CC1
CCN=Nc1nc(NCC2=C=[P-](Cl)C(Cl)=CC2)nc2ccccc12,CCN=Nc1nc(NCC2=C=[P-](Cl)C(Cl)=CC2)nc2ccccc12
N=Nc1ccc(Cl)c(Cl)c1,N=Nc1ccc(Cl)c(Cl)c1
C[P-]CON=NC(=Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,C[P-]CON=NC(=Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1
CC=C(C=C(C)Cl)N=Nc1ccccc1C,CC=C(C=C(C)Cl)N=Nc1ccccc1C
[C-]C(=CCNC(N=[N+]=NCCO)=NC1=CC=CC[O+]1)CCl,[C-]C(=CCNC(N=[N+]=NCCO)=NC1=CC=CC[O+]1)CCl
C=C(Cl)C=[S+]CCN=NCC(=CBr)C(=N)NCCO,C=C(Cl)C=[S+]CCN=NCC(=CBr)C(=N)NCCO
[N-]=NCNC1C=C(Cl)C(Cl)=CCOC1,[N-]=NCNC1C=C(Cl)C(Cl)=CCOC1
CC=CC=[S-]=C1CN=C(n2cccc2)N=C1NCCO,CC=CC=[S-]=C1CN=C(n2cccc2)N=C1NCCO
N=C(NCCOCl)c1ccccc1N=Nc1ccc(Cl)cc1,N=C(NCCOCl)c1ccccc1N=Nc1ccc(Cl)cc1
CBC(=NC(=[N+]=NC=CC=CC)NCc1ccc(Cl)cc1)NCCO,CBC(=NC(=[N+]=NC=CC=CC)NCc1ccc(Cl)cc1)NCCO
NC1C(Cl)=CC=CNC2=[S+]=C1C=C(CCO)C=N2,NC1C(Cl)=CC=CNC2=[S+]=C1C=C(CCO)C=N2
OCNC=NC#[B-]N=NCC(Cl)C=CCNc1ccc(Cl)cc1,OCNC=NC#[B-]N=NCC(Cl)C=CCNc1ccc(Cl)cc1
C#CN=[N+]N=C(CN)NCCO,C#CN=[N+]N=C(CN)NCCO
C[P-]=[N+]=NC(ON)c1ccccc1N=CNC(C)=CC=C(Cl)CCl,C[P-]=[N+]=NC(ON)c1ccccc1N=CNC(C)=CC=C(Cl)CCl
C=C(COC=C(Cl)CCl)N=NC=Nc1ccccc1C=[N+](N)NC,C=C(COC=C(Cl)CCl)N=NC=Nc1ccccc1C=[N+](N)NC
C=C(Cl)C(Cl)=C=CN=Nc1cc2c(c(NCCO)n1)=[PH]=C[B-]=C=2,C=C(Cl)C(Cl)=C=CN=Nc1cc2c(c(NCCO)n1)=[PH]=C[B-]=C=2
CC1=CN=C(N=Nc2ccc(Cl)c(Cl)c2)N=C(NCC[O-])OC=CC1,CC1=CN=C(N=Nc2ccc(Cl)c(Cl)c2)N=C(NCC[O-])OC=CC1
CC=C(CN=Nc1ccc(Cl)c(Cl)c1)C(=N)NCCO,CC=C(CN=Nc1ccc(Cl)c(Cl)c1)C(=N)NCCO
N=NC=NCC=CC=CCNCCO,N=NC=NCC=CC=CCNCCO
C=CC=CC=[C+]N=NCN=CNC[S+]CO,C=CC=CC=[C+]N=NCN=CNC[S+]CO
NO[N+]=CCNCC1(CN=Nc2ccc(Cl)c(Cl)c2)CC=CC1,NO[N+]=CCNCC1(CN=Nc2ccc(Cl)c(Cl)c2)CC=CC1
[N-]=NC1=Nc2ccccc2[B-]1C(Cl)=CCl,[N-]=NC1=Nc2ccccc2[B-]1C(Cl)=CCl
CCN=NC(=Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,CCN=NC(=Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1
ClC1=NC(Nc2ccc(Cl)cc2)C2=CC=CC=[S-]=C21,ClC1=NC(Nc2ccc(Cl)cc2)C2=CC=CC=[S-]=C21
NC1=C(Cl)C(Cl)=CCN1C1N=C(NCCO)[SH]=C2C=CC=C21,NC1=C(Cl)C(Cl)=CCN1C1N=C(NCCO)[SH]=C2C=CC=C21
OCN=NSNc1ccc(Cl)c([C+]Cl)c1,OCN=NSNc1ccc(Cl)c([C+]Cl)c1
Cc1cccnc[nH]c2c1C(=[S-])C(Cl)=C2,Cc1cccnc[nH]c2c1C(=[S-])C(Cl)=C2
C=CC=CC(C[N-]SNCC(=C)Cl)N=N,C=CC=CC(C[N-]SNCC(=C)Cl)N=N
C=C1C=C(Cl)C(Cl)=CC(N=NCCO)c2ccccc2N1,C=C1C=C(Cl)C(Cl)=CC(N=NCCO)c2ccccc2N1
OCC[N+]=NC(=NCN[n+]1ccc(Cl)c(Cl)c1)C1=CC=C=C=[O+]1,OCC[N+]=NC(=NCN[n+]1ccc(Cl)c(Cl)c1)C1=CC=C=C=[O+]1
[N-]=NC=CC=CC[C+]=CNCCO,[N-]=NC=CC=CC[C+]=CNCCO
OCCN=N[P+]C(c1ccccc1)c1ccc(Cl)c(Cl)c1,OCCN=N[P+]C(c1ccccc1)c1ccc(Cl)c(Cl)c1
C=C(Br)C(Cl)C=CN=NC=C1C=C[B+]C=C1C(=N)NCCO,C=C(Br)C(Cl)C=CN=NC=C1C=C[B+]C=C1C(=N)NCCO
BNc1ccccc1C(N=[N-])=C(N)NCC=C(N)C(=C)CCl,BNc1ccccc1C(N=[N-])=C(N)NCC=C(N)C(=C)CCl
B#CC1(NCC=C(C)C(C)=[S-]C)N=CNCC1O,B#CC1(NCC=C(C)C(C)=[S-]C)N=CNCC1O
Cc1ccc(N[S-]2=[SH]3=C(C(=N)NCCO)C=CC2C3)cc1Cl,Cc1ccc(N[S-]2=[SH]3=C(C(=N)NCCO)C=CC2C3)cc1Cl
CCOCNCC1=[S-]NC(Nc2cccc(Cl)c2)=NC1Cl,CCOCNCC1=[S-]NC(Nc2cccc(Cl)c2)=NC1Cl
SC=NCN=Nc1ccccc1,SC=NCN=Nc1ccccc1
CC=[SH](C)(Cl)CN1C=C2CC=CC=C2C1=N,CC=[SH](C)(Cl)CN1C=C2CC=CC=C2C1=N
C=CC=CC(N=N)C(N)CC=C(Cl)C(Cl)=CCBr,C=CC=CC(N=N)C(N)CC=C(Cl)C(Cl)=CCBr
CC=CC=[S+]=C1CN=C(NC2=CC=C(Cl)[N-]C2)N=C1NCCO,CC=CC=[S+]=C1CN=C(NC2=CC=C(Cl)[N-]C2)N=C1NCCO
N=C(NCCO)C1=[S+]2CCC(=C1)C(Cl)C2,N=C(NCCO)C1=[S+]2CCC(=C1)C(Cl)C2
C=CC(C#SCO)=N[N+](=[N-])c1ccc(Cl)c([S-])c1,C=CC(C#SCO)=N[N+](=[N-])c1ccc(Cl)c([S-])c1
[N-]=NC1=NN(c2ccc(Cl)c(Cl)c2)C=NC=CC=C=C1,[N-]=NC1=NN(c2ccc(Cl)c(Cl)c2)C=NC=CC=C=C1
CC#[N+]C(Cl)C(Cl)=CCN=Nc1ccccc1C(=N)NCCO,CC#[N+]C(Cl)C(Cl)=CCN=Nc1ccccc1C(=N)NCCO
CC=CCNCC=CCCN=C(CCl)N=NCCO,CC=CCNCC=CCCN=C(CCl)N=NCCO
CC=C(Cl)C(Cl)=CN=NC=CC=CC=C=[O+]C=N,CC=C(Cl)C(Cl)=CN=NC=CC=CC=C=[O+]C=N
CC=CC(Cl)=CN=Nc1c(C)cccc1C(=N)NCCO,CC=CC(Cl)=CN=Nc1c(C)cccc1C(=N)NCCO
N=NC=CC=C[O+]CCl,N=NC=CC=C[O+]CCl
N=C(N=[N+]=C(NCCO)c1ccccc1)Nc1ccc(Cl)c(Cl)c1,N=C(N=[N+]=C(NCCO)c1ccccc1)Nc1ccc(Cl)c(Cl)c1
N[B-]C1=CC=CCC1=[S+]=NCNCCONC=CC=C(Cl)CCl,N[B-]C1=CC=CCC1=[S+]=NCNCCONC=CC=C(Cl)CCl
OCCNC=NN=NC=C1C=C[S+]C=[S+]1,OCCNC=NN=NC=C1C=C[S+]C=[S+]1
ClC1CC=CCN1C12C=CC=CC1=[SH]#CN2,ClC1CC=CCN1C12C=CC=CC1=[SH]#CN2
CCN1C=C=CC=C1N=NSNc1ccc(Cl)c(Cl)c1,CCN1C=C=CC=C1N=NSNc1ccc(Cl)c(Cl)c1
OCCN=NC=NC1=NC=CC=CN1c1ccc(Cl)c(Cl)c1,OCCN=NC=NC1=NC=CC=CN1c1ccc(Cl)c(Cl)c1
[N-]=NC1=NC2(C=C(Cl)C(Cl)=CC2)c2ccccc21,[N-]=NC1=NC2(C=C(Cl)C(Cl)=CC2)c2ccccc21
CN=NC(=NCC[P+]1=BCC=CC1CO)Nc1ccc(Cl)c(Cl)c1,CN=NC(=NCC[P+]1=BCC=CC1CO)Nc1ccc(Cl)c(Cl)c1
N#CC(NCCONc1ccc(Cl)c(Cl)c1)C1=[S-]C=CC=C1,N#CC(NCCONc1ccc(Cl)c(Cl)c1)C1=[S-]C=CC=C1
N=C(NCCO)c1ccccc1N=NC(=CC=CCl)CCl,N=C(NCCO)c1ccccc1N=NC(=CC=CCl)CCl
C[S+]1=C=C2C=1C=CC(CO)=NC2N1C=C(Cl)C(Cl)=CC1,C[S+]1=C=C2C=1C=CC(CO)=NC2N1C=C(Cl)C(Cl)=CC1
CCN=NC1NC=CC=C(Cl)C(CCl)S1,CCN=NC1NC=CC=C(Cl)C(CCl)S1
CCN=NC(COc1ccccc1)=NC#N,CCN=NC(COc1ccccc1)=NC#N
