Smiles,standard_smiles
CC[C@H](COc1cc2oc(=O)ccc2cc1OC)OC,CC[C@H](COc1cc2oc(=O)ccc2cc1OC)OC
COc1cc2oc(=O)ccc2cc1O[C@@H](CC(C)C)C(C)C,COc1cc2oc(=O)ccc2cc1O[C@@H](CC(C)C)C(C)C
CCOc1cc2ccc(=O)oc2cc1OCC,CCOc1cc2ccc(=O)oc2cc1OCC
CC[C@@H](COc1cc2oc(=O)ccc2cc1OC)OC,CC[C@@H](COc1cc2oc(=O)ccc2cc1OC)OC
COc1cc2ccc(=O)oc2cc1OCC[C@H](C)OC,COc1cc2ccc(=O)oc2cc1OCC[C@H](C)OC
COc1cc2oc(=O)ccc2cc1OCC[C@@H](C)OC,COc1cc2oc(=O)ccc2cc1OCC[C@@H](C)OC
COc1cc2ccc(=O)oc2cc1OCC[C@@H](C)OC,COc1cc2ccc(=O)oc2cc1OCC[C@@H](C)OC
COc1cc2ccc(=O)oc2cc1O[C@@H](CC(C)C)C(C)C,COc1cc2ccc(=O)oc2cc1O[C@@H](CC(C)C)C(C)C
COc1cc2ccc(=O)oc2cc1O[C@H](CC(C)C)C(C)C,COc1cc2ccc(=O)oc2cc1O[C@H](CC(C)C)C(C)C
CC[C@H](COc1cc2ccc(=O)oc2cc1OC)OC,CC[C@H](COc1cc2ccc(=O)oc2cc1OC)OC
COc1cc2oc(=O)ccc2cc1OC(C(C)C)C(C)C,COc1cc2oc(=O)ccc2cc1OC(C(C)C)C(C)C
COc1cc2ccc(=O)oc2cc1OC(C(C)C)C(C)C,COc1cc2ccc(=O)oc2cc1OC(C(C)C)C(C)C
CCO[C@@H](C)COc1cc2ccc(=O)oc2cc1OC,CCO[C@@H](C)COc1cc2ccc(=O)oc2cc1OC
CCO[C@H](C)COc1cc2ccc(=O)oc2cc1OC,CCO[C@H](C)COc1cc2ccc(=O)oc2cc1OC
COc1cc2oc(=O)ccc2cc1O,COc1cc2oc(=O)ccc2cc1O
COc1cc2ccc(=O)oc2cc1OC(C)C,COc1cc2ccc(=O)oc2cc1OC(C)C
COc1cc2oc(=O)ccc2cc1C(C)=O,COc1cc2oc(=O)ccc2cc1C(C)=O
CCC(CC)Oc1cc2ccc(=O)oc2cc1OC,CCC(CC)Oc1cc2ccc(=O)oc2cc1OC
CCC(CC)Oc1cc2oc(=O)ccc2cc1OC,CCC(CC)Oc1cc2oc(=O)ccc2cc1OC
COc1cc2oc(=O)ccc2cc1OC(=O)C[C@@H](C)O,COc1cc2oc(=O)ccc2cc1OC(=O)C[C@@H](C)O
CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C
CCC(CC)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,CCC(CC)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC
CCC(CC)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,CCC(CC)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC
CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C
CCC(CC)[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC,CCC(CC)[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC
CCC(CC)[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC,CCC(CC)[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC
COc1cc2ccc(=O)oc2cc1OC(=O)C[C@@H](C)O,COc1cc2ccc(=O)oc2cc1OC(=O)C[C@@H](C)O
CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C
CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C
COc1cc2ccc(=O)oc2cc1OCCOCCOCCOC(C)C,COc1cc2ccc(=O)oc2cc1OCCOCCOCCOC(C)C
C=C(C)C[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(=C)C,C=C(C)C[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(=C)C
C=C(C)C[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(=C)C,C=C(C)C[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(=C)C
C=CC(C=C)Oc1cc2oc(=O)ccc2cc1OC,C=CC(C=C)Oc1cc2oc(=O)ccc2cc1OC
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)C,COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)C
COCC(COC)Oc1cc2ccc(=O)oc2cc1OC,COCC(COC)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)C,COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)C
CC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,CC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC
C=CC(C=C)Oc1cc2ccc(=O)oc2cc1OC,C=CC(C=C)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)C,COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)C
CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)C,COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)C
CC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,CC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC
CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC
CC(C)=CCC/C(C)=C\COc1ccc2ccc(=O)oc2c1,CC(C)=CCC/C(C)=C\COc1ccc2ccc(=O)oc2c1
CC(C)=CCC/C(C)=C/COc1ccc2ccc(=O)oc2c1,CC(C)=CCC/C(C)=C/COc1ccc2ccc(=O)oc2c1
C=CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,C=CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C
C=CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,C=CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C
CC(C)=CCOC(=O)COc1ccc2ccc(=O)oc2c1,CC(C)=CCOC(=O)COc1ccc2ccc(=O)oc2c1
C=CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,C=CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C
C=CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,C=CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(C)C,COc1cc2ccc(=O)oc2cc1O[C@H](C)C(C)C
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(C)C,COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(C)C
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(C)C,COc1cc2oc(=O)ccc2cc1O[C@H](C)C(C)C
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(C)C,COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(C)C
COc1cc2oc(=O)ccc2cc1OC(=O)[C@H](C)O,COc1cc2oc(=O)ccc2cc1OC(=O)[C@H](C)O
COc1cc2ccc(=O)oc2cc1OC(=O)[C@H](C)O,COc1cc2ccc(=O)oc2cc1OC(=O)[C@H](C)O
C=C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,C=C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
C=C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,C=C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC
C=CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,C=CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)(C)OC,COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)(C)OC
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)(C)OC,COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)(C)OC
C=C[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,C=C[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC
COC/C(C)=C\COc1ccc2ccc(=O)oc2c1,COC/C(C)=C\COc1ccc2ccc(=O)oc2c1
C=CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,C=CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC
COC/C(C)=C/COc1ccc2ccc(=O)oc2c1,COC/C(C)=C/COc1ccc2ccc(=O)oc2c1
C=C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,C=C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC
CC(C)=CCc1cc2ccc(=O)oc2cc1O,CC(C)=CCc1cc2ccc(=O)oc2cc1O
CCC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,CCC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC
CC[C@@H](C)[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,CC[C@@H](C)[C@H](C)Oc1cc2ccc(=O)oc2cc1OC
CC[C@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,CC[C@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
CC[C@@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,CC[C@@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
CC[C@@H](C)[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,CC[C@@H](C)[C@H](C)Oc1cc2oc(=O)ccc2cc1OC
C=CCC(CC=C)Oc1cc2ccc(=O)oc2cc1OC,C=CCC(CC=C)Oc1cc2ccc(=O)oc2cc1OC
C=C[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,C=C[C@H](C)Oc1cc2oc(=O)ccc2cc1OC
C=C[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,C=C[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC
C=C[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC,C=C[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC
C=C[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC,C=C[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)(C)OC,COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)(C)OC
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)(C)OC,COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)(C)OC
CCC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,CCC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC
CC[C@H](C)[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,CC[C@H](C)[C@H](C)Oc1cc2ccc(=O)oc2cc1OC
CCC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,CCC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
C=CC[C@@H](C=C)Oc1cc2ccc(=O)oc2cc1OC,C=CC[C@@H](C=C)Oc1cc2ccc(=O)oc2cc1OC
C=CC[C@H](C=C)Oc1cc2ccc(=O)oc2cc1OC,C=CC[C@H](C=C)Oc1cc2ccc(=O)oc2cc1OC
CCCc1cc2ccc(=O)oc2cc1OC,CCCc1cc2ccc(=O)oc2cc1OC
COc1cc2oc(=O)ccc2cc1O[C@H](C)[C@H](C)S,COc1cc2oc(=O)ccc2cc1O[C@H](C)[C@H](C)S
COc1cc2ccc(=O)oc2cc1O[C@H](C)[C@H](C)S,COc1cc2ccc(=O)oc2cc1O[C@H](C)[C@H](C)S
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CON,COc1cc2ccc(=O)oc2cc1O[C@@H](C)CON
CC[C@H](COC)Oc1cc2ccc(=O)oc2cc1OC,CC[C@H](COC)Oc1cc2ccc(=O)oc2cc1OC
CC[C@@H](COC)Oc1cc2ccc(=O)oc2cc1OC,CC[C@@H](COC)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2ccc(=O)oc2cc1O[C@H](C)CON,COc1cc2ccc(=O)oc2cc1O[C@H](C)CON
CCC[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,CCC[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC
CCC[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,CCC[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC
CCC[C@@H](C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,CCC[C@@H](C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC
CCC[C@H](C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,CCC[C@H](C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC
CCC[C@@H](C)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,CCC[C@@H](C)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC
CCC[C@H](Oc1cc2ccc(=O)oc2cc1OC)[C@@H](C)CC,CCC[C@H](Oc1cc2ccc(=O)oc2cc1OC)[C@@H](C)CC
CCC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)[C@@H](C)CC,CCC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)[C@@H](C)CC
C=C[C@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,C=C[C@H](CCC)Oc1cc2ccc(=O)oc2cc1OC
C=C[C@@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,C=C[C@@H](CCC)Oc1cc2ccc(=O)oc2cc1OC
CCC[C@H](Oc1cc2ccc(=O)oc2cc1OC)[C@H](C)CC,CCC[C@H](Oc1cc2ccc(=O)oc2cc1OC)[C@H](C)CC
CCC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)[C@H](C)CC,CCC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)[C@H](C)CC
CCC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,CCC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC
CC(C)=CCc1cc2ccc(=O)oc2cc1[O-],CC(C)=CCc1cc2ccc(=O)oc2cc1[O-]
COc1cc2oc(=O)ccc2cc1O[C@H](C)CON,COc1cc2oc(=O)ccc2cc1O[C@H](C)CON
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CON,COc1cc2oc(=O)ccc2cc1O[C@@H](C)CON
CC(C)=CCOc1cc2oc(=O)cc(C)c2cc1Cl,CC(C)=CCOc1cc2oc(=O)cc(C)c2cc1Cl
C#C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,C#C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(F)(F)F,COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(F)(F)F
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(F)(F)F,COc1cc2ccc(=O)oc2cc1O[C@H](C)C(F)(F)F
C#C[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,C#C[C@H](C)Oc1cc2oc(=O)ccc2cc1OC
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(F)(F)F,COc1cc2oc(=O)ccc2cc1O[C@H](C)C(F)(F)F
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(F)(F)F,COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(F)(F)F
COc1cc2ccc(=O)oc2cc1OC(=O)CCC[C@@H](C)O,COc1cc2ccc(=O)oc2cc1OC(=O)CCC[C@@H](C)O
C#C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,C#C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
C#C[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,C#C[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC
CCOC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,CCOC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2oc(=O)ccc2cc1OC(=O)CCC[C@@H](C)O,COc1cc2oc(=O)ccc2cc1OC(=O)CCC[C@@H](C)O
COc1cc2ccc(=O)oc2cc1OC(=O)CCC[C@H](C)O,COc1cc2ccc(=O)oc2cc1OC(=O)CCC[C@H](C)O
COc1cc2oc(=O)ccc2cc1OC(=O)CCC[C@H](C)O,COc1cc2oc(=O)ccc2cc1OC(=O)CCC[C@H](C)O
CCOC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,CCOC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC
CCc1cc(=O)oc2cc(OCC=C(C)C)ccc12,CCc1cc(=O)oc2cc(OCC=C(C)C)ccc12
Cc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O,Cc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O
C=CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1O,C=CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1O
C[C@@H](O)CC(=O)Oc1cc2oc(=O)ccc2cc1O,C[C@@H](O)CC(=O)Oc1cc2oc(=O)ccc2cc1O
COC(=O)c1cc2ccc(=O)oc2cc1OC(N)=O,COC(=O)c1cc2ccc(=O)oc2cc1OC(N)=O
COc1cc(O[C@H](C)C(C)C)cc2oc(=O)ccc12,COc1cc(O[C@H](C)C(C)C)cc2oc(=O)ccc12
COc1cc(O[C@@H](C)C(C)C)cc2oc(=O)ccc12,COc1cc(O[C@@H](C)C(C)C)cc2oc(=O)ccc12
COc1cc(O[C@@H](C)CON)cc2oc(=O)ccc12,COc1cc(O[C@@H](C)CON)cc2oc(=O)ccc12
COc1cc(O[C@H](C)CON)cc2oc(=O)ccc12,COc1cc(O[C@H](C)CON)cc2oc(=O)ccc12
CCOc1cc2oc(=O)cc(C)c2cc1OCC,CCOc1cc2oc(=O)cc(C)c2cc1OCC
C=CCOc1cc2oc(=O)cc(C)c2cc1CC,C=CCOc1cc2oc(=O)cc(C)c2cc1CC
COc1cc(O[C@H](C)[C@H](C)S)cc2oc(=O)ccc12,COc1cc(O[C@H](C)[C@H](C)S)cc2oc(=O)ccc12
COC(=O)COc1cc2oc(=O)cc(C)c2cc1Cl,COC(=O)COc1cc2oc(=O)cc(C)c2cc1Cl
COc1cc2oc(=O)cc(C)c2cc1CCC(=O)[O-],COc1cc2oc(=O)cc(C)c2cc1CCC(=O)[O-]
C=C(C)COc1cc2oc(=O)cc(CC)c2cc1Cl,C=C(C)COc1cc2oc(=O)cc(CC)c2cc1Cl
COCC(=O)COc1cc2oc(=O)cc(C)c2cc1Cl,COCC(=O)COc1cc2oc(=O)cc(C)c2cc1Cl
CCc1cc2c(C)cc(=O)oc2cc1OC(=O)C=C(C)C,CCc1cc2c(C)cc(=O)oc2cc1OC(=O)C=C(C)C
COc1cc2oc(=O)cc(C)c2cc1CCC(=O)NO,COc1cc2oc(=O)cc(C)c2cc1CCC(=O)NO
CC(Cl)=CCOC1=CC=C2C=CC(=O)OC2=C1,CC(Cl)=CCOc1ccc2ccc(=O)oc2c1
COc1ccc2ccc(=O)oc2c1CC=C(C)C,COc1ccc2ccc(=O)oc2c1CC=C(C)C
C=CC(=O)OC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,C=CC(=O)OC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
C=CC(=O)OC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,C=CC(=O)OC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CCCC(C)C,COc1cc2ccc(=O)oc2cc1O[C@@H](C)CCCC(C)C
COc1cc2ccc(=O)oc2cc1O[C@H](C)CCCC(C)C,COc1cc2ccc(=O)oc2cc1O[C@H](C)CCCC(C)C
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(=O)OCCC(C)C,COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(=O)OCCC(C)C
C=CCC[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,C=CCC[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(=O)OCCC(C)C,COc1cc2ccc(=O)oc2cc1O[C@H](C)C(=O)OCCC(C)C
C=CCC[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,C=CCC[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC
C=CC[C@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,C=CC[C@H](CCC)Oc1cc2ccc(=O)oc2cc1OC
C=CC[C@@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,C=CC[C@@H](CCC)Oc1cc2ccc(=O)oc2cc1OC
CCC#C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,CCC#C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2ccc(=O)oc2cc1O[C@H](C)COC(C)(C)C,COc1cc2ccc(=O)oc2cc1O[C@H](C)COC(C)(C)C
COc1cc2ccc(=O)oc2cc1O[C@@H](C)COC(C)(C)C,COc1cc2ccc(=O)oc2cc1O[C@@H](C)COC(C)(C)C
CCC#C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,CCC#C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(=O)OC(C)(C)C,COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(=O)OC(C)(C)C
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C#C[Si](C)(C)C,COc1cc2ccc(=O)oc2cc1O[C@@H](C)C#C[Si](C)(C)C
COc1cc2ccc(=O)oc2cc1O[C@H](C)C#C[Si](C)(C)C,COc1cc2ccc(=O)oc2cc1O[C@H](C)C#C[Si](C)(C)C
CC(C)=CCOc1ccc2c(C)cc(=O)oc2c1,CC(C)=CCOc1ccc2c(C)cc(=O)oc2c1
COc1cc2cc(CC=C(C)C)c(=O)oc2cc1OC(C)C,COc1cc2cc(CC=C(C)C)c(=O)oc2cc1OC(C)C
COc1ccc2ccc(=O)oc2c1,COc1ccc2ccc(=O)oc2c1
COc1cc2cc(CC=C(C)C)c(=O)oc2cc1O,COc1cc2cc(CC=C(C)C)c(=O)oc2cc1O
COc1cc2ccc(=O)oc2c(O[C@H](C)CCC=C(C)C)c1[O-],COc1cc2ccc(=O)oc2c(O[C@H](C)CCC=C(C)C)c1[O-]
COc1cc2ccc(=O)oc2c(O[C@@H](C)CCC=C(C)C)c1[O-],COc1cc2ccc(=O)oc2c(O[C@@H](C)CCC=C(C)C)c1[O-]
COc1cc(O[C@H](C)CCC=C(C)C)cc2oc(=O)ccc12,COc1cc(O[C@H](C)CCC=C(C)C)cc2oc(=O)ccc12
COc1cc(O[C@@H](C)CCC=C(C)C)cc2oc(=O)ccc12,COc1cc(O[C@@H](C)CCC=C(C)C)cc2oc(=O)ccc12
CC(C)=CCOc1ccc2c(C)cc(=O)oc2c1OCC=C(C)C,CC(C)=CCOc1ccc2c(C)cc(=O)oc2c1OCC=C(C)C
CCc1cc(=O)oc2c(C)c(OCC=C(C)C)ccc12,CCc1cc(=O)oc2c(C)c(OCC=C(C)C)ccc12
C=C(C)COC1=CC=C2C=CC(=O)OC2=C1,C=C(C)COc1ccc2ccc(=O)oc2c1
COc1ccc2ccc(=O)oc2c1O[C@H](C)CCC=C(C)C,COc1ccc2ccc(=O)oc2c1O[C@H](C)CCC=C(C)C
COc1ccc2ccc(=O)oc2c1O[C@@H](C)CCC=C(C)C,COc1ccc2ccc(=O)oc2c1O[C@@H](C)CCC=C(C)C
COc1cc2ccc(=O)oc2c(C(C)=O)c1OC,COc1cc2ccc(=O)oc2c(C(C)=O)c1OC
