smiles,max_tanimoto,novel
CCOc1ccc([C@H](C)NC(=O)c2cccc(OC)c2)cc1,1.0,False
CCNc1nc(NS2=CC=C(Cl)C(Cl)=C2)nc2c1=C=CC=2,1.0,False
COc1cc(CO)cc(Cl)c1O,1.0,False
CC1=NCC(C)=NC=CC=C1,1.0,False
CC(C)N(c1nncc2ccccc12)C(C)(C)C[NH3+],1.0,False
CCC(=O)NCCNC(=O)C(=O)NCCOc1ccc(Cl)cc1Cl,1.0,False
CC(=O)NCCCC(=O)Nc1cc(S(C)(=O)=O)ccc1O,1.0,False
CCOc1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,1.0,False
COc1ccc(I)cc1,1.0,False
OCCN1CC=CC=CN=C2CC=C(Cl)C(Cl)=CCNC1=N2,1.0,False
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO,1.0,False
C=CC1=CC=C(Cl)CC2C=CC(=C(C)CNC2=N)N=CN1,1.0,False
CCCc1c(O)c2ccccc2[nH]c1=O,1.0,False
ClC1=NC(Nc2ccc(Cl)cc2)=N[P+]C12C=CC=CCO2,1.0,False
COc1cc(C(=O)C=Cc2ccc(C)c(C)c2)cc(OC)c1OC,1.0,False
C=C=C(N)[N+]1=C=CCNN(C=CC=C)C(C#CNCl)CCC(CCC)[P+]CC=CC1CCO,1.0,False
C/C=C/c1ccc(OC(=O)[C@H](C)CC)c(OC)c1,1.0,False
C=C[C@H](O)C[N@H+](C)CCc1c[nH]c2ccccc12,1.0,False
OCCNC1=NC(Nc2ccc(Cl)c(Cl)c2)=NC2=CC=CCB21,1.0,False
Cn1c(=O)cc(C#N)c2ccccc21,1.0,False
Cc1ccc2[nH]cc(C(=O)NCCCF)c(=O)c2c1,1.0,False
C[C@@H]([NH3+])CCNc1nc(-c2ccccc2)nc2ccccc12,1.0,False
NOCCC1(Cl)c2cc(Cl)ccc2NC=NC2=C=[S+]C=CC21,1.0,False
CC=CC=CN=C1N=C(NCCO)CC(C(Cl)CC=CCCNC=C=N)=CN1,1.0,False
C=CC=C1CN=CNC(Cl)(C=[SH]CCl)N(CC=C)OCCN1,1.0,False
C=CC(Cl)=CC(=C)Nc1nc(NCCO)c2ccccc2n1,1.0,False
OCCNC1=NC(NC=CC=CCl)=NC2=C[SH]=C=CC21,1.0,False
OCCN[O+]1C=CC=C2N=C21,1.0,False
CN1N=C(C2c3ccccc32)CC(Cl)C(Cl)=C1NCCO,1.0,False
ClC1=CCNC2=Nc3ccccc3CNCCON2C1Cl,1.0,False
C=C(CCOCl)C([O-])Cl,1.0,False
CCOc1ccccc1C(C)NC(=O)c1ccc(C)c(O)c1,1.0,False
NCC(Cl)=CC=C1C=Nc2ccccc2C1,1.0,False
[C+]c1ccc(NC2N=C(NF)OCC2C=CC)cc1Cl,1.0,False
C=CCNC(=O)c1c(N)n(CCc2ccc(OC)cc2)c2nc3ccccc3nc12,1.0,False
C=C(Cl)C(Cl)=CN(C)c1nc(NCOCl)c2ccccc2n1,1.0,False
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)ccc1O,1.0,False
CC/C=C/CCOc1ccc2cc[nH]c2c1,1.0,False
CCC[C@H](C)Nc1ccnc2cc(F)ccc12,1.0,False
CC1C=C2C1C(=NCCOCl)CNCCCCON1CN2Nc2ccccc21,1.0,False
C=C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,1.0,False
O=C(Nc1ccc(Br)cc1Cl)c1ccc(-c2ccc(Cl)cc2Cl)o1,1.0,False
ClC=CC=C(CCl)NI,1.0,False
COC(CCNCC(O)Cn1c2ccccc2c2ccccc21)C(F)(F)F,1.0,False
C=CCCOC(=O)C=Cc1ccc(O)cc1,1.0,False
NC=[P-]=CCC(CO)=NCC1=CC=C(Cl)C1Cl,1.0,False
O=C(NCc1ccco1)C1CCN(S(=O)(=O)c2cc(Cl)ccc2F)CC1,1.0,False
OCc1ccc2cc[nH]c2c1,1.0,False
[C-]=CCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,1.0,False
CCCCC(=O)OCc1cc(=O)oc2cc(O)ccc12,1.0,False
CC1(C)C(C(=O)OCc2cccc(Br)c2F)C1(F)F,1.0,False
CC=C=C1C(Cl)=NC2CCONC1C2,1.0,False
CC(C)C(C)N(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.0,False
C[C@@H]1C(C(=O)OCc2c(F)ccc(Br)c2F)[C@@H]1C,1.0,False
Clc1ccc(NC=NCC2=[B-]OCCCON[B-]C=CC2)cc1Cl,1.0,False
C=CN1OCCNC=C=CC=CNCN1C=C(N)Cl,1.0,False
OCCNc1nc(NC(=CCCl)CCl)nc2ccccc12,1.0,False
Clc1cc2c(cc1Cl)C1=CC=COCCNC(=NCNN2)C1,1.0,False
CC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,1.0,False
ClC1C2=C(N=NC3C=CCCC(=NC2)NCCO3)C1Cl,1.0,False
[C+]C(Cl)=CC(=CC=CCl)NC=NC=CC=C=CNCCON=C,1.0,False
NOCPCNC#CC=CC=CN[C+]=Nc1ccc(Cl)c(Cl)c1,1.0,False
C=C(Cl)C(C)CNC=CN=CCOCl,1.0,False
CO[C@@H](C)CO[C@@H](C)COc1ccc2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,1.0,False
OBCNc1nc(NC=C2C=C=[O+]C(Cl)=C2)nc2ccccc12,1.0,False
CCNC1=C=N[S-](=CNC(C=C(Cl)CCl)OCC)c2ccccc21,1.0,False
BNOC(NC=CC)c1ccccc1N=CNC=CCO[P-]#CC(=C)Cl,1.0,False
OCCNC1=NS(#CNc2ccc(Cl)c(Cl)c2)=Nc2ccccc21,1.0,False
C/C=C(\C)C(=O)O[C@H]1C(C)(C)C(C(O)C(=O)OC)[C@]2(C)C(=O)[C@@]1(O)CC1=C3CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CC[C@@H]12,1.0,False
CO[C@H](C)CNC(=O)c1c[nH]c2c(C)cccc2c1=O,1.0,False
CCC(C#N)Oc1cccc(CNC2CCN(CCc3ccc(F)cc3)CC2)c1,1.0,False
CCc1[nH]c2cc(C)ccc2c(=O)c1CC,1.0,False
[O+]#CC=C1CC(CCO)=NC(NCl)=N1,1.0,False
[S-]c1ccccc1Cl,1.0,False
CCC[NH+](CCC)Cc1cc2c(cc1OC)OCO2,1.0,False
C[o+]1cccc[nH]n1Cl,1.0,False
CC[C@@H](COC)Oc1c(OC)c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12,1.0,False
Cc1cc#c[nH]cncc1Cl,1.0,False
CCOC(=O)c1ccc(Nc2ccnc3ccccc23)cc1,1.0,False
Clc1ccc(NC2=NC(N=[S+]COc3ccccc3)=N2)cc1Cl,1.0,False
OCCC1=NCN(c2ccc(Cl)c(Cl)c2)NC=CC=CC1,1.0,False
CC=C(C)CN[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,1.0,False
CC(C)C[C@@H](C)Sc1nncc2ccccc12,1.0,False
OC1(Cc2ccccc2F)CCN(Cc2cc(Br)ccc2F)CC1,1.0,False
CC(C)OCC[C@@H](O)C[NH2+][C@@H](CO)Cc1c[nH]c2ccccc12,1.0,False
COc1cc(C)c(C(=O)N2CCC[C@@H](C)C2)cc1OC,1.0,False
CCNCc1ccccc1N=C(Cl)Nc1ccc(Cl)cc1,1.0,False
COC(=O)c1ccc(Nc2ccnc3ccccc23)cc1OC,1.0,False
CCCCCCn1c(SC(C)C)nc2ccccc2c1=O,1.0,False
OCCNC1=NC(N2C=C=C(Cl)C(Cl)=C2)N2C=CCC=C12,1.0,False
CC[NH+](CC)CCCNc1ccnc2ccc(Cl)cc12,1.0,False
ClC1=C[SH]=C(N2C=NC#[S+]=CC=CC#CNCON2)C=C1Cl,1.0,False
OCc1ccc(Nc2ccnc3ccc(Br)cc23)cc1,1.0,False
OCCNc1[c-]cccccnc(Nc2ccc(Cl)c(Cl)c2)n1,1.0,False
C=C=CC1CNCCONN1Nc1cc(Cl)c(Cl)cc1C,1.0,False
CN1C=C(Cl)C1Cl,1.0,False
CCOC(=O)c1cn(CC)c2c(F)cccc2c1=O,1.0,False
COc1cc2oc3c(OC)cccc3c(=O)c2c(O)c1OC,1.0,False
O[S+]CNC1(O)NC(Nc2ccc(Cl)c(Cl)c2)=Nc2ccccc21,1.0,False
CC(C)C[NH2+]CCCNc1ccnc2cc(Cl)ccc12,1.0,False
OCCNCCOc1nc(Nc2ccc(Cl)c(Cl)c2)nc2c1OCC=C2,1.0,False
Oc1cccc(CN2CCN(Cc3cc(F)c(Br)cc3F)CC2)c1,1.0,False
O=C(Nc1ccccc1F)c1ccc(-c2cc(Cl)ccc2Cl)o1,1.0,False
Cc1nc2ccccc2c(=O)n1CC(=O)[N-]OCCOC(C)C,1.0,False
Cc1cccc(-n2nc3c(c2NC(=O)c2ccc(Cl)cc2Cl)CSC3)c1,1.0,False
O=C(Nc1ccc(CO)cc1)c1ccc(-c2ccccc2Cl)o1,1.0,False
CCOc1ccc(-c2cn3c(C(=O)Nc4ccccc4OC)c(-c4ccc(OC)cc4)c4c3n2CCCC4)cc1,1.0,False
C=C(Cl)C=CC=CNC1=NC2=CC=C=CC2NCCON1,1.0,False
O=C(O)CCc1cccc(CNC2CCN(CCc3ccc(F)cc3)CC2)c1,1.0,False
Cc1cc(Nc2ccc(Br)cc2)c2cccc(C)c2n1,1.0,False
COC(=O)CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,1.0,False
O=C(Cc1ccc(O)cc1)OC/C(Cl)=C\Cl,1.0,False
ClC1=CCN(C2=NC3C=CC=CC3NC2)C=C1Cl,1.0,False
NCCC=CC=C1CCOC=CC2C=C(C=C2Cl)NC1,1.0,False
COc1c(F)cccc1CN1CCN(Cc2cccc(F)c2)CC1,1.0,False
COc1cc2ccc(=O)oc2cc1OCC[C@@H](C)OC,1.0,False
COC(C=CNC=NC1=CC=C[C+]=C1)CCl,1.0,False
C=C=C(Cl)C(N)=CCNc1nc(CCOOCCC=C)c2ccccc2n1,1.0,False
OCCNc1nc(-c2ccc([O+]Cl)c(Cl)c2)nc2c1=CC=C=2,1.0,False
CCC[C@H](C)Oc1cc([O-])cc2oc(C)cc(=O)c12,1.0,False
OCCNC(=NC[P+]SNc1ccc(Cl)c(Cl)c1)c1ccccc1,1.0,False
[B+]=C=C(Cl)C=CC(B=C)[P-]1C=CCC=CC=NCN1,1.0,False
CNC=CC=C=c1c2nc(Nc3ccc(Cl)c(Cl)c3)nc1=C(CCO)C=CC2,1.0,False
OCCNc1nc2ncccccc1NC=C(Cl)C(Cl)=CC2,1.0,False
OCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2c1=CC=C=[S-]=2,1.0,False
C=CC1=NC=CC=CC(C)=NC1,1.0,False
Cc1ccc(C)c(-n2ccnc2SCC(=O)Nc2cccc(F)c2F)c1,1.0,False
COc1ccc(-c2cc(=O)c3c([O-])c(OC)c(OC)cc3o2)cc1O,1.0,False
NC1CCONC(NC(C=CCl)=CCCl)=Nc2ccccc21,1.0,False
CCNC(=O)c1ccc(NC(=O)c2cccs2)cc1,1.0,False
CNCC(N=C(CN=CF)c1ccccc1)NC=CC=C(C)C(O)Cl,1.0,False
C=CC=C1C=S(Cl)CONc2ccccc2C[C+]=CN1,1.0,False
COc1cc(C=CC(=O)c2cc(O)ccc2O)cc(Cl)c1O,1.0,False
C=CCCC(C)OC(=O)C=Cc1cccc(O)c1,1.0,False
Nc1c(F)cccc1C(=O)Nc1nc(-c2ccccn2)cs1,1.0,False
COc1cccc(OC)c1C=CC(=O)c1ccc(C)cc1,1.0,False
CC#CCN=C(N)Nc1cccc(C(C)C)c1,1.0,False
CCCn1c(=N)n(C[C@H](O)COc2ccc(Cl)cc2Cl)c2ccccc21,1.0,False
C=C1CCOC=C2CC3=NC(=N2)NC2=[N+]CC=C(Cl)C2=C(NC=C3)C1NCCOCl,1.0,False
CCOc1cccc([C@@H](C)NC(=O)c2ccc(OC)c(Cl)c2)c1,1.0,False
CCC(CC)[N@H+](CCOC)Cc1cc2c(cc1OC)OCO2,1.0,False
ClC1=C=[C-][S-]C1,1.0,False
C#CCOc1ccc(CNC2CCN(CCc3ccccc3)CC2)cc1,1.0,False
COc1cccc(C=C2SC(=Nc3c(C)cccc3C)NC2=O)c1,1.0,False
ClC1=CC(=CNC2C=C3C=CC=C3N=CNOCC2)C=[P-]=C1Cl,1.0,False
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccc(Cl)cc4)cc23)cc1,1.0,False
COc1cc2c(cc1O)O[C@H](c1ccccc1)[C@@H](O)C2=O,1.0,False
CCC1CC1C(=O)OCc1c(Br)cc(F)c(F)c1F,1.0,False
CCN(CC)C(=O)CCCNc1ccnc2ccc(Cl)cc12,1.0,False
CCOC(=O)c1cnc2c(C)cc(Cl)cc2c1Nc1ccc(N(C)C)cc1,1.0,False
CC(=CC(O)CCl)N1C=CCC(=[S+]=CC=CCCCO)N1,1.0,False
OCCNC=N[O+]C1C=C(Cl)C(Cl)=CN1,1.0,False
C=NC=CNCC(=CC(=C)Nc1nc(NCCO)c2ccccc2n1)N(C)Cl,1.0,False
CCC1C=CC=CC(N)=NN(C2=CC=C(Cl)C(Cl)O2)C=N1,1.0,False
COC(=O)C1(Cc2cccc(F)c2)CCN(Cc2cccc(OC)c2C#N)CC1,1.0,False
CC1=C2C=CNC(CCl)=NC=CC=CC[N+]#CC=C(Cl)C(=CN=C2)C1,1.0,False
CCCCCCc1c(C)c2c(O)cc(C)cc2oc1=O,1.0,False
C=CCCC(=O)NCCOc1ccc(OC)c(Cl)c1,1.0,False
C=C(C)C=CC=CC#CNCl,1.0,False
CNCc1c(Br)ccc2c1OCO2,1.0,False
OCCNCC=CF,1.0,False
CCN(CC(=O)Nc1ccccc1C(=O)Nc1ccccc1)CC(C)C,1.0,False
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1OCC,1.0,False
C=C[SH]1CC2CCN=CC(CC=CC)CC=C1C(NCCOCl)=N2,1.0,False
C=C=C(Cl)C(Cl)=CCNC1=Nc2ccccc2CC1CN,1.0,False
[B-]=CC=CC=C1N=C(Nc2ccc(Cl)c(Cl)c2)N=C1NCCO,1.0,False
ClCCC(Cl)CNC1=CCCNCC=Nc2ccccc2C1,1.0,False
Cc1cc(O)cc(C)c1NC(=O)c1cccc(Cl)c1,1.0,False
ClC1=C(COCCC2N=CC3=CC=CCC3N=CN2)C1Cl,1.0,False
CC(C)C(=O)N(C)COc1ccccc1C(=O)Nc1ccccc1,1.0,False
NOCCNN1C2=C=CC2=CN=C1c1ccc(Cl)c(Cl)c1,1.0,False
CCCCCn1c(=N)n(C[C@H](O)COc2ccc(Cl)cc2)c2ccccc21,1.0,False
OCCNC1=[P-]CNC(CCl)=CC=C(Cl)c2ccccc21,1.0,False
C=C=CC=C1CCON(CC)C2(C=CC2)NC=NC1,1.0,False
COCCCC=CC=CCl,1.0,False
CC1=[N+](N=[C-]N=CCON2C=[S+](Cl)C(Cl)=CC2)CC=CC1,1.0,False
COc1ccccc1OCCCCCC[NH2+]CCO,1.0,False
CNC(=O)c1cc2ccc(O)cc2oc1=O,1.0,False
NC(=CCNC1=C2CC#[PH]C=C(C2)N1)C[N-]CCl,1.0,False
NC=C=CC=C1CC(Cl)=NC1N=CC#CCCONc1ccc(Cl)cc1,1.0,False
CC(=CCNC1C=CC(C=[N-])NCCON1)CC[C-]N,1.0,False
ON=CNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,1.0,False
OCCCCC=NC=CC#COCN1C=NC2C=CC=CC(Cl)(Cl)Nc3cccc1c32,1.0,False
CCOc1ccc([C@@H](C)NC(=O)c2ccc(OC)c(Br)c2)cc1OCC,1.0,False
CCONC=NCSN1CC=C(Cl)CC1Cl,1.0,False
C=C(Cl)C(Cl)=CC1=CNc2nncc(n2)NCC(C)CC=CC=CCCNCC=CCC1NCC,1.0,False
Cc1sc(NC(=O)CS(=O)(=O)c2ccc(Cl)cc2)nc1-c1ccc(F)c(F)c1,1.0,False
CC(C)C[C@@H](C)NC(=O)c1c[nH]c2ccc(I)cc2c1=O,1.0,False
COc1cc(C=CC(=O)c2cc(OC)c(OC)c(OC)c2)ccc1O,1.0,False
C=CC=c1ncnc(NCCONC=CC=C=B[P-]C(=C)Cl)c1=C,1.0,False
CCOc1ccc(Nc2ncc3ccccc3n2)c(F)c1,1.0,False
NC12N=C(Nc3ccc(Cl)c(Cl)c3)N=C1C=CC2CCO,1.0,False
COC(=O)c1ccc(C(=O)C=Cc2cc(C)c(O)c(C)c2)cc1,1.0,False
CCC(C)(C)CC(=O)Nc1nnc(Cc2cccc(OC)c2)s1,1.0,False
CCOC(=O)c1cnc2ccc(C)cc2c1NCCC#N,1.0,False
NC(=Nc1ccccc1CNCCO)NCC=C=[P+]C=BCCCl,1.0,False
CCCNCOC=C(C=CCCC#N)NC1=Nc2ccccc2C(N)CCON1,1.0,False
CC(Cl)C(Cl)=CC=CNC(N)=NC1C=CC=C=C1NCCO,1.0,False
CC=Nc1nc(Nc2ccc(Cl)c(Cl)c2)nc2cccc(CO)c12,1.0,False
CCOc1ccc(C2N(C)c3ccccc3N2C)cc1,1.0,False
COCCCn1cnc2c(OC)cccc2c1=O,1.0,False
OCCNC1C2=CCC23C=CN=C1NC=CC=C3Cl,1.0,False
O=C([O-])/C=C/c1ccc(C(F)(F)F)c(O)c1,1.0,False
OCCNc1nc(NCC=C(Cl)C(Cl)=CCF)nc2ccccc12,1.0,False
OCCNC=N[P-]C(=Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,1.0,False
Cc1ccc(C)c(CNc2nc3ccccc3[nH]2)c1,1.0,False
Nc1cccc2c1C(CC=C(CC=CC=CC#CO)C(Cl)=CCCl)N=C2NCCO,1.0,False
NC1=CC=CNC(Cc2cccc[o+]2)N=CNCCO1,1.0,False
CC(C)=C(Br)C(=O)N[C@H]1C[C@H](O)C[C@H](O)C1,1.0,False
OCCNC(=N[P-]=CCl)C(C=CCCl)CC=Nc1ccccc1,1.0,False
O=C1c2ccccc2-c2nnc(-c3ccc(Br)cc3)cc21,1.0,False
CC12Nc3ccccc3CCC1ONCNC2Cl,1.0,False
C#CNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,1.0,False
CC1=C2C=CC=CCC=NCNC(=C2)C=CC(Cl)OCCN1,1.0,False
Cc1ccc([C@@H](O)CNCc2cccc(F)c2)cc1,1.0,False
CC(C)Oc1cccc(C=CC(=O)c2cc(O)ccc2O)c1,1.0,False
ClCOCCNC1=Nc2ccccc21,1.0,False
COc1cccc(Cc2nnc(NC(=O)N(C)[C@@H](C)CO)s2)c1,1.0,False
C[C@H](CO)[NH2+][C@@H](c1ccccc1)c1ccc(Cl)cc1,1.0,False
OCCNC=NC(=NC1=CC=CC1)NCCCC=CC=CC#CF,1.0,False
ClC1=C(N2CN=C3CC=CC=C(N2)OCCN3)C1,1.0,False
CC(=CCCCNCC=NCC1C=CCCCCC1=C(Cl)C(Cl)=CCC#N)CC1=CN=CNCCOCC=CC=CN1,1.0,False
COc1ccccc1C(=O)N(Cc1cccnc1)c1nc2c(OC)ccc(OC)c2s1,1.0,False
C=C(Cl)C(Cl)=CCN1C=CC=CC=CC=NC1,1.0,False
CNCCN(C)c1ccnc2cc(Cl)ccc12,1.0,False
C[C@H](O)CNC(c1ccc(F)cc1)c1ccc(Cl)cc1,1.0,False
N#CCC=C1N=C(NCCO)c2ccccc2N=CCC=C1Cl,1.0,False
C=C[C@H](C)[NH2+]Cc1cc2c(cc1OC)OCO2,1.0,False
CCc1ccc(Nc2cc(C)nc3nc(C)nn23)cc1,1.0,False
CC1C(Cl)=CC2=C1CC=CC=CC(C=CC=CC#CNCO)=NCN2,1.0,False
ClCC(Cl)=CC#[S-]=CCCC1=COCCNC2(C=Cc3ccccc3N2)OCCCOC1,1.0,False
COc1ccc(CN2CCN(Cc3ccc(OC)c(OC)c3C)CC2)cc1,1.0,False
c1ccccc1,1.0,False
C[N-]CCl,1.0,False
ClC1=CC(c2ccccc2)=NCN1,1.0,False
OC1=CC=CC2NN(c3ccc(Cl)c(Cl)c3)CN=C2NC1,1.0,False
Cc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1N,1.0,False
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C#C[Si](C)(C)C,1.0,False
Cc1[nH]c2ccccc2c(=O)c1CC[C@H](C)[NH2+]CC(=O)[O-],1.0,False
OCC[C+]=NC1=CC=CC=NCN2CCCC(Cl)=CC2NC1,1.0,False
COC(=O)[C@H](C)c1cccc(Nc2cc(C)nc3nc(C)nn23)c1,1.0,False
O=C(O)c1ccc(O)c(C(=O)C=Cc2ccccc2F)c1,1.0,False
CCOC[C@@H](C)Nc1cc(OC)c2ncccc2c1,1.0,False
[C+]#CC=CC(Cl)=CC,1.0,False
COc1ccc(-n2ccnc2SCC(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1,1.0,False
ClC=C1C=CSC(Cl)=C1,1.0,False
OCCBr,1.0,False
ClC1=CC=CN2C#CN=CCNCCCCCC=CC2N=CNCN=C=CNCCCCN1,1.0,False
CNC1(CF)CN=C1OCC=CCNC=CC=CCl,1.0,False
CC1(N)C(Cl)=CC=CNC12N[P+](CO)C1=CC=CC=[S-]12,1.0,False
[B+]=C=NC=C,1.0,False
CC1C(N)=CCN(c2nc(CCO)c3ccccc3n2)C1Cl,1.0,False
NC1CCONC(Nc2ccc(Cl)c(Cl)c2)=Nc2c[c-]ccc21,1.0,False
OCCNC1=NC(Nc2ccc(Cl)c(Cl)c2)=NC2=CC=C=[O+]C21,1.0,False
CN(CCCO)C(=O)c1ccc(C=CC(=O)O)cc1,1.0,False
C=COCCNCCCCNC(=NS)c1ccccc1N=CNC=C=[SH]COC1=C(Cl)CC=C1,1.0,False
NN1NN(CCO)CC2=C1[C+]C=CC2C=CC=C(Cl)C=C=S,1.0,False
CCOc1ccc2nc(-c3ccc(N(C)C)cc3)[nH]c2c1,1.0,False
Cc1cc(C)cc(CNC[C@@H]([NH3+])c2ccccc2)c1,1.0,False
OCC[C+]c1n[nH]c2c1=CC(N1CC=CCC1NCl)C=2,1.0,False
COCCC1=NC2=NC(C1)C(=CCN)C(Cl)OCC#CCCNCCCCCC(C=CCl)N2,1.0,False
Cc1ccc2[nH]ccc2c1,1.0,False
C=CC1CC(CO)=NCNc2cc(Cl)c(Cl)cc2N1,1.0,False
OCCNc1n[nH]c2c(Nc3ccc(Cl)c(Cl)c3)cccc12,1.0,False
Clc1ccc(Nc2ncc3ccccc3n2)cc1Cl,1.0,False
Cc1ccccc1Cn1c(Oc2ccccc2C)nc2c1c(=O)n(C)c(=O)n2C,1.0,False
