external_panel_id,state,vina_score_kcal_mol,sha256
EXT-005,PfDHFR_WT,-4.36,eb12ee179005ef61b9406a1c5c565f149f5c502c35b3dcdf0ccdeca0b0a36609
EXT-005,PfDHFR_N51I,-4.443,32dc7048c4396b94eb69fa9db6e7191e61b237022ace093378f55d928b1e8da5
EXT-005,PfDHFR_C59R,-4.449,61a36cceb79eca50766f1cb4dd87f2434e938396226a4d6382fda21e2f285720
EXT-005,PfDHFR_S108N,-4.358,f6eda078a562f76bff3c69ce5849455f1777e3b8beb01a5c4c51c063440b7396
EXT-005,PfDHFR_I164L,-4.432,f4115ba4684c83df5830f892c39a0510a0f1ee7c6531345bed1f75ac2b6282a4
EXT-005,PfCRT_WT,-5.288,3becc0de28227ff54c4c620e4912e5f35f13922b7635f4b8a5298a5e50cd7318
EXT-005,PfCRT_K76T,-5.639,f30d33e643490ee05246332d9ac2990eb680517be76c34ed4b28811a57b6b18e
EXT-005,PfCRT_K76A,-5.557,716cec5530a7fa9814dbf4f10ef966ef3311a1fc1f653731ae14ae55cdaee635
EXT-006,PfDHFR_WT,-6.564,f1d6f97553382c3133584158d5a413a74b8e5f92a9d75f5097de35e0a78e3df3
EXT-006,PfDHFR_N51I,-6.635,40b5cce2f21bb7f0c0362d153b87198ac565b429a96b6513af49125b7b77b05e
EXT-006,PfDHFR_C59R,-6.693,d343f07318a046598da5b1f7543c6f8db0ff39cd4a0c22fa2edac693c036cd3b
EXT-006,PfDHFR_S108N,-6.582,92dcd47c392278d01cec251aa233fd10cb8fafaf6b1ea6d067206be68852bee7
EXT-006,PfDHFR_I164L,-6.64,d52806a654e8e11601d9c3f0969b9dff10eca51faec9545f406abcaeabb78ee6
EXT-006,PfCRT_WT,-7.794,0834e0bde23f4943e702816e62ee88f3ea1847971e670f381458e61ad9c1955c
EXT-006,PfCRT_K76T,-9.016,bf1662827a76a014f97f99dd856a182bcf8b6cc2365f7dc9553feb4b63008915
EXT-006,PfCRT_K76A,-8.863,bb885607ed07b9e35c24c1e32f0fda0dfbbf54ad8e7570d618b57bd868e4c2cf
EXT-007,PfDHFR_WT,-5.455,6a18b4e94f6ccbc3fbc1210d30d24694356ad77aeb4d49405ec1052a13034c25
EXT-007,PfDHFR_N51I,-5.532,1c166338abd6394461aa676b0ee6982af1edc19141150d79172f0610ac9eb3f8
EXT-007,PfDHFR_C59R,-5.669,930a7dc924e063a91f01bb838f98bcd34c0381cb2e8826fbc9e5c1fb49b08cb0
EXT-007,PfDHFR_S108N,-5.692,4d628887f02e61e5c549fdfa50a4b79f6c6ee8bce7f5b287c7660c5905b7dc24
EXT-007,PfDHFR_I164L,-5.896,1a51e22f05b6c1d33c9729144a80732b27b6306a43d058040ed5bb09570e6b1d
EXT-007,PfCRT_WT,-7.213,79e9ebf926c494f76f0126381243dcc707b53d1687fcc67c354c722d6046478e
EXT-007,PfCRT_K76T,-7.27,60ab93ee6fea0b9c27b6b8d2db806a3dd640d49c223fe06025bf431e297b4a2e
EXT-007,PfCRT_K76A,-6.744,7dd8afe386aff00cbb7e1f7f60245c175f81312231b391125e127e6bb3c0d0c8
EXT-008,PfDHFR_WT,-4.478,1809d153c624abe636463417cd41a57dc92cd5e558517f7ff73ea7b13e97d0a7
EXT-008,PfDHFR_N51I,-4.178,c4c23861a22faa99b559330d1fbae5dec8c34b05a7ebd1d2753954d5450e618a
EXT-008,PfDHFR_C59R,-4.356,ff15c8461ff7f6be77702a789cf999b71cc74152a653daab0d16a31d37e6e910
EXT-008,PfDHFR_S108N,-4.334,9d3e46a8a8e587751f034ef3d90330b74facf97699e3035b9043834efe20159f
EXT-008,PfDHFR_I164L,-4.844,0e73428167c6751b0bdff5ae408f41dafbc8a43c05e89a9c55d4e2f252676e09
EXT-008,PfCRT_WT,-6.635,4b2f2abad41093db1f1516f6d62b38ad39cc2b368ca4b35e68ffda108d9953f8
EXT-008,PfCRT_K76T,-6.91,5309a011c60763633680cfb5b0b0ceea948a6a9b4a32d4cbf48650bf57f29e51
EXT-008,PfCRT_K76A,-6.515,cf60b19a5b4f5b817d2a956477908ede14385daffe5303d12be3dbc61de24287
EXT-009,PfDHFR_WT,-6.818,7921a9fd5f7da394e0a5d87ecdb2c1488c98cd35946dd6fb16cc197c974d7975
EXT-009,PfDHFR_N51I,-7.058,8f73f4b85ce7858ae8f744c48a48fd04902e219310d93ae4c310b95ca208673c
EXT-009,PfDHFR_C59R,-6.936,c4c869b52a61970008fdd23e30b02026977b2a9693668614c11a7f7d1147a661
EXT-009,PfDHFR_S108N,-6.041,9918ba7db00f5908572066b1eec61175440ae40d494ed52dc48ec87d63d2076a
EXT-009,PfDHFR_I164L,-6.848,a42713faf5f08c58eb68d450fd707e43ab615af1595092a8d26747ccd22d8a91
EXT-009,PfCRT_WT,-8.097,57dfb314fc0b6194e755ec63d295196c2937dbbb5b69a4a786910fd2e7e67c54
EXT-009,PfCRT_K76T,-8.119,24bb82af5af9e8da1da8683b64a90ad4882e249975a5b0fd13948b199a354c5b
EXT-009,PfCRT_K76A,-8.132,983e999c5dacaa954e771073043b690b61df7932cf2045f025c7c3ddfae3462d
EXT-010,PfDHFR_WT,-6.821,bc430bf767bcb670593ab4f260c5fe8d2a119fe43a89e4639398632871f44f9d
EXT-010,PfDHFR_N51I,-6.859,3e0f58d2846f9c027f5e4c17e341730596d768b572257c70011ae27a8097b92c
EXT-010,PfDHFR_C59R,-6.698,3137a76e78c89cfcd0f7106d3fe00524ebfe7f24e55b2283c58abd058649b085
EXT-010,PfDHFR_S108N,-6.689,c3705e8d4d9eb2594edfa9cf84ebc4cafa887dd0e0dbddc1a2c59a78df53dd41
EXT-010,PfDHFR_I164L,-6.945,527a03657ffc73e77ba09646e5397ef636a20bb3a51c9d0785db642b91b0e4ca
EXT-010,PfCRT_WT,-7.057,41b16536dc226ca1b3bf60662141d712d1a33083a486d8fb6cacc0b2cb69f0a6
EXT-010,PfCRT_K76T,-6.933,d6941e1afbc206cebe6e36a8f6e9f49b5be6f409427cb0fdc2c88214a63e2670
EXT-010,PfCRT_K76A,-7.003,00c4740b656ffd9083e44ebd47fca9000e6c4e10ba767af038832c6421c2e0de
EXT-011,PfDHFR_WT,-8.491,22b73abb7ce5c3f93272540025c9e69eb7169f1877623493ed3f5c96caba2d49
EXT-011,PfDHFR_N51I,-8.41,368f0fd4562380b77db1fb66d4fab6956333de303bdc2216a025660eeb84ceda
EXT-011,PfDHFR_C59R,-8.524,01b7ed75c8abe9137720fae715246d7543d1866f6d1c37a41dc29c6748a807d0
EXT-011,PfDHFR_S108N,-8.581,98ef9d1485469f96920a30f7cc8a83dd0fb002a15475c2640530958ecad922d3
EXT-011,PfDHFR_I164L,-8.314,4c6d6868ad98379f682ece67e677bf249e563d04b45b1a6d7195dd47dec3984f
EXT-011,PfCRT_WT,-9.814,1613afbe22d0f6d020dc366b6141e829860dcdb8bdfc4b2a69d6c7655377240a
EXT-011,PfCRT_K76T,-10.822,fbc43a2b8a7d5001555744197c589231cf83c8e35df37bcc90811fddd316ffbc
EXT-011,PfCRT_K76A,-10.796,d96477fc23ec264fd86436cad1a073f448bb5d9c7ba04ba06cdbacbb85b418d5
EXT-012,PfDHFR_WT,-5.207,5d263f02de88a1e68aee357629545859991348e35bfa6cbb7caf3c96f3d46acb
EXT-012,PfDHFR_N51I,-5.198,7f943e64e57565c76996816a60511ffb02c155ce12b24e3a6f7dace7b2ab691e
EXT-012,PfDHFR_C59R,-5.216,1405ae74940ec9522ef6cd52fa62fa8efbf10d6b212c788191d0ba6007d5e1a9
EXT-012,PfDHFR_S108N,-5.187,9f1b03d8b5e99e9670e9258a2d7d7016dcbdaa57408bbc55172a486fc5850692
EXT-012,PfDHFR_I164L,-5.154,7e71717e1e235c24641747d84009e1e45c6a883a83fd9119add3a3ca24aedb43
EXT-012,PfCRT_WT,-6.763,e0a39cca405c733cf9d4591d7c953c3fbde4c53eaf91351033eedfef6b96a938
EXT-012,PfCRT_K76T,-6.89,eed52c86c006e3ca392020a7b56557a4094869a17314551698ba9c6f08393cbf
EXT-012,PfCRT_K76A,-6.79,17c97d5928fcea476a80dfa0d7f54b4a80f03b233409f7a276227b2e40be19da
EXT-013,PfDHFR_WT,-4.496,ea7e6a2480fc024f6bbcac409d1da1cbb3ff60c363f6dfdf81f097584bb7cb64
EXT-013,PfDHFR_N51I,-4.471,efd11c712cb56ed1b36c57fdc213977a39c0a064679c058a99705ea804e7a89a
EXT-013,PfDHFR_C59R,-4.455,4efdca112bd1f1944671298f3d2b9e36cff179ba6b66245812d484db4dfa9a5c
EXT-013,PfDHFR_S108N,-4.697,8b040508df4917df7f6158487e71a160f1c3be1621127159d87113a34c1fb03a
EXT-013,PfDHFR_I164L,-4.379,b75ac799421c41789726908d853c50c52ce5fa5375037a672d14bf592cc45739
EXT-013,PfCRT_WT,-6.58,75d7a66eca1edb82ee8adc746592d7e206b7bb0e13e21334a945642da2c20a01
EXT-013,PfCRT_K76T,-7.032,1a755aed9eff0199fb694f70c048b6a4614a52a49499981a0313ee448f470556
EXT-013,PfCRT_K76A,-6.487,89f42db651818839214780dd2e80dd5a45cad3a19f6548ed50149c6c357fb7c1
EXT-014,PfDHFR_WT,-7.043,6896f192365cf9df703941558b7056e1518b4def3957c84c31f1cd08d49b47e2
EXT-014,PfDHFR_N51I,-6.995,b0b1ff179908124b203a1a2459b2a2ae1445d9d2b71e2edb40aa4f273703dd49
EXT-014,PfDHFR_C59R,-7.101,bbf719a2593cc1f68562c3bdaac93be9d153442f7ed678cd4f0c71bd9c0438f6
EXT-014,PfDHFR_S108N,-7.05,2b743c27349b694f36c9308bbc3a8ee7ded760961332a13680dd469b8fb0b5ec
EXT-014,PfDHFR_I164L,-7.218,31b653fea93e40a974b198dc4f6bab358887ec172e12c67f9f0cf42142418496
EXT-014,PfCRT_WT,-8.711,a9beee9719eea2e64e25a2477b9d66661bcbed22f3c38f7aeb616165ffd96a22
EXT-014,PfCRT_K76T,-9.17,2f2b67b6ea232741fc39f17fd9d66dfc58a609c8378219e0055ee7dc2ef46eaf
EXT-014,PfCRT_K76A,-9.101,345b6ce44e3ea83745d10025297d4ed44b7ffe0ec3e9dd17da0d82ada24d6d37
EXT-015,PfDHFR_WT,-7.405,6e75427a4704ddf3888c5ea96bbb03f304202f16cb85c8e8e1d9de7cfb8d70fd
EXT-015,PfDHFR_N51I,-7.406,5c3ce1b70e9a797822064410c5bc0954136f09ab2ade5a55c34c3962245124a0
EXT-015,PfDHFR_C59R,-7.423,bd3f811ae9f9108f370882936764a0967da0cdf92db1692aeebd518d3354af74
EXT-015,PfDHFR_S108N,-7.44,f018d13a27b134c28f20fa76b0e39c42d6e4ba5661c2f6be4c91a0e680700ffe
EXT-015,PfDHFR_I164L,-7.404,0e08713db9df92f76b41d8b510dfbe650c2fb6b8d4a8388761d6b0f620a15dd8
EXT-015,PfCRT_WT,-9.089,ce4f58fa26f9708d764c754f9dbb13257a7834bc78906f2f8725116597908ae5
EXT-015,PfCRT_K76T,-9.008,74e35d3f849e1363e4c41f3fa736b003b1b4c8c1146fae26f953b53728e5ef07
EXT-015,PfCRT_K76A,-8.856,38655635a1397f4ab5c2e18d9404424e809d6fcc9400d36359198800e314c9e4
EXT-016,PfDHFR_WT,-6.205,6b028e95a2f2966d3d61b6110fb9014f30267ee3909e5c45d060ceaaeae8f99b
EXT-016,PfDHFR_N51I,-6.067,158a1e28b130ca09129a2dc82f1b5f2b7f3cc9eedd0059d247f765cab69aa34f
EXT-016,PfDHFR_C59R,-6.17,aea334c16fb13d3455906929be6d505d66746166ffb06b5c17c76a1b20b8975e
EXT-016,PfDHFR_S108N,-5.995,21c5cdc87b6c6813c2960a93c3c785986c558f39bc2e69c1a7a4dcfd29c8ab2e
EXT-016,PfDHFR_I164L,-6.151,f9167aa71f1242bc97cfb261df0f30fa3e24ff250544f9ed9d4b65d416ec206e
EXT-016,PfCRT_WT,-7.58,1a95a5bf92b289dbc9819ee3fbb045fc3b6a7882799b2e5fc48f7082a042d6e3
EXT-016,PfCRT_K76T,-8.438,786096fdff0976a56ac1a6c9aea75da4a3cb9b5170446bbac07c65e60de802d6
EXT-016,PfCRT_K76A,-8.37,808a1f8456a61901cca4c1e04320adca4ff966f1737150b519e73e72f18ebd0d
EXT-017,PfDHFR_WT,-7.465,b258f4cb18d7c14156d5b6e2d7f2f97c197a8e745d4f84523defc5b2839d0c4d
EXT-017,PfDHFR_N51I,-7.978,7299e432e4462f1061ede82ba788661fddba2b75c92fd8d92dc2da0c478719b0
EXT-017,PfDHFR_C59R,-7.41,7d8bfaaa0dee48396e619d1dc027946914b82cf43f730408f07ac6b0e62614cc
EXT-017,PfDHFR_S108N,-7.555,419cdda464d8cda45eacd65e6679172e1ee0e07c8cbebb576ddf82b25f0c0d49
EXT-017,PfDHFR_I164L,-7.895,fc65db6d0df991fe3a2da42e8b0f919da8b10917c60d4abfcd9b0752e24d0639
EXT-017,PfCRT_WT,-10.903,b8dc1c98162a39c15c98445b4c9c23c4f583c00f4ee032c0fac2c893e44305be
EXT-017,PfCRT_K76T,-10.443,758da958d3583bc472638e08f60c75cb1d14ac9b04e30a3f4dc1e3bf4f5eef93
EXT-017,PfCRT_K76A,-10.488,04b8922440c7e858b7092af621a1e1b8989412f5e0c428d72028a7527186fb43
EXT-018,PfDHFR_WT,-6.487,14963e1ed08660327c853f1203f96df94b38119ffbdb6ab49b9a5daaa9a94937
EXT-018,PfDHFR_N51I,-6.264,102816993574f58c3ba93dd89fc1917732987935960f62ae3a745a80f453b71b
EXT-018,PfDHFR_C59R,-5.917,ba7e50b8bf9ab6c190771a50c5751eacb34bb82823f0c283905035b2cd197125
EXT-018,PfDHFR_S108N,-6.089,6eedbd0ffedd99b566f06d3592e98b6b256be76bbc20cd83ce3f8732a11c24ad
EXT-018,PfDHFR_I164L,-6.437,5589a4331ef6cbaa0aaaa6617b4f38d82465879026454841712de5fdcc497f47
EXT-018,PfCRT_WT,-8.254,517d6930f92c56720b8118d4bd72e59b23e15b8dbf22dee9d337cbc6fc6c92a2
EXT-018,PfCRT_K76T,-8.438,e1a5ac3b3ab7a2c9e77b1d8f7693363cef5e98f60b7fe9988fef004f5111ecd5
EXT-018,PfCRT_K76A,-8.152,89128a99f4f955bcfaee970efc20aef30574987ebca9c0bd3aeb599cf1bd42b3
EXT-019,PfDHFR_WT,-6.929,6eb5061fe8d72635bba10928a9c2c0255e857f616d0041fbef67a403f3e2ef07
EXT-019,PfDHFR_N51I,-7.02,5e8a2913b84fb1b36698c71edae89f897eeda12130d2667f9b2e25c3d88f8347
EXT-019,PfDHFR_C59R,-6.886,dc3f8f8121dbaf164f8355abb6ce3cf297884098a476aa4b018cbaf5a16e0fce
EXT-019,PfDHFR_S108N,-6.816,b33286ec653cbf03bc05f927680c19545cf6ef75e22d4e3d1dbceed20ce555af
EXT-019,PfDHFR_I164L,-6.867,2a92aa0236a4e3d92be6b8ef126efabaa007d62268975450bd2ea690ddb77bfc
EXT-019,PfCRT_WT,-8.727,66749438cff0705e2f3d664a89f7bf011d425e0ff9411887cb64478f5038a9f1
EXT-019,PfCRT_K76T,-8.585,2a52cc21efe0f623e8f598f87a4c011f6e9f17a6f45444fa9d579ca3887e1be4
EXT-019,PfCRT_K76A,-8.651,7dd1db7d316ff91c98bc61e0d5fc29126908bbdc61188d500e07f87684f66360
EXT-020,PfDHFR_WT,-4.665,c4fe9a2a98e34fd8f9a6104a55009384adede79d215c3f3dc2542ba4506c7601
EXT-020,PfDHFR_N51I,-4.639,bc1a8bbbed7b8980d892fb49ec98a30a2084f680cac8380cae6866cff768da65
EXT-020,PfDHFR_C59R,-4.503,191418f0e69a948933ecc5103f7676f58a02fdedd1fa6e4bc65020b0ef210294
EXT-020,PfDHFR_S108N,-4.918,f2efdfc523fdc376515a780604409a506c16e325fada07cea88001d8b9715613
EXT-020,PfDHFR_I164L,-4.778,ed07b51242a99961eea34d328c97cca5c1fb060c324f196384551d5b8e9d0904
EXT-020,PfCRT_WT,-5.789,3b432e2cf84a96bba448ddd95666d24c57f3d21daf812138a33ce28c5833e3f6
EXT-020,PfCRT_K76T,-5.947,d6e06a35949b4b2059d936d6afe000b5f07f08d3c388d29c56e74ae833bab49a
EXT-020,PfCRT_K76A,-6.082,61c8799fdaee0dc1055d25886daa31c2242f301ce8af057e03fceda7ba05dedf
EXT-021,PfDHFR_WT,-4.895,e0fd3054f43b0afef4d32985845240768e9daa35f822e92bb80ec1914f041e64
EXT-021,PfDHFR_N51I,-4.665,2d86bd935e76a04440049fb0fcb4d41aaa01f1a823b9dac58304366f54eb5b1f
EXT-021,PfDHFR_C59R,-5.716,82c56143c6c2996b66efab11754863fdb11fb7f6555bfaa9e8b9cd6724997519
EXT-021,PfDHFR_S108N,-5.797,4ee2ae8afefb4d7337222c2d0e3aff8a40ccf07d0999b1555ea7d634b9c7b734
EXT-021,PfDHFR_I164L,-5.964,1e1b6c62a7899fdb6a456ffefe3c2a7cf48cb49c32d20d4a11d4eba33399a9dd
EXT-021,PfCRT_WT,-7.918,d1c19614393ef0ccb520d47eba03ff967043dba2483e31f304c57cc9776833ef
EXT-021,PfCRT_K76T,-7.852,db4d36ca2dcff085f868e5a654f37d0c0d5d9d234e4455b76d2df929f6ca4d8a
EXT-021,PfCRT_K76A,-8.349,9603d896b25f9a0839e0998cc8a3bdb059436f9099d50e37b7002f64084c0d24
EXT-022,PfDHFR_WT,-5.896,8c281894b7ebd626025acb476f840960e962ad8e2fe3582ad812aff45b1b4bff
EXT-022,PfDHFR_N51I,-5.712,f6a766616bfe343b631b6b4468e541351ae85cafef526fdd3c14fa72cd54ec97
EXT-022,PfDHFR_C59R,-5.924,fe54beeb0e4cea39dc9002dce7a6623f330cad29292463d707f1b6d8f0fd6256
EXT-022,PfDHFR_S108N,-5.454,04290f80d1b7d4c2da95f9b0851febe6c7888c6dfa07422869f627dd18fd14fb
EXT-022,PfDHFR_I164L,-5.848,3f5848d9c8ee2772f3e4dfd672026609f445b97abd03f1110eede29bfbcdb3d3
EXT-022,PfCRT_WT,-7.03,38ec2c17cf147f40a9fb2f9a09f136ed8d41020d652391361a6b83d724997e3b
EXT-022,PfCRT_K76T,-6.779,e1a467ed3e6844190745e815083e583e7f1af6da9f4e2aaaad7aae2d2a8e35d0
EXT-022,PfCRT_K76A,-6.721,f4dcc2abc5771cd6594eaebb8116f2a45e601978823da5ac1ca5f3da4207ddf2
EXT-023,PfDHFR_WT,-6.203,e4bd586d89ccdf62bece7ea258d3a870284e2ac7a6a17988bdb13110624c81d8
EXT-023,PfDHFR_N51I,-6.052,6bc00b88e0dcaa9e4d911f4be3fba4c1446bf937c39ede2c34e36d07216d8e48
EXT-023,PfDHFR_C59R,-6.611,1b811a88ef6abcbfc26baf4647d72b70040cf7b4287815124fd7bc3f0144f701
EXT-023,PfDHFR_S108N,-6.077,38023c6e2d4e33edef4c1119ba7a91a88b5d5b99367ec867ccebe2996d67a83d
EXT-023,PfDHFR_I164L,-6.07,032cfe4d7b2b3958dbac7706085403abe83c1e51bf60b3e3e8b5fee918c032f3
EXT-023,PfCRT_WT,-8.395,d13cb604e726c160106ffd6e5256647d59f713f3c0bdcf645ba8345d8b32a53f
EXT-023,PfCRT_K76T,-8.651,01cd17e0909709051f2c276c3e4f202864d6fbb3028a6c4a9304a2fa2f087ab1
EXT-023,PfCRT_K76A,-8.254,f7877516cc2bc7c306e1ddc65bd9c0de577e0825b86d42a7b8665d9211d11a11
EXT-024,PfDHFR_WT,-6.772,8ffde566c48f93b352725e43dc082de5b26439372d7c1888fc6ff91559df2e31
EXT-024,PfDHFR_N51I,-6.87,2fbe422e4adf01bcd3fb3341005558435a54eb035e549c3f0cfc15b19512843c
EXT-024,PfDHFR_C59R,-6.842,a5a4b5e4ba60c991bc707aa0560d492bb943ad0e665408b2a62b6d1f2e2a87ca
EXT-024,PfDHFR_S108N,-6.948,e43611362904f359af194ebfe59619bb9e5d7758547eac0d217d632be4d34ba1
EXT-024,PfDHFR_I164L,-6.846,6808585e563413f3e92971636f562a81ad8d5d6fe62846517af152a590627d44
EXT-024,PfCRT_WT,-8.897,7e17fc3a6877907f24fcb65272a2caf258008f5620745a5ed5d1ffb0217fb884
EXT-024,PfCRT_K76T,-8.815,7d2913cf9805d637d78396cc2bf0809cb91796429ddf19f9a940c68fc054e2c2
EXT-024,PfCRT_K76A,-8.797,6b58d8a945b32c594375a5a210ea807bcefc5fec25f48351b2841c7505913237
EXT-025,PfDHFR_WT,-3.245,f743e431507443b905ede72d18889a289e9620ff0172a63740bf540028cb6528
EXT-025,PfDHFR_N51I,-3.664,58fa13b8bea54a3540ac1e96834304edccc2e60ceba4cf6d9296782d94f1c695
EXT-025,PfDHFR_C59R,-3.365,ecd8dcdbedac8ece031b7a2359336d206f76270541bdbb7af9f5514a7f0b0741
EXT-025,PfDHFR_S108N,-3.577,9f45797f7f52685d19c625cf99bbf0bed4d0410137770635f95a3c9959a326b6
EXT-025,PfDHFR_I164L,-3.628,d9ec8e8717a9ed6bf32868030eb5f18917ee6e12bc1f1ba4aa18a07d64008605
EXT-025,PfCRT_WT,-4.794,a7f2f3e753703cc8326cac95ba8bed620438e72f137b52c08c69f5a72325034d
EXT-025,PfCRT_K76T,-4.612,c17e7dc8d9d3617269370821ab3b55b22c53234482634599ed2868bd1e0aea6d
EXT-025,PfCRT_K76A,-4.533,dfad146a8aa2f1d14763be8896409220fa5462461f5e761ca3b4bc2e488fff74
EXT-026,PfDHFR_WT,-7.806,783eeaa45e711fb4bdc00eb3671c5086fa947c0c82d9d7b78463ecbcf27791a0
EXT-026,PfDHFR_N51I,-7.799,e27cd578389732b8b687e6511894b67dd05ef760afb5878e1a681dbe94729917
EXT-026,PfDHFR_C59R,-7.627,3b8fbf0198e1fceb7ae18d64f84a2cb41b819b75e095d72575d0d68f6f98ae87
EXT-026,PfDHFR_S108N,-7.759,dddf6cac2dbb27bb3656c575d8f461bd4521d12b15ef5e363a01ac952f5d61eb
EXT-026,PfDHFR_I164L,-7.616,1ebc7607acd76a4f5943c2b7e490650587c3ad761e3ddce1b1f93382c06ac09d
EXT-026,PfCRT_WT,-9.037,d55fd4ccbbc42e7bf8e546172962853c178e0ab7eb761d394b4f1f896c9df1f5
EXT-026,PfCRT_K76T,-9.266,83e9a842cce3a8f4d4c5f86f58d64bf70737bde736dc00bcf289624cb09f0948
EXT-026,PfCRT_K76A,-9.13,8bdca73eab6b3277494a575623db35255ffb41acf8cb27620bb3b374a96cfd3b
EXT-027,PfDHFR_WT,-7.676,1cad630de703d28b2910e9ec0e236105a34334446c7cb860ce997eed24a73239
EXT-027,PfDHFR_N51I,-7.405,30806c236705fa431fe803d5efb3aa7ac4f88fd3e9830c9a77c77fac526b8d63
EXT-027,PfDHFR_C59R,-7.711,97309e265cefb3f3e19d5396a75580146cf3f1f35b293f248f93d68988cd3918
EXT-027,PfDHFR_S108N,-7.809,ec5b557e5a4b6180dc56cd2dfbf621b9cbf180b0b26caa6781c5d9fde9a9afb4
EXT-027,PfDHFR_I164L,-7.674,6cbcf49789624838bac27a5f494ee7834d115bcb0e35859132e2ed7521df694e
EXT-027,PfCRT_WT,-9.672,2e775c38addba1232603108e6d5974d36d750abd849bd8b46f96615df43616cd
EXT-027,PfCRT_K76T,-9.507,98292cec54529a67c5b0f77072829d841ed4e856e06c58a4fa5b38da10c05d22
EXT-027,PfCRT_K76A,-9.307,cf2672f52f23fbf4557e01e403121c9d64e5897bab4763c3c42bf9b317a052bd
