drug_id,matched_broad_id,matched_pert_iname,matched_moa,match_score,second_score,margin,above_threshold
0553c169f,BRD-K04430056-236-02-1,7-nitroindazole,nitric oxide synthase inhibitor,0.3757905231549194,0.35808194366954677,0.017708579485372633,False
059eeaab7,BRD-K77597856-003-02-5,detomidine,adrenergic receptor agonist,0.27923309501238786,0.27660421121903034,0.002628883793357517,False
05e9ef087,BRD-A47706533-001-02-6,buthionine-sulfoximine,glutathione transferase inhibitor,0.41836732263520693,0.3908770341558985,0.027490288479308456,False
06008aff2,BRD-K06408664-001-03-5,fludrocortisone-acetate,,0.3598978086404774,0.3127098281882951,0.047187980452182254,False
062a92da6,BRD-K53913732-001-05-9,SB-408124,orexin receptor antagonist,0.36417393688328503,0.3445033171030809,0.019670619780204124,False
0643dfd76,BRD-K17068645-003-04-2,bendamustine,DNA inhibitor,0.38491092283138384,0.33193229774400396,0.05297862508737988,False
0672af23e,BRD-K12184916-001-15-4,NVP-BEZ235,"mTOR inhibitor, PI3K inhibitor",0.3827379675797847,0.3716965305334305,0.011041437046354186,False
06787fefe,BRD-K04568635-300-01-4,octenidine,membrane integrity inhibitor,0.5091317468955314,0.4645346885964173,0.044597058299114145,True
0691eefdd,BRD-K51486818-003-02-8,lazabemide,monoamine oxidase inhibitor,0.3350162828464286,0.3266637612339667,0.008352521612461916,False
06af533b3,BRD-A23359898-003-10-0,sibutramine,serotonin-norepinephrine reuptake inhibitor (SNRI),0.3024350440893544,0.30182448422916647,0.0006105598601879314,False
06b61c0ea,BRD-A09094913-065-01-0,strychnine,acetylcholine receptor antagonist,0.36038813912047296,0.31657309732491695,0.04381504179555601,False
06bc90c08,BRD-K37289225-001-36-4,clozapine,"dopamine receptor antagonist, serotonin receptor antagonist",0.3580032055648708,0.3491257206161503,0.008877484948720482,False
06c3860e2,BRD-K65904673-001-01-4,tandospirone,serotonin receptor agonist,0.42203740449560495,0.30648667004298213,0.11555073445262282,False
06cb74093,BRD-K49954789-001-02-9,mesna,antioxidant,0.34608258648560053,0.3054981412290625,0.04058444525653804,False
070589dd4,BRD-K15196155-001-02-3,IBC-293,hydroxycarboxylic acid receptor agonist,0.3676288352610977,0.3592400261631601,0.0083888090979376,False
071754ad0,BRD-K90993449-001-02-7,KRN-633,VEGFR inhibitor,0.5446106645792195,0.5019034069216705,0.042707257657549014,True
071afe3da,BRD-A74667430-001-23-6,etodolac,cyclooxygenase inhibitor,0.31935525287230104,0.27818185721833977,0.041173395653961276,False
071fd1189,BRD-K61691541-001-01-1,PF-03084014,gamma secretase inhibitor,0.32110542514088386,0.28735362901268746,0.0337517961281964,False
07502fc59,BRD-A59198242-003-02-9,viloxazine,norepinephrine reuptake inhibitor,0.34808004998670633,0.2881049346727958,0.05997511531391053,False
0760632c4,BRD-K96936751-001-01-4,bretazenil,GABA benzodiazepine site receptor partial agonist,0.3520642516084544,0.31048747872927873,0.04157677287917566,False
07ab9d694,BRD-K84895041-001-02-4,BMY-45778,IP1 prostacyclin receptor agonist,0.3091231710708387,0.2788811461905359,0.03024202488030281,False
07b2e0af0,BRD-K06858286-001-01-3,cabazitaxel,microtubule inhibitor,0.6477646717146637,0.6285250915080977,0.01923958020656602,True
07bd8c42c,BRD-K95926480-003-03-6,SRT1720,SIRT activator,0.39185397308617,0.3598538064966786,0.0320001665894914,False
07cca32e8,BRD-A75769826-003-02-1,SDM25N,opioid receptor antagonist,0.35385761406857896,0.3292827627544898,0.024574851314089152,False
07e329107,BRD-A28958257-001-01-2,centpropazine,inositol monophosphatase inhibitor,0.3283969967679137,0.32649114103986143,0.0019058557280522415,False
08049cfd7,BRD-K94379058-001-06-8,BML-190,cannabinoid receptor inverse agonist,0.3447641276900526,0.31443263816579753,0.030331489524255073,False
0805f8b1a,BRD-A17300716-001-01-5,dehydroacetic-acid,,0.305230879774883,0.28111869412032237,0.024112185654560636,False
0818cea28,BRD-K51207550-001-23-0,ethionamide,mycolic synthesis inhibitor,0.31297529962692294,0.3019834854532109,0.010991814173712033,False
0838d5330,BRD-K15502390-001-20-9,nevirapine,non-nucleoside reverse transcriptase inhibitor,0.3133754073147645,0.30880308826490954,0.004572319049854945,False
0840ac02a,BRD-K05674516-001-02-5,sofosbuvir,RNA polymerase inhibitor,0.3971455267362459,0.342680197536481,0.054465329199764934,False
08451084b,BRD-K60025295-003-06-6,crystal-violet,other antibiotic,0.5030415540149713,0.44915820197259665,0.053883352042374655,True
0869981c5,BRD-K74117820-066-10-8,nelfinavir,HIV protease inhibitor,0.3475801412002923,0.32970583918816376,0.01787430201212853,False
088c123eb,BRD-K25359048-001-02-6,WZ811,CC chemokine receptor antagonist,0.3568118313334113,0.35623795233128636,0.0005738790021249662,False
08b785d36,BRD-K95161686-001-02-8,octisalate,,0.34606620055013515,0.31763649727758014,0.028429703272555007,False
08d495e06,BRD-K87202646-001-32-6,isoniazid,FABI inhibitor,0.4024891547423754,0.3703291861490041,0.03215996859337128,False
08e555b5d,BRD-K15424032-001-03-6,SB-228357,serotonin receptor antagonist,0.39899984177848524,0.31658380116997986,0.08241604060850538,False
08ef97d85,BRD-K66876909-001-12-6,linezolid,bacterial 50S ribosomal subunit inhibitor,0.31940303467404746,0.312824357467664,0.006578677206383443,False
092369ae5,BRD-A59709458-001-01-8,PHCCC,glutamate receptor agonist,0.3385706596718307,0.3146989120709167,0.023871747600913984,False
094f11f46,BRD-K96188950-001-16-9,caffeic-acid-phenethyl-ester,HIV integrase inhibitor,0.37665741307725786,0.3649994739140253,0.011657939163232545,False
0957d670d,BRD-K21565985-001-22-5,xylazine,adrenergic receptor agonist,0.3888717650018347,0.3350966297240285,0.053775135277806196,False
097e28a80,BRD-K81326768-001-04-0,zomepirac,prostaglandin synthesis inhibitor,0.3046376626166156,0.29772150532357794,0.0069161572930376836,False
0994324f7,BRD-A90695733-001-07-4,manidipine,calcium channel blocker,0.38083613271763245,0.3521298631038808,0.028706269613751667,False
099d52518,BRD-K69600043-328-05-5,thiethylperazine,dopamine receptor antagonist,0.32053412592646674,0.3054446733014516,0.015089452625015154,False
09a82e482,BRD-K19309090-300-05-5,SR-95639A,acetylcholine receptor agonist,0.3428207206916741,0.33293717289477776,0.00988354779689632,False
09c344d7e,BRD-K23677682-003-01-2,voreloxin,topoisomerase inhibitor,0.37044106089127676,0.35843285986684664,0.01200820102443012,False
09d2dafc9,BRD-K46741531-001-02-4,cafestol,pregnane X receptor agonist,0.370850119144984,0.33716545463984304,0.03368466450514096,False
09dfe3a61,BRD-K91699951-001-10-2,benzonatate,local anesthetic,0.4158499761837462,0.38145305547407243,0.03439692070967376,False
09eea11d9,BRD-K97530723-001-20-9,melatonin,"melatonin receptor agonist, nitric oxide synthase inhibitor",0.2871355925286392,0.27959243670117284,0.007543155827466341,False
09f1ecae4,BRD-K39371216-001-01-3,cyacetacide,,0.37604571932991754,0.3564319135402464,0.019613805789671146,False
09fd73482,BRD-A64610707-001-04-4,pranoprofen,cyclooxygenase inhibitor,0.3193269861910114,0.31850615898625484,0.000820827204756569,False
0a0ad13f2,BRD-K18324993-001-01-6,budipine,glutamate receptor antagonist,0.3405031236702179,0.3023584854045891,0.038144638265628805,False
0a18b9edc,BRD-K35520305-001-17-7,dacarbazine,DNA alkylating agent,0.38339337628672276,0.3733131631342019,0.01008021315252089,False
0a238848b,BRD-K26581543-001-01-6,bifendate,,0.3390424794822581,0.32237688372694967,0.016665595755308404,False
0a303746d,BRD-K79501723-001-04-6,cyclizine,histamine receptor modulator,0.3917926276196858,0.36540289555405703,0.02638973206562878,False
0a5a4f458,BRD-K02407574-001-09-7,parbendazole,tubulin polymerization inhibitor,0.6648267040233422,0.6254389485915911,0.039387755431751104,True
0a7a2361d,BRD-K99946902-001-07-5,hexylresorcinol,local anesthetic,0.2805160614173083,0.26740909236883886,0.013106969048469419,False
0a90ac6bb,BRD-K97309399-001-09-4,thiothixene,dopamine receptor antagonist,0.36856340691198286,0.3302739799928589,0.03828942691912396,False
0a9da712c,BRD-K36207157-001-09-6,chlorprothixene,dopamine receptor antagonist,0.31333149771533586,0.25550286799005706,0.0578286297252788,False
0aa0cd705,BRD-A95755460-001-01-3,talarozole,cytochrome P450 inhibitor,0.3302400740743602,0.29002592696506013,0.04021414710930005,False
0ab979d56,BRD-K68408467-065-01-8,proflavine-hemisulfate,topical anesthetic,0.46121356705291117,0.39190101747136963,0.06931254958154154,False
0ab9dd71b,BRD-K45437867-005-03-3,5-methylfurmethiodide,acetylcholine receptor agonist,0.34187511431760337,0.3266457044907224,0.01522940982688098,False
0b0c1110a,BRD-K49215523-001-04-2,GSK2636771,PI3K inhibitor,0.32963981427775385,0.30676051974379126,0.02287929453396259,False
0b1ed98a0,BRD-K30114692-001-15-9,methenamine,bacterial DNA inhibitor,0.4025253238700296,0.35445569947865624,0.048069624391373356,False
0b2784841,BRD-A07395371-003-10-0,esmolol,adrenergic receptor antagonist,0.3940635842072469,0.36718253168876924,0.026881052518477666,False
0b33c4d4b,BRD-K25317177-065-01-4,modaline,,0.3242488145357675,0.31982965899335475,0.004419155542412734,False
0b4130695,BRD-K65992024-001-01-5,pirenoxine,AGE inhibitor,0.40787752048859555,0.2922584916882335,0.11561902880036207,False
0b4bcc9de,BRD-K31519811-001-02-2,PF-02545920,phosphodiesterase inhibitor,0.35450359709156776,0.33397257577656336,0.020531021315004394,False
0b710dd39,BRD-K21673112-003-01-3,BF2.649,histamine receptor antagonist,0.35375135187991713,0.3429923403033376,0.010759011576579547,False
0b8cbbb45,BRD-K89072800-001-01-8,2-TEDC,lipoxygenase inhibitor,0.3772609354857628,0.3123901538066065,0.06487078167915628,False
0bbc1ccf0,BRD-K07955840-001-02-3,PF-05212384,"mTOR inhibitor, PI3K inhibitor",0.5966913750344415,0.5127860225804527,0.08390535245398878,True
0bcee96a5,BRD-K56195681-001-01-0,losmapimod,p38 MAPK inhibitor,0.31281861238810993,0.31146453054270695,0.0013540818454029768,False
0bfdf50db,BRD-K81807412-001-10-6,N6-methyladenosine,,0.31838739076861744,0.31558967691951234,0.002797713849105099,False
0c3e1a7e3,BRD-K18787491-001-08-6,U-0126,MEK inhibitor,0.4544657778274007,0.39601197450569914,0.05845380332170158,False
0c459ade8,BRD-K50866992-003-09-5,tropisetron,serotonin receptor antagonist,0.3679769004172332,0.31008342304419884,0.05789347737303435,False
0c697edf3,BRD-K89299012-001-06-0,DCEBIO,potassium channel activator,0.33497338817434025,0.3252405257696486,0.009732862404691622,False
0c8688cb8,BRD-K02407574-001-09-7,parbendazole,tubulin polymerization inhibitor,0.45097189042220615,0.4484000342673406,0.0025718561548655483,False
0c8bdba10,BRD-K76606751-001-01-7,mebicar,anxiolytic,0.33597183185455876,0.26609691912596706,0.0698749127285917,False
0c9d6e27a,BRD-K36627727-001-05-4,tamibarotene,retinoid receptor agonist,0.30822517005397515,0.2810655945768359,0.027159575477139264,False
0ca266ee0,BRD-K71106091-001-06-1,fludarabine-phosphate,ribonucleotide reductase inhibitor,0.3599861030826615,0.29581804668535755,0.06416805639730394,False
0cc68ee7c,BRD-K81807412-001-10-6,N6-methyladenosine,,0.3251938604002566,0.3232597238236518,0.0019341365766047947,False
0d0a37f28,BRD-K33082088-001-03-3,retapamulin,protein synthesis inhibitor,0.31270765937978545,0.3120926591555591,0.0006150002242263364,False
0d3228a10,BRD-K75308783-001-07-0,SAR-245409,PI3K inhibitor,0.31190860456459696,0.30138567033919067,0.010522934225406289,False
0d353a095,BRD-K57927309-001-01-7,BW-180C,opioid receptor agonist,0.31150991608031403,0.29051307223479184,0.020996843845522195,False
0d3eea33f,BRD-K78659596-001-03-9,ixazomib,proteasome inhibitor,0.4222619355720696,0.39016957655143897,0.03209235902063062,False
0d4080d56,BRD-K13646352-001-03-8,midostaurin,"FLT3 inhibitor, KIT inhibitor, PKC inhibitor",0.4883435179714974,0.378237572728185,0.11010594524331241,False
0d6ea831c,BRD-K76205745-237-16-5,losartan,angiotensin receptor antagonist,0.30651617922134033,0.2731576168333026,0.03335856238803775,False
0d7aae6fe,BRD-K20482099-001-11-0,rutin,"antioxidant, capillary stabilizing agent, nitric oxide scavenger",0.3363512527450464,0.3232973894122428,0.013053863332803617,False
0da838c8c,BRD-K73469236-001-01-8,nedaplatin,DNA inhibitor,0.32855822355911063,0.2978294342214438,0.030728789337666818,False
0dcd1acb9,BRD-A79768653-001-12-0,sirolimus,mTOR inhibitor,0.45032957888619934,0.40566399057048586,0.04466558831571349,False
0ddc8c8dd,BRD-K12614344-003-01-8,CGS-21680,adenosine receptor agonist,0.4077218296113014,0.3510995854907512,0.05662224412055017,False
0de20729b,BRD-A16665823-001-02-0,butoconazole,bacterial cell wall synthesis inhibitor,0.33728239999652065,0.30755953542106074,0.029722864575459917,False
0dedfb162,BRD-K92241597-001-06-0,tosedostat,peptidase inhibitor,0.4567084826028862,0.39430662954270285,0.062401853060183365,False
0df3baf65,BRD-A36057565-001-01-0,bruceantin,protein synthesis inhibitor,0.3064384915470508,0.24017037526605955,0.06626811628099122,False
0e328d0f9,BRD-K23672206-001-01-4,BCI-540,glutamate receptor agonist,0.3282765361504796,0.3274555803594046,0.0008209557910749954,False
0e33496df,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,0.5914353667716176,0.3852454812594119,0.20618988551220568,True
0e430527f,BRD-K76812510-236-14-8,metamizole,"cyclooxygenase inhibitor, opioid receptor agonist",0.30061547134945377,0.28516869979642573,0.015446771553028038,False
0e6ee26ff,BRD-K45909031-001-01-5,WZ4003,AMPK inhibitor,0.3785455776098888,0.3525301172844389,0.02601546032544988,False
0e7d55a49,BRD-K33251802-001-01-3,miglustat,Glycosyl transferase inhibitor,0.35138095533970976,0.3054633078220608,0.04591764751764893,False
0e8624227,BRD-K97884852-001-05-4,malotilate,protein synthesis stimulant,0.3286665196189571,0.32576447876635783,0.0029020408525992636,False
0eae9401c,BRD-K90382497-001-10-7,GW-843682X,PLK inhibitor,0.356079514859604,0.3399644085088105,0.016115106350793496,False
0ebfd755d,BRD-K52075715-001-06-7,oxibendazole,tubulin polymerization inhibitor,0.6735920114007938,0.6669961842507526,0.006595827150041256,True
0f1a2baa0,BRD-K72167406-001-03-9,cefditoren-pivoxil,bacterial cell wall synthesis inhibitor,0.3664104480749749,0.3624164002145902,0.0039940478603847085,False
0f2ec8169,BRD-A29644307-050-17-0,nomifensine,"dopamine uptake inhibitor, noradrenaline uptake inhibitor",0.35830359342042306,0.35777993565383925,0.0005236577665838071,False
0f38ca544,BRD-A62071884-001-04-6,siguazodan,phosphodiesterase inhibitor,0.2985506356422577,0.2566425413191925,0.04190809432306519,False
0f47f25d6,BRD-K36381762-300-02-7,nor-Binaltorphimine-dihydrochloride,opioid receptor antagonist,0.3238656618446406,0.32014171073290326,0.0037239511117373447,False
0f7cd09d2,BRD-K63750851-001-20-7,mycophenolic-acid,"dehydrogenase inhibitor, inositol monophosphatase inhibitor",0.4862889839163871,0.4380884236927582,0.0482005602236289,False
0fa4c6156,BRD-K48892307-001-04-1,sasapyrine,NFkB pathway inhibitor,0.334476285836988,0.32465347100019637,0.009822814836791649,False
0fb911637,BRD-K28861668-001-01-9,A922500,diacylglycerol O acyltransferase inhibitor,0.2859126323797105,0.2817627563036301,0.004149876076080361,False
0fc10b0bf,BRD-K87156652-001-12-7,carbimazole,antithyroid agent,0.33518865640690015,0.33120834739860905,0.003980309008291105,False
0fcba9312,BRD-K57927309-001-01-7,BW-180C,opioid receptor agonist,0.3612034954235693,0.3066630441872022,0.05454045123636708,False
1000f4a19,BRD-K75641298-003-25-0,metoclopramide,"dopamine receptor antagonist, serotonin receptor antagonist",0.35019764912370094,0.32584329611019835,0.024354353013502583,False
100370c58,BRD-K13387373-004-14-5,thonzonium,ATPase inhibitor,0.5674194281062509,0.4885118152838991,0.07890761282235181,True
100afe5d0,BRD-K21396683-001-04-8,marimastat,matrix metalloprotease inhibitor,0.29900959127391646,0.2766708918160752,0.022338699457841282,False
104c2c236,BRD-A20644369-001-08-6,canrenone,mineralocorticoid receptor antagonist,0.29708761160428077,0.29307103421139674,0.004016577392884024,False
106043d62,BRD-K92731339-227-04-9,perindopril,angiotensin converting enzyme inhibitor,0.2962105099922748,0.29043163965795,0.005778870334324782,False
1087fbcdd,BRD-K34533029-001-08-5,tyrphostin-AG-494,EGFR inhibitor,0.3565995901191417,0.3525746312785193,0.004024958840622428,False
108c2a905,BRD-K78781788-003-01-9,barnidipine,calcium channel blocker,0.31706077544602557,0.3026269118839403,0.014433863562085258,False
108fb5b61,BRD-A32505112-001-04-4,trandolapril,angiotensin converting enzyme inhibitor,0.4141735681231875,0.31417708618345885,0.09999648193972865,False
10984cb4c,BRD-K20141153-003-13-7,atomoxetine,norepinephrine transporter inhibitor,0.3158944348830354,0.2727128957272855,0.043181539155749904,False
10afa009a,BRD-K17743125-001-08-4,belinostat,HDAC inhibitor,0.44184000213009345,0.36491499264051347,0.07692500948957998,False
10c7d51b1,BRD-K16478699-001-09-2,PLX-4720,RAF inhibitor,0.38958335382024695,0.3536498068679918,0.035933546952255147,False
10dbb5b2a,BRD-K44849676-001-10-5,capsazepine,TRPV agonist,0.37055661919367266,0.35474435867758763,0.01581226051608503,False
10e1e8563,BRD-A92537424-001-04-7,danazol,"estrogen receptor antagonist, progesterone receptor agonist",0.3368959418887224,0.2872681413673201,0.04962780052140231,False
10e92bab7,BRD-K35007173-001-07-5,enprofylline,phosphodiesterase inhibitor,0.33340149538222463,0.31900202801256555,0.01439946736965908,False
10f5655d8,BRD-K97045029-001-04-3,pranlukast,leukotriene receptor antagonist,0.3780510261363484,0.354913197380066,0.023137828756282397,False
10f5807a0,BRD-K65786282-001-07-5,CGP-7930,GABA receptor modulator,0.30349695938188465,0.25574909862638506,0.04774786075549958,False
1103b3408,BRD-K76805682-001-15-9,SB-415286,glycogen synthase kinase inhibitor,0.341733849423508,0.32521064511961884,0.01652320430388915,False
11325c559,BRD-K81957469-001-01-0,semagacestat,gamma secretase inhibitor,0.45099040625246367,0.3375971982681781,0.1133932079842856,False
118701eb7,BRD-A50049929-001-01-9,oxazepam,GABA benzodiazepine site receptor agonist,0.3931287835874603,0.3513394678881626,0.04178931569929767,False
11880d31a,BRD-K06858286-001-01-3,cabazitaxel,microtubule inhibitor,0.6907906589496285,0.6763262970908936,0.014464361858734898,True
118e48808,BRD-K87202646-001-32-6,isoniazid,FABI inhibitor,0.44777084100118647,0.37273475479497953,0.07503608620620694,False
1191ff5f9,BRD-K87028197-001-01-3,asunaprevir,HCV inhibitor,0.35978858598041885,0.32160919691240514,0.038179389068013714,False
1196f6507,BRD-K68164687-001-01-6,epothilone-b,"microtubule stabilizing agent, tubulin polymerization inhibitor",0.6493772093272157,0.6376986158543615,0.01167859347285416,True
11afcd2b4,BRD-K80639402-003-02-9,SB-258585,serotonin receptor antagonist,0.31790948747952397,0.31508014452440447,0.002829342955119496,False
11b3dbac8,BRD-K96006502-001-02-6,deflazacort,glucocorticoid receptor agonist,0.42045673982850035,0.41162296470502024,0.008833775123480103,False
11f421f4b,BRD-A14395271-074-17-8,mesoridazine,dopamine receptor antagonist,0.40977854726204443,0.37653841571026386,0.03324013155178057,False
11f5f3784,BRD-K85140930-001-12-7,aphidicolin,RNA synthesis inhibitor,0.31651575351694067,0.30594007216392155,0.010575681353019117,False
11f66c124,BRD-K11558771-001-13-9,droxinostat,HDAC inhibitor,0.3445341744135433,0.30008489735091615,0.044449277062627135,False
122c63321,BRD-K34776109-001-16-6,glimepiride,insulin secretagogue,0.34874311433111116,0.3403080661186283,0.008435048212482865,False
122f493a7,BRD-A25569250-001-03-3,KI-16425,lysophosphatidic acid receptor antagonist,0.32560007439296995,0.2632560261700503,0.06234404822291967,False
12317960c,BRD-K27141178-003-07-3,SB-203186,serotonin receptor antagonist,0.4065179508361667,0.35221170174370475,0.054306249092461956,False
123bbd8c9,BRD-K21160401-065-01-0,dextroamphetamine,monoamine oxidase inhibitor,0.3888575245604941,0.3345291120645176,0.05432841249597653,False
123bd9005,BRD-K94288301-001-01-7,letermovir,CMV terminase inhibitor,0.3681100502224112,0.3640189347357645,0.0040911154866467014,False
124d80d20,BRD-K41160163-001-06-8,fenobam,glutamate receptor antagonist,0.2765580577578643,0.26394811056792983,0.012609947189934467,False
124e2dd9b,BRD-K91601245-001-12-0,mercaptopurine,"immunosuppressant, protein synthesis inhibitor, purine antagonist",0.4932980983333557,0.49215810548753613,0.0011399928458195596,False
124f36030,BRD-K89053832-001-01-0,VLX600,ubiquitin C-terminal hydrolase inhibitor,0.44873921484912116,0.42664352976522296,0.022095685083898198,False
