drug_id,matched_broad_id,matched_pert_iname,matched_moa,match_score,second_score,margin,above_threshold,canonical_smiles,smiles_source
015a48b37,BRD-K18194590-065-08-0,mephentermine,adrenergic receptor agonist,0.2774523889341561,0.2756322120619149,0.0018201768722411,False,CNC(C)(C)Cc1ccccc1,prism_treatment_info
0166f205e,BRD-A28467416-002-01-0,PKI-179,"mTOR inhibitor, PI3K inhibitor",0.3379092212047446,0.3298443049976943,0.0080649162070502,False,O=C(Nc1ccncc1)Nc1ccc(cc1)-c1nc(nc(n1)N1CCOCC1)N1C2CCC1COC2,prism_treatment_info
01872549f,BRD-K45033733-001-12-2,famciclovir,DNA polymerase inhibitor,0.3761298109584139,0.3167781978938556,0.0593516130645583,False,"CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O, CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O",prism_treatment_info
018e6eb14,BRD-K02130563-001-11-4,panobinostat,HDAC inhibitor,0.3698623867372844,0.3660269174423135,0.0038354692949709,False,"Cc1[nH]c2ccccc2c1CCNCc1ccc(\C=C\C(=O)NO)cc1, Cc1[nH]c2ccccc2c1CCNCc1ccc(\C=C\C(=O)NO)cc1, Cc1[nH]c2ccccc2c1CCNCc1ccc(\C=C\C(=O)NO)cc1, Cc1[nH]c2ccccc2c1CCNCc1ccc(\C=C\C(=O)NO)cc1",prism_treatment_info
018fbfcdb,BRD-A18233884-003-02-7,bevantolol,adrenergic receptor antagonist,0.3680412007171198,0.3229907974749909,0.0450504032421288,False,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,prism_treatment_info
01af4c881,BRD-K13810148-311-03-2,givinostat,HDAC inhibitor,0.4517862117161701,0.4287598217188825,0.0230263899972876,False,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1,prism_treatment_info
01b66f497,BRD-K19061412-001-02-4,mubritinib,protein tyrosine kinase inhibitor,0.3596452844191729,0.3412922566630228,0.01835302775615,False,"FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1, FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1, FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1",prism_treatment_info
01ee58f64,BRD-K71125014-001-27-1,sulphadimethoxine,dihydropteroate synthetase inhibitor,0.3525583666926359,0.3172820692400123,0.0352762974526236,False,"COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1, COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1",prism_treatment_info
02084574f,BRD-K05434375-001-06-5,HA-1004,calcium channel blocker,0.3532054454285207,0.3356458679777135,0.0175595774508072,False,NC(=N)NCCNS(=O)(=O)c1cccc2cnccc12,prism_treatment_info
0212c63a7,BRD-K15502390-001-20-9,nevirapine,non-nucleoside reverse transcriptase inhibitor,0.3650005759812209,0.351240345661351,0.0137602303198698,False,"Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1, Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1",prism_treatment_info
0222d944c,BRD-K62685538-001-01-7,triptorelin,gonadotropin releasing factor hormone receptor agonist,0.3843135273732987,0.3269914426430109,0.0573220847302878,False,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,prism_treatment_info
022f3ae8e,BRD-A64743628-001-01-5,isometheptene-mucate,,0.3710362158367757,0.3102080711810841,0.0608281446556916,False,CNC(C)CCC=C(C)C,prism_treatment_info
0233971e0,BRD-K23913458-001-20-7,coumarin,vitamin K antagonist,0.3616322474964319,0.2836729371949892,0.0779593103014427,False,"O=c1ccc2ccccc2o1, O=c1ccc2ccccc2o1",prism_treatment_info
0249e20c4,BRD-K93631643-001-02-4,hordenine,,0.3793119041784393,0.359944446118121,0.0193674580603183,False,"CN(C)CCc1ccc(O)cc1, CN(C)CCc1ccc(O)cc1",prism_treatment_info
025d91250,BRD-K41866823-001-01-3,2-hydroxyethyl-salicylate,,0.4106846654707562,0.3292579329528471,0.0814267325179091,False,OCCOC(=O)c1ccccc1O,prism_treatment_info
026c86906,BRD-A93000692-001-08-1,ciglitazone,PPAR receptor agonist,0.3437284639683693,0.3208645204302686,0.0228639435381006,False,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,prism_treatment_info
02858eca8,BRD-K44876623-001-03-7,zolpidem,benzodiazepine receptor agonist,0.3448839490884677,0.3296988287364817,0.0151851203519859,False,CN(C)C(=O)Cc1c(nc2ccc(C)cn12)-c1ccc(C)cc1,prism_treatment_info
02ae89796,BRD-K46731503-050-01-8,fesoterodine,acetylcholine receptor antagonist,0.3615235855652963,0.355657667296349,0.0058659182689472,False,"CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1OC(=O)C(C)C)C(C)C, CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1OC(=O)C(C)C)C(C)C",prism_treatment_info
02b14dcc0,BRD-K59110290-238-01-7,fosamprenavir,HIV protease inhibitor,0.3276339276932141,0.3039852682787142,0.0236486594144998,False,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,prism_treatment_info
031afe482,BRD-K56940914-001-04-2,cresol,,0.3791930637644791,0.3368176812030198,0.0423753825614593,False,Cc1ccc(O)cc1,prism_treatment_info
032128cc7,BRD-K84663978-003-02-9,trequinsin,phosphodiesterase inhibitor,0.3376615164169694,0.3334025874136383,0.0042589290033311,False,"COc1cc2CCn3c(c\c(=N/c4c(C)cc(C)cc4C)n(C)c3=O)-c2cc1OC, COc1cc2CCn3c(c\c(=N/c4c(C)cc(C)cc4C)n(C)c3=O)-c2cc1OC",prism_treatment_info
03478f3f9,BRD-K29458283-001-29-9,chlorambucil,DNA inhibitor,0.3499057250420547,0.3256393585683869,0.0242663664736678,False,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,prism_treatment_info
035a6a762,BRD-K76406695-001-02-9,CCT128930,AKT inhibitor,0.5037012679859549,0.4321886335203499,0.071512634465605,True,NC1(Cc2ccc(Cl)cc2)CCN(CC1)c1ncnc2[nH]ccc12,prism_treatment_info
037888d25,BRD-K95763993-001-19-3,trapidil,PDGFR tyrosine kinase receptor inhibitor,0.3555467563050687,0.3525955262553159,0.0029512300497528,False,CCN(CC)c1cc(C)nc2ncnn12,prism_treatment_info
0393401cc,BRD-A56085258-001-01-8,LGX818,RAF inhibitor,0.57088518842956,0.4973971633470982,0.0734880250824618,True,COC(=O)NC(C)CNc1nccc(n1)-c1cn(nc1-c1cc(Cl)cc(NS(C)(=O)=O)c1F)C(C)C,prism_treatment_info
03b09563c,BRD-K61567297-001-01-9,resatorvid,toll-like receptor antagonist,0.379657943496234,0.3143905654091682,0.0652673780870657,False,"CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl, CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl",prism_treatment_info
03b81e62e,BRD-A50922295-001-01-3,valganciclovir,DNA synthesis inhibitor,0.3387015195529492,0.3243134358930384,0.0143880836599107,False,"CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c1nc(N)[nH]c2=O, CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c1nc(N)[nH]c2=O",prism_treatment_info
03b86deca,BRD-K41104902-001-01-3,GSK2656157,PERK inhibitor,0.3337315695300641,0.3055937614007356,0.0281378081293285,False,Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1,prism_treatment_info
0438952f6,BRD-K91336023-003-01-0,mesulergine,dopamine receptor agonist,0.3870004867134297,0.373649563359379,0.0133509233540507,False,CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,prism_treatment_info
043fedc3f,BRD-K69122748-001-10-1,diacerein,interleukin inhibitor,0.3432692776111784,0.3075357020820246,0.0357335755291538,False,"CC(=O)Oc1cccc2C(=O)c3cc(cc(OC(C)=O)c3C(=O)c12)C(O)=O, CC(=O)Oc1cccc2C(=O)c3cc(cc(OC(C)=O)c3C(=O)c12)C(O)=O, CC(=O)Oc1cccc2C(=O)c3cc(cc(OC(C)=O)c3C(=O)c12)C(O)=O",prism_treatment_info
0472f88f4,BRD-A90695733-001-07-4,manidipine,calcium channel blocker,0.3780355177498516,0.3757433229095335,0.0022921948403181,False,"COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1, COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1, COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1, COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1",prism_treatment_info
04765e596,BRD-K24255045-001-05-3,fluoxymesterone,androgen receptor modulator,0.3083111719465489,0.2967431334865218,0.011568038460027,False,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,prism_treatment_info
04791bbdf,BRD-K25991633-001-01-9,BMS-649,retinoid receptor agonist,0.3613851608419466,0.347344598304082,0.0140405625378646,False,"CC1(C)CCC(C)(C)c2cc(ccc12)C1(OCCO1)c1ccc(cc1)C(O)=O, CC1(C)CCC(C)(C)c2cc(ccc12)C1(OCCO1)c1ccc(cc1)C(O)=O",prism_treatment_info
047d037a9,BRD-K75506300-001-01-6,NPS-2143,calcium receptor antagonist,0.3352476145273312,0.327043140948875,0.0082044735784561,False,"CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N, CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N",prism_treatment_info
04f5356dc,BRD-K97045029-001-04-3,pranlukast,leukotriene receptor antagonist,0.2860010267003801,0.2640109866264792,0.0219900400739009,False,"O=C(Nc1cccc2c1oc(cc2=O)-c1nnn[nH]1)c1ccc(OCCCCc2ccccc2)cc1, O=C(Nc1cccc2c1oc(cc2=O)-c1nnn[nH]1)c1ccc(OCCCCc2ccccc2)cc1",prism_treatment_info
04fdc0c19,BRD-K44844162-001-01-6,taselisib,PI3K inhibitor,0.6611854184182586,0.5596242016361475,0.1015612167821111,True,CC(C)n1nc(C)nc1-c1cn2CCOc3cc(ccc3-c2n1)-c1cnn(c1)C(C)(C)C(N)=O,prism_treatment_info
050116d56,BRD-K70463136-001-01-5,BAY-87-2243,hypoxia inducible factor inhibitor,0.4919548953724282,0.3739860333753057,0.1179688619971224,False,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1,prism_treatment_info
051a078dd,BRD-K88789588-001-14-9,letrozole,aromatase inhibitor,0.3728088111105907,0.3273745257236821,0.0454342853869086,False,"N#Cc1ccc(cc1)C(c1ccc(cc1)C#N)n1cncn1, N#Cc1ccc(cc1)C(c1ccc(cc1)C#N)n1cncn1",prism_treatment_info
053b1881a,BRD-K33277808-331-01-3,ouabain,ATPase inhibitor,0.356423332493185,0.306312802706158,0.0501105297870269,False,"C[C@@H]1O[C@@H](O[C@@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O, C[C@@H]1O[C@@H](O[C@@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O, C[C@@H]1O[C@@H](O[C@@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O",prism_treatment_info
053bd4f4a,BRD-K55013654-003-02-3,lorcaserin,serotonin receptor agonist,0.3630457187293627,0.287896463988004,0.0751492547413587,False,C[C@H]1CNCCc2ccc(Cl)cc12,prism_treatment_info
053ebdb54,BRD-K19939891-001-05-4,TIC10,"AKT inhibitor, TRAIL modulator",0.3980594580501469,0.3243318981539013,0.0737275598962456,False,"Cc1ccccc1CN1CC2=C(CCN(Cc3ccccc3)C2=O)N2CCN=C12, Cc1ccccc1CN1C2=NCCN2C(=O)C2=C1CCN(Cc1ccccc1)C2",prism_treatment_info
0553c169f,BRD-K04430056-236-02-1,7-nitroindazole,nitric oxide synthase inhibitor,0.3757905231549194,0.3580819436695467,0.0177085794853726,False,"[O-][N+](=O)c1cccc2cn[nH]c12, [O-][N+](=O)c1cccc2cn[nH]c12, [O-][N+](=O)c1cccc2cn[nH]c12",prism_treatment_info
059eeaab7,BRD-K77597856-003-02-5,detomidine,adrenergic receptor agonist,0.2792330950123878,0.2766042112190303,0.0026288837933575,False,Cc1cccc(Cc2c[nH]cn2)c1C,prism_treatment_info
05e9ef087,BRD-A47706533-001-02-6,buthionine-sulfoximine,glutathione transferase inhibitor,0.4183673226352069,0.3908770341558985,0.0274902884793084,False,CCCCS(=N)(=O)CC[C@H](N)C(O)=O,prism_treatment_info
06008aff2,BRD-K06408664-001-03-5,fludrocortisone-acetate,,0.3598978086404774,0.3127098281882951,0.0471879804521822,False,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C, CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C",prism_treatment_info
062a92da6,BRD-K53913732-001-05-9,SB-408124,orexin receptor antagonist,0.364173936883285,0.3445033171030809,0.0196706197802041,False,"CN(C)c1ccc(NC(=O)Nc2cc(C)nc3c(F)cc(F)cc23)cc1, CN(C)c1ccc(NC(=O)Nc2cc(C)nc3c(F)cc(F)cc23)cc1, CN(C)c1ccc(NC(=O)Nc2cc(C)nc3c(F)cc(F)cc23)cc1, CN(C)c1ccc(NC(=O)Nc2cc(C)nc3c(F)cc(F)cc23)cc1",prism_treatment_info
0643dfd76,BRD-K17068645-003-04-2,bendamustine,DNA inhibitor,0.3849109228313838,0.3319322977440039,0.0529786250873798,False,"Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl, Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl",prism_treatment_info
0672af23e,BRD-K12184916-001-15-4,NVP-BEZ235,"mTOR inhibitor, PI3K inhibitor",0.3827379675797847,0.3716965305334305,0.0110414370463541,False,"Cn1c2cnc3ccc(cc3c2n(-c2ccc(cc2)C(C)(C)C#N)c1=O)-c1cnc2ccccc2c1, Cn1c2cnc3ccc(cc3c2n(-c2ccc(cc2)C(C)(C)C#N)c1=O)-c1cnc2ccccc2c1",prism_treatment_info
06787fefe,BRD-K04568635-300-01-4,octenidine,membrane integrity inhibitor,0.5091317468955314,0.4645346885964173,0.0445970582991141,True,CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(cc2)=NCCCCCCCC)cc1,prism_treatment_info
0691eefdd,BRD-K51486818-003-02-8,lazabemide,monoamine oxidase inhibitor,0.3350162828464286,0.3266637612339667,0.0083525216124619,False,"NCCNC(=O)c1ccc(Cl)cn1, NCCNC(=O)c1ccc(Cl)cn1",prism_treatment_info
06af533b3,BRD-A23359898-003-10-0,sibutramine,serotonin-norepinephrine reuptake inhibitor (SNRI),0.3024350440893544,0.3018244842291664,0.0006105598601879,False,"CC(C)CC(N(C)C)C1(CCC1)c1ccc(Cl)cc1, CC(C)CC(N(C)C)C1(CCC1)c1ccc(Cl)cc1",prism_treatment_info
06b61c0ea,BRD-A09094913-065-01-0,strychnine,acetylcholine receptor antagonist,0.3603881391204729,0.3165730973249169,0.043815041795556,False,O=C1CC2OCC=C3CN4CC[C@@]56C4C[C@@H]3[C@@H]2C5N1c1ccccc61,prism_treatment_info
06bc90c08,BRD-K37289225-001-36-4,clozapine,"dopamine receptor antagonist, serotonin receptor antagonist",0.3580032055648708,0.3491257206161503,0.0088774849487204,False,"CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12, CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12, CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12, CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12",prism_treatment_info
06c3860e2,BRD-K65904673-001-01-4,tandospirone,serotonin receptor agonist,0.4220374044956049,0.3064866700429821,0.1155507344526228,False,"O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(CC1)c1ncccn1, O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(CC1)c1ncccn1",prism_treatment_info
06cb74093,BRD-K49954789-001-02-9,mesna,antioxidant,0.3460825864856005,0.3054981412290625,0.040584445256538,False,"OS(=O)(=O)CCS, OS(=O)(=O)CCS, OS(=O)(=O)CCS",prism_treatment_info
070589dd4,BRD-K15196155-001-02-3,IBC-293,hydroxycarboxylic acid receptor agonist,0.3676288352610977,0.3592400261631601,0.0083888090979376,False,CC(C)n1nnc2cc(ccc12)C(O)=O,prism_treatment_info
071754ad0,BRD-K90993449-001-02-7,KRN-633,VEGFR inhibitor,0.5446106645792195,0.5019034069216705,0.042707257657549,True,CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,prism_treatment_info
071afe3da,BRD-A74667430-001-23-6,etodolac,cyclooxygenase inhibitor,0.319355252872301,0.2781818572183397,0.0411733956539612,False,"CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12, CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12",prism_treatment_info
071fd1189,BRD-K61691541-001-01-1,PF-03084014,gamma secretase inhibitor,0.3211054251408838,0.2873536290126874,0.0337517961281964,False,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(cn1)C(C)(C)CNCC(C)(C)C,prism_treatment_info
07502fc59,BRD-A59198242-003-02-9,viloxazine,norepinephrine reuptake inhibitor,0.3480800499867063,0.2881049346727958,0.0599751153139105,False,CCOc1ccccc1OCC1CNCCO1,prism_treatment_info
0760632c4,BRD-K96936751-001-01-4,bretazenil,GABA benzodiazepine site receptor partial agonist,0.3520642516084544,0.3104874787292787,0.0415767728791756,False,"CC(C)(C)OC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc-21, CC(C)(C)OC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc-21",prism_treatment_info
07ab9d694,BRD-K84895041-001-02-4,BMY-45778,IP1 prostacyclin receptor agonist,0.3091231710708387,0.2788811461905359,0.0302420248803028,False,OC(=O)COc1cccc(c1)-c1ocnc1-c1nc(c(o1)-c1ccccc1)-c1ccccc1,prism_treatment_info
07b2e0af0,BRD-K06858286-001-01-3,cabazitaxel,microtubule inhibitor,0.6477646717146637,0.6285250915080977,0.019239580206566,True,CO[C@@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,prism_treatment_info
07bd8c42c,BRD-K95926480-003-03-6,SRT1720,SIRT activator,0.39185397308617,0.3598538064966786,0.0320001665894914,False,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,prism_treatment_info
07cca32e8,BRD-A75769826-003-02-1,SDM25N,opioid receptor antagonist,0.3538576140685789,0.3292827627544898,0.0245748513140891,False,"CC(=C)CN1CC[C@@]23[C@H]4Oc5c2c(CC1[C@]3(O)Cc1c4[nH]c2ccccc12)ccc5O, CC(=C)CN1CC[C@@]23[C@H]4Oc5c2c(CC1[C@]3(O)Cc1c4[nH]c2ccccc12)ccc5O, CC(=C)CN1CC[C@@]23[C@H]4Oc5c2c(CC1[C@]3(O)Cc1c4[nH]c2ccccc12)ccc5O",prism_treatment_info
07e329107,BRD-A28958257-001-01-2,centpropazine,inositol monophosphatase inhibitor,0.3283969967679137,0.3264911410398614,0.0019058557280522,False,"CCC(=O)c1ccc(OCC(O)CN2CCN(CC2)c2ccccc2)cc1, CCC(=O)c1ccc(OCC(O)CN2CCN(CC2)c2ccccc2)cc1",prism_treatment_info
08049cfd7,BRD-K94379058-001-06-8,BML-190,cannabinoid receptor inverse agonist,0.3447641276900526,0.3144326381657975,0.030331489524255,False,"COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N3CCOCC3)c2c1, COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N3CCOCC3)c2c1",prism_treatment_info
0805f8b1a,BRD-A17300716-001-01-5,dehydroacetic-acid,,0.305230879774883,0.2811186941203223,0.0241121856545606,False,CC(=O)C1C(=O)OC(C)=CC1=O,prism_treatment_info
0818cea28,BRD-K51207550-001-23-0,ethionamide,mycolic synthesis inhibitor,0.3129752996269229,0.3019834854532109,0.010991814173712,False,"CCc1cc(ccn1)C(S)=N, CCc1cc(ccn1)C(S)=N",prism_treatment_info
0838d5330,BRD-K15502390-001-20-9,nevirapine,non-nucleoside reverse transcriptase inhibitor,0.3133754073147645,0.3088030882649095,0.0045723190498549,False,"Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1, Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1",prism_treatment_info
0840ac02a,BRD-K05674516-001-02-5,sofosbuvir,RNA polymerase inhibitor,0.3971455267362459,0.342680197536481,0.0544653291997649,False,CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,prism_treatment_info
08451084b,BRD-K60025295-003-06-6,crystal-violet,other antibiotic,0.5030415540149713,0.4491582019725966,0.0538833520423746,True,"CN(C)c1ccc(cc1)C(c1ccc(cc1)N(C)C)=C1C=CC(C=C1)=[N+](C)C, CN(C)c1ccc(cc1)C(c1ccc(cc1)N(C)C)=C1C=CC(C=C1)=[N+](C)C, CN(C)c1ccc(cc1)C(c1ccc(cc1)N(C)C)=C1C=CC(C=C1)=[N+](C)C",prism_treatment_info
0869981c5,BRD-K74117820-066-10-8,nelfinavir,HIV protease inhibitor,0.3475801412002923,0.3297058391881637,0.0178743020121285,False,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,prism_treatment_info
088c123eb,BRD-K25359048-001-02-6,WZ811,CC chemokine receptor antagonist,0.3568118313334113,0.3562379523312863,0.0005738790021249,False,C(Nc1ccccn1)c1ccc(CNc2ccccn2)cc1,prism_treatment_info
08b785d36,BRD-K95161686-001-02-8,octisalate,,0.3460662005501351,0.3176364972775801,0.028429703272555,False,CCCC[C@@H](CC)COC(=O)c1ccccc1O,prism_treatment_info
08d495e06,BRD-K87202646-001-32-6,isoniazid,FABI inhibitor,0.4024891547423754,0.3703291861490041,0.0321599685933712,False,"NNC(=O)c1ccncc1, NNC(=O)c1ccncc1",prism_treatment_info
