smiles,max_tanimoto_to_seed,is_novel,max_tanimoto_scaffold
CC(C=C=[C+]N=C=N)=CCNC(CCl)CNCCO,0.1341463414634146,True,0.1
CC1=CC=CNC#CC=CC=CCC12N=C(NCCO)c1ccccc12,0.1530612244897959,True,0.1429
C[C-]=C=CC=C1CC(NCC)=NC(NC2C=C3C(Cl)=C3CCO2)=N1,0.1222222222222222,True,0.1515
OCCN1C=CCC=CN=C(CCl)C(Cl)=CCN1,0.1136363636363636,True,0.1667
CCC1=NC=CNCCC(C)NCONC(Nc2ccc(Cl)c(Cl)c2)=NC1[O-],0.13,True,0.1618
C1=CC(=COCCCC=CC2=CC2)C=NN=1,0.1234567901234567,True,0.1094
COc1ccc(-c2oc3cc(OC)cc(O)c3c(=O)c2OC)cc1,0.6222222222222222,False,1.0
COc1cc(OC)c(C=CC(=O)c2cccc(Br)c2)c(OC)c1,0.5,False,1.0
COCC=Cc1cc(OC)c(O)c(OC)c1,0.53125,False,1.0
OC[C-]=CNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,0.2166666666666666,True,0.2821
O=C([O-])[C@]1(O)C[C@@H](O)[C@H](O)[C@@H](O)C1,0.24,True,1.0
[C+]#C[B-]O,0.0612244897959183,True,0.0455
C[C@H](C(=O)Nc1ccccc1Br)n1c(=O)[nH]c2ccccc2c1=O,0.25,True,0.3415
CCOc1ccc([C@H](C)NC(=O)c2cccc(OC)c2)cc1,0.2622950819672131,True,0.4516
CCNc1nc(NS2=CC=C(Cl)C(Cl)=C2)nc2c1=C=CC=2,0.1194029850746268,True,0.1014
COc1cc(CO)cc(Cl)c1O,0.4324324324324324,False,1.0
CC1=NCC(C)=NC=CC=C1,0.1136363636363636,True,0.0769
CC(C)N(c1nncc2ccccc12)C(C)(C)C[NH3+],0.2,True,0.5
CCC(=O)NCCNC(=O)C(=O)NCCOc1ccc(Cl)cc1Cl,0.1846153846153846,True,1.0
CC(=O)NCCCC(=O)Nc1cc(S(C)(=O)=O)ccc1O,0.2063492063492063,True,1.0
CCOc1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,0.2333333333333333,True,0.3542
COc1ccc(I)cc1,0.275,True,1.0
OCCN1CC=CC=CN=C2CC=C(Cl)C(Cl)=CCNC1=N2,0.1208791208791208,True,0.122
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO,0.5,False,0.5
C=CC1=CC=C(Cl)CC2C=CC(=C(C)CNC2=N)N=CN1,0.1285714285714285,True,0.1486
CCCc1c(O)c2ccccc2[nH]c1=O,0.3877551020408163,True,0.4231
ClC1=NC(Nc2ccc(Cl)cc2)=N[P+]C12C=CC=CCO2,0.1216216216216216,True,0.18
COc1cc(C(=O)C=Cc2ccc(C)c(C)c2)cc(OC)c1OC,0.46,False,1.0
C=C=C(N)[N+]1=C=CCNN(C=CC=C)C(C#CNCl)CCC(CCC)[P+]CC=CC1CCO,0.128440366972477,True,0.1064
C/C=C/c1ccc(OC(=O)[C@H](C)CC)c(OC)c1,0.3043478260869565,True,1.0
C=C[C@H](O)C[N@H+](C)CCc1c[nH]c2ccccc12,0.3870967741935484,True,1.0
OCCNC1=NC(Nc2ccc(Cl)c(Cl)c2)=NC2=CC=CCB21,0.1052631578947368,True,0.1803
Cn1c(=O)cc(C#N)c2ccccc21,0.3555555555555555,True,0.4231
Cc1ccc2[nH]cc(C(=O)NCCCF)c(=O)c2c1,0.2,True,0.4615
C[C@@H]([NH3+])CCNc1nc(-c2ccccc2)nc2ccccc12,0.25,True,0.3429
NOCCC1(Cl)c2cc(Cl)ccc2NC=NC2=C=[S+]C=CC21,0.1139240506329113,True,0.2444
CC=CC=CN=C1N=C(NCCO)CC(C(Cl)CC=CCCNC=C=N)=CN1,0.1397849462365591,True,0.1538
C=CC=C1CN=CNC(Cl)(C=[SH]CCl)N(CC=C)OCCN1,0.1489361702127659,True,0.1395
C=CC(Cl)=CC(=C)Nc1nc(NCCO)c2ccccc2n1,0.2,True,0.3333
OCCNC1=NC(NC=CC=CCl)=NC2=C[SH]=C=CC21,0.1176470588235294,True,0.098
OCCN[O+]1C=CC=C2N=C21,0.106060606060606,True,0.1034
CN1N=C(C2c3ccccc32)CC(Cl)C(Cl)=C1NCCO,0.1969696969696969,True,0.2368
ClC1=CCNC2=Nc3ccccc3CNCCON2C1Cl,0.1860465116279069,True,0.2456
C=C(CCOCl)C([O-])Cl,0.1162790697674418,True,0.0889
CCOc1ccccc1C(C)NC(=O)c1ccc(C)c(O)c1,0.2542372881355932,True,0.4516
NCC(Cl)=CC=C1C=Nc2ccccc2C1,0.1666666666666666,True,0.2353
[C+]c1ccc(NC2N=C(NF)OCC2C=CC)cc1Cl,0.15,True,0.2368
C=CCNC(=O)c1c(N)n(CCc2ccc(OC)cc2)c2nc3ccccc3nc12,0.2794117647058823,True,0.2683
C=C(Cl)C(Cl)=CN(C)c1nc(NCOCl)c2ccccc2n1,0.2258064516129032,True,0.3333
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)ccc1O,0.2666666666666666,True,0.4783
CC/C=C/CCOc1ccc2cc[nH]c2c1,0.391304347826087,True,1.0
CCC[C@H](C)Nc1ccnc2cc(F)ccc12,0.1830985915492957,True,0.3889
CC1C=C2C1C(=NCCOCl)CNCCCCON1CN2Nc2ccccc21,0.202020202020202,True,0.2099
C=C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,0.625,False,1.0
O=C(Nc1ccc(Br)cc1Cl)c1ccc(-c2ccc(Cl)cc2Cl)o1,0.1518987341772152,True,0.3095
ClC=CC=C(CCl)NI,0.1276595744680851,True,0.1277
COC(CCNCC(O)Cn1c2ccccc2c2ccccc21)C(F)(F)F,0.2153846153846154,True,0.6842
C=CCCOC(=O)C=Cc1ccc(O)cc1,0.5405405405405406,False,1.0
NC=[P-]=CCC(CO)=NCC1=CC=C(Cl)C1Cl,0.1162790697674418,True,0.4167
O=C(NCc1ccco1)C1CCN(S(=O)(=O)c2cc(Cl)ccc2F)CC1,0.1683168316831683,True,0.2698
OCc1ccc2cc[nH]c2c1,0.5882352941176471,False,1.0
[C-]=CCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,0.2203389830508474,True,0.2821
CCCCC(=O)OCc1cc(=O)oc2cc(O)ccc12,0.3508771929824561,True,1.0
CC1(C)C(C(=O)OCc2cccc(Br)c2F)C1(F)F,0.2105263157894736,True,0.3333
CC=C=C1C(Cl)=NC2CCONC1C2,0.1147540983606557,True,0.1765
CC(C)C(C)N(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.180327868852459,True,1.0
C[C@@H]1C(C(=O)OCc2c(F)ccc(Br)c2F)[C@@H]1C,0.2033898305084746,True,0.3333
Clc1ccc(NC=NCC2=[B-]OCCCON[B-]C=CC2)cc1Cl,0.1216216216216216,True,0.1579
C=CN1OCCNC=C=CC=CNCN1C=C(N)Cl,0.1025641025641025,True,0.1071
OCCNc1nc(NC(=CCCl)CCl)nc2ccccc12,0.2068965517241379,True,0.3333
Clc1cc2c(cc1Cl)C1=CC=COCCNC(=NCNN2)C1,0.1095890410958904,True,0.2157
CC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,0.1864406779661017,True,1.0
ClC1C2=C(N=NC3C=CCCC(=NC2)NCCO3)C1Cl,0.12,True,0.1642
[C+]C(Cl)=CC(=CC=CCl)NC=NC=CC=C=CNCCON=C,0.1216216216216216,True,0.1216
NOCPCNC#CC=CC=CN[C+]=Nc1ccc(Cl)c(Cl)c1,0.1046511627906976,True,1.0
C=C(Cl)C(C)CNC=CN=CCOCl,0.140625,True,0.1379
CO[C@@H](C)CO[C@@H](C)COc1ccc2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,0.4918032786885246,False,1.0
OBCNc1nc(NC=C2C=C=[O+]C(Cl)=C2)nc2ccccc12,0.2,True,0.2222
CCNC1=C=N[S-](=CNC(C=C(Cl)CCl)OCC)c2ccccc21,0.1643835616438356,True,0.1852
BNOC(NC=CC)c1ccccc1N=CNC=CCO[P-]#CC(=C)Cl,0.1341463414634146,True,1.0
OCCNC1=NS(#CNc2ccc(Cl)c(Cl)c2)=Nc2ccccc21,0.1298701298701298,True,0.1667
C/C=C(\C)C(=O)O[C@H]1C(C)(C)C(C(O)C(=O)OC)[C@]2(C)C(=O)[C@@]1(O)CC1=C3CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CC[C@@H]12,1.0,False,1.0
CO[C@H](C)CNC(=O)c1c[nH]c2c(C)cccc2c1=O,0.2153846153846154,True,0.4615
CCC(C#N)Oc1cccc(CNC2CCN(CCc3ccc(F)cc3)CC2)c1,0.1917808219178082,True,0.2683
CCc1[nH]c2cc(C)ccc2c(=O)c1CC,0.2363636363636363,True,0.4615
[O+]#CC=C1CC(CCO)=NC(NCl)=N1,0.1216216216216216,True,0.1389
[S-]c1ccccc1Cl,0.1724137931034483,True,1.0
CCC[NH+](CCC)Cc1cc2c(cc1OC)OCO2,0.3541666666666667,True,1.0
C[o+]1cccc[nH]n1Cl,0.0952380952380952,True,0.1379
CC[C@@H](COC)Oc1c(OC)c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12,0.4912280701754385,False,1.0
Cc1cc#c[nH]cncc1Cl,0.0961538461538461,True,0.1111
CCOC(=O)c1ccc(Nc2ccnc3ccccc23)cc1,0.2352941176470588,True,0.2619
Clc1ccc(NC2=NC(N=[S+]COc3ccccc3)=N2)cc1Cl,0.1846153846153846,True,0.2222
OCCC1=NCN(c2ccc(Cl)c(Cl)c2)NC=CC=CC1,0.1384615384615384,True,0.1667
CC=C(C)CN[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,0.2857142857142857,True,1.0
CC(C)C[C@@H](C)Sc1nncc2ccccc12,0.2156862745098039,True,0.5
OC1(Cc2ccccc2F)CCN(Cc2cc(Br)ccc2F)CC1,0.1549295774647887,True,0.3824
CC(C)OCC[C@@H](O)C[NH2+][C@@H](CO)Cc1c[nH]c2ccccc12,0.3380281690140845,True,1.0
COc1cc(C)c(C(=O)N2CCC[C@@H](C)C2)cc1OC,0.2456140350877192,True,0.4231
CCNCc1ccccc1N=C(Cl)Nc1ccc(Cl)cc1,0.1617647058823529,True,0.2083
COC(=O)c1ccc(Nc2ccnc3ccccc23)cc1OC,0.3103448275862069,True,0.2619
CCCCCCn1c(SC(C)C)nc2ccccc2c1=O,0.2727272727272727,True,0.3226
OCCNC1=NC(N2C=C=C(Cl)C(Cl)=C2)N2C=CCC=C12,0.127906976744186,True,0.1579
CC[NH+](CC)CCCNc1ccnc2ccc(Cl)cc12,0.1447368421052631,True,0.3889
ClC1=C[SH]=C(N2C=NC#[S+]=CC=CC#CNCON2)C=C1Cl,0.0930232558139534,True,0.1029
OCc1ccc(Nc2ccnc3ccc(Br)cc23)cc1,0.1506849315068493,True,0.2619
OCCNc1[c-]cccccnc(Nc2ccc(Cl)c(Cl)c2)n1,0.1428571428571428,True,0.1622
C=C=CC1CNCCONN1Nc1cc(Cl)c(Cl)cc1C,0.1304347826086956,True,0.2
CN1C=C(Cl)C1Cl,0.15,True,0.2143
CCOC(=O)c1cn(CC)c2c(F)cccc2c1=O,0.2258064516129032,True,0.4615
COc1cc2oc3c(OC)cccc3c(=O)c2c(O)c1OC,0.6888888888888889,False,1.0
O[S+]CNC1(O)NC(Nc2ccc(Cl)c(Cl)c2)=Nc2ccccc21,0.1428571428571428,True,0.2632
CC(C)C[NH2+]CCCNc1ccnc2cc(Cl)ccc12,0.2,True,0.3889
OCCNCCOc1nc(Nc2ccc(Cl)c(Cl)c2)nc2c1OCC=C2,0.1558441558441558,True,0.3478
Oc1cccc(CN2CCN(Cc3cc(F)c(Br)cc3F)CC2)c1,0.2297297297297297,True,0.3448
O=C(Nc1ccccc1F)c1ccc(-c2cc(Cl)ccc2Cl)o1,0.1746031746031746,True,0.3095
Cc1nc2ccccc2c(=O)n1CC(=O)[N-]OCCOC(C)C,0.2419354838709677,True,0.3226
Cc1cccc(-n2nc3c(c2NC(=O)c2ccc(Cl)cc2Cl)CSC3)c1,0.1756756756756756,True,0.2619
O=C(Nc1ccc(CO)cc1)c1ccc(-c2ccccc2Cl)o1,0.1864406779661017,True,0.3095
CCOc1ccc(-c2cn3c(C(=O)Nc4ccccc4OC)c(-c4ccc(OC)cc4)c4c3n2CCCC4)cc1,0.1976744186046511,True,0.1818
C=C(Cl)C=CC=CNC1=NC2=CC=C=CC2NCCON1,0.136986301369863,True,0.125
O=C(O)CCc1cccc(CNC2CCN(CCc3ccc(F)cc3)CC2)c1,0.25,True,0.2683
Cc1cc(Nc2ccc(Br)cc2)c2cccc(C)c2n1,0.2037037037037037,True,0.2619
COC(=O)CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,0.2,True,1.0
O=C(Cc1ccc(O)cc1)OC/C(Cl)=C\Cl,0.2790697674418604,True,1.0
ClC1=CCN(C2=NC3C=CC=CC3NC2)C=C1Cl,0.1194029850746268,True,0.125
NCCC=CC=C1CCOC=CC2C=C(C=C2Cl)NC1,0.119047619047619,True,0.2069
COc1c(F)cccc1CN1CCN(Cc2cccc(F)c2)CC1,0.25,True,0.3448
COc1cc2ccc(=O)oc2cc1OCC[C@@H](C)OC,0.6410256410256411,False,1.0
COC(C=CNC=NC1=CC=C[C+]=C1)CCl,0.136986301369863,True,0.0714
C=C=C(Cl)C(N)=CCNc1nc(CCOOCCC=C)c2ccccc2n1,0.1830985915492957,True,0.3333
OCCNc1nc(-c2ccc([O+]Cl)c(Cl)c2)nc2c1=CC=C=2,0.1506849315068493,True,0.2143
CCC[C@H](C)Oc1cc([O-])cc2oc(C)cc(=O)c12,0.2307692307692307,True,1.0
OCCNC(=NC[P+]SNc1ccc(Cl)c(Cl)c1)c1ccccc1,0.1558441558441558,True,0.2093
[B+]=C=C(Cl)C=CC(B=C)[P-]1C=CCC=CC=NCN1,0.1,True,0.1786
CNC=CC=C=c1c2nc(Nc3ccc(Cl)c(Cl)c3)nc1=C(CCO)C=CC2,0.1428571428571428,True,0.1731
OCCNc1nc2ncccccc1NC=C(Cl)C(Cl)=CC2,0.1805555555555555,True,0.1818
OCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2c1=CC=C=[S-]=2,0.1343283582089552,True,0.1622
C=CC1=NC=CC=CC(C)=NC1,0.1346153846153846,True,0.0769
Cc1ccc(C)c(-n2ccnc2SCC(=O)Nc2cccc(F)c2F)c1,0.16,True,0.2093
COc1ccc(-c2cc(=O)c3c([O-])c(OC)c(OC)cc3o2)cc1O,0.5961538461538461,False,1.0
NC1CCONC(NC(C=CCl)=CCCl)=Nc2ccccc21,0.2162162162162162,True,0.2632
CCNC(=O)c1ccc(NC(=O)c2cccs2)cc1,0.1636363636363636,True,0.2903
CNCC(N=C(CN=CF)c1ccccc1)NC=CC=C(C)C(O)Cl,0.1686746987951807,True,1.0
C=CC=C1C=S(Cl)CONc2ccccc2C[C+]=CN1,0.1621621621621621,True,0.2391
COc1cc(C=CC(=O)c2cc(O)ccc2O)cc(Cl)c1O,0.4259259259259259,False,1.0
C=CCCC(C)OC(=O)C=Cc1cccc(O)c1,0.3541666666666667,True,1.0
Nc1c(F)cccc1C(=O)Nc1nc(-c2ccccn2)cs1,0.1475409836065573,True,0.2895
COc1cccc(OC)c1C=CC(=O)c1ccc(C)cc1,0.5,False,1.0
CC#CCN=C(N)Nc1cccc(C(C)C)c1,0.1492537313432835,True,1.0
CCCn1c(=N)n(C[C@H](O)COc2ccc(Cl)cc2Cl)c2ccccc21,0.1857142857142857,True,0.2692
C=C1CCOC=C2CC3=NC(=N2)NC2=[N+]CC=C(Cl)C2=C(NC=C3)C1NCCOCl,0.116504854368932,True,0.1169
CCOc1cccc([C@@H](C)NC(=O)c2ccc(OC)c(Cl)c2)c1,0.2272727272727272,True,0.4516
CCC(CC)[N@H+](CCOC)Cc1cc2c(cc1OC)OCO2,0.320754716981132,True,1.0
ClC1=C=[C-][S-]C1,0.0612244897959183,True,0.0909
C#CCOc1ccc(CNC2CCN(CCc3ccccc3)CC2)cc1,0.203125,True,0.2683
COc1cccc(C=C2SC(=Nc3c(C)cccc3C)NC2=O)c1,0.2307692307692307,True,0.2273
ClC1=CC(=CNC2C=C3C=CC=C3N=CNOCC2)C=[P-]=C1Cl,0.1097560975609756,True,0.1159
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccc(Cl)cc4)cc23)cc1,0.1408450704225352,True,0.1837
COc1cc2c(cc1O)O[C@H](c1ccccc1)[C@@H](O)C2=O,0.4313725490196078,False,1.0
CCC1CC1C(=O)OCc1c(Br)cc(F)c(F)c1F,0.1866666666666666,True,0.3333
CCN(CC)C(=O)CCCNc1ccnc2ccc(Cl)cc12,0.15,True,0.3889
CCOC(=O)c1cnc2c(C)cc(Cl)cc2c1Nc1ccc(N(C)C)cc1,0.1666666666666666,True,0.2619
CC(=CC(O)CCl)N1C=CCC(=[S+]=CC=CCCCO)N1,0.1710526315789473,True,0.129
OCCNC=N[O+]C1C=C(Cl)C(Cl)=CN1,0.1379310344827586,True,0.15
C=NC=CNCC(=CC(=C)Nc1nc(NCCO)c2ccccc2n1)N(C)Cl,0.1944444444444444,True,0.3333
CCC1C=CC=CC(N)=NN(C2=CC=C(Cl)C(Cl)O2)C=N1,0.1232876712328767,True,0.1731
COC(=O)C1(Cc2cccc(F)c2)CCN(Cc2cccc(OC)c2C#N)CC1,0.2564102564102564,True,0.3824
CC1=C2C=CNC(CCl)=NC=CC=CC[N+]#CC=C(Cl)C(=CN=C2)C1,0.1075268817204301,True,0.1047
CCCCCCc1c(C)c2c(O)cc(C)cc2oc1=O,0.3620689655172414,True,1.0
C=CCCC(=O)NCCOc1ccc(OC)c(Cl)c1,0.2678571428571428,True,1.0
C=C(C)C=CC=CC#CNCl,0.1914893617021276,True,0.14
CNCc1c(Br)ccc2c1OCO2,0.2708333333333333,True,1.0
OCCNCC=CF,0.108695652173913,True,0.1087
CCN(CC(=O)Nc1ccccc1C(=O)Nc1ccccc1)CC(C)C,0.1935483870967742,True,0.4783
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1OCC,0.2028985507246377,True,0.3235
C=C[SH]1CC2CCN=CC(CC=CC)CC=C1C(NCCOCl)=N2,0.1359223300970873,True,0.1633
C=C=C(Cl)C(Cl)=CCNC1=Nc2ccccc2CC1CN,0.1780821917808219,True,0.2903
[B-]=CC=CC=C1N=C(Nc2ccc(Cl)c(Cl)c2)N=C1NCCO,0.1506849315068493,True,0.2222
ClCCC(Cl)CNC1=CCCNCC=Nc2ccccc2C1,0.141025641025641,True,0.2821
Cc1cc(O)cc(C)c1NC(=O)c1cccc(Cl)c1,0.2608695652173913,True,0.4783
ClC1=C(COCCC2N=CC3=CC=CCC3N=CN2)C1Cl,0.1098901098901098,True,0.1139
CC(C)C(=O)N(C)COc1ccccc1C(=O)Nc1ccccc1,0.2238805970149253,True,0.4783
NOCCNN1C2=C=CC2=CN=C1c1ccc(Cl)c(Cl)c1,0.1095890410958904,True,0.1905
CCCCCn1c(=N)n(C[C@H](O)COc2ccc(Cl)cc2)c2ccccc21,0.2272727272727272,True,0.2692
OCCNC1=[P-]CNC(CCl)=CC=C(Cl)c2ccccc21,0.1408450704225352,True,0.1892
C=C=CC=C1CCON(CC)C2(C=CC2)NC=NC1,0.1612903225806451,True,0.1525
COCCCC=CC=CCl,0.2272727272727272,True,0.2273
CC1=[N+](N=[C-]N=CCON2C=[S+](Cl)C(Cl)=CC2)CC=CC1,0.125,True,0.1273
COc1ccccc1OCCCCCC[NH2+]CCO,0.2372881355932203,True,1.0
CNC(=O)c1cc2ccc(O)cc2oc1=O,0.4047619047619047,False,1.0
NC(=CCNC1=C2CC#[PH]C=C(C2)N1)C[N-]CCl,0.1363636363636363,True,0.119
NC=C=CC=C1CC(Cl)=NC1N=CC#CCCONc1ccc(Cl)cc1,0.1067961165048543,True,0.1636
CC(=CCNC1C=CC(C=[N-])NCCON1)CC[C-]N,0.1891891891891892,True,0.12
ON=CNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,0.2241379310344827,True,0.2821
OCCCCC=NC=CC#COCN1C=NC2C=CC=CC(Cl)(Cl)Nc3cccc1c32,0.1454545454545454,True,0.2045
CCOc1ccc([C@@H](C)NC(=O)c2ccc(OC)c(Br)c2)cc1OCC,0.2238805970149253,True,0.4516
CCONC=NCSN1CC=C(Cl)CC1Cl,0.1333333333333333,True,0.2941
C=C(Cl)C(Cl)=CC1=CNc2nncc(n2)NCC(C)CC=CC=CCCNCC=CCC1NCC,0.1666666666666666,True,0.1731
Cc1sc(NC(=O)CS(=O)(=O)c2ccc(Cl)cc2)nc1-c1ccc(F)c(F)c1,0.1558441558441558,True,0.2045
CC(C)C[C@@H](C)NC(=O)c1c[nH]c2ccc(I)cc2c1=O,0.1973684210526315,True,0.4615
COc1cc(C=CC(=O)c2cc(OC)c(OC)c(OC)c2)ccc1O,0.5102040816326531,False,1.0
C=CC=c1ncnc(NCCONC=CC=C=B[P-]C(=C)Cl)c1=C,0.1234567901234567,True,0.1429
CCOc1ccc(Nc2ncc3ccccc3n2)c(F)c1,0.2142857142857142,True,0.2821
NC12N=C(Nc3ccc(Cl)c(Cl)c3)N=C1C=CC2CCO,0.125,True,0.2195
COC(=O)c1ccc(C(=O)C=Cc2cc(C)c(O)c(C)c2)cc1,0.392156862745098,True,1.0
CCC(C)(C)CC(=O)Nc1nnc(Cc2cccc(OC)c2)s1,0.265625,True,0.2683
CCOC(=O)c1cnc2ccc(C)cc2c1NCCC#N,0.1764705882352941,True,0.3889
NC(=Nc1ccccc1CNCCO)NCC=C=[P+]C=BCCCl,0.1304347826086956,True,1.0
CCCNCOC=C(C=CCCC#N)NC1=Nc2ccccc2C(N)CCON1,0.1888888888888888,True,0.2632
CC(Cl)C(Cl)=CC=CNC(N)=NC1C=CC=C=C1NCCO,0.1263157894736842,True,0.2
CC=Nc1nc(Nc2ccc(Cl)c(Cl)c2)nc2cccc(CO)c12,0.1686746987951807,True,0.2821
CCOc1ccc(C2N(C)c3ccccc3N2C)cc1,0.2264150943396226,True,0.3214
COCCCn1cnc2c(OC)cccc2c1=O,0.2711864406779661,True,0.3226
OCCNC1C2=CCC23C=CN=C1NC=CC=C3Cl,0.1648351648351648,True,0.1207
O=C([O-])/C=C/c1ccc(C(F)(F)F)c(O)c1,0.3333333333333333,True,1.0
OCCNc1nc(NCC=C(Cl)C(Cl)=CCF)nc2ccccc12,0.1967213114754098,True,0.3333
OCCNC=N[P-]C(=Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,0.15625,True,0.2083
Cc1ccc(C)c(CNc2nc3ccccc3[nH]2)c1,0.28,True,0.3333
Nc1cccc2c1C(CC=C(CC=CC=CC#CO)C(Cl)=CCCl)N=C2NCCO,0.1313131313131313,True,0.2667
NC1=CC=CNC(Cc2cccc[o+]2)N=CNCCO1,0.1590909090909091,True,0.1786
CC(C)=C(Br)C(=O)N[C@H]1C[C@H](O)C[C@H](O)C1,0.1935483870967742,True,1.0
