smiles,max_tanimoto_to_seed,unreachable
CCCNC(=O)CCCOc1ccc(Cl)cc1Cl,0.1875,1
CC1=C(CO)CC(N=C(Cl)Nc2ccc(Cl)cc2)C=C1,0.16304347826086957,1
CC(C=C=[C+]N=C=N)=CCNC(CCl)CNCCO,0.13414634146341464,1
CC1=CC=CNC#CC=CC=CCC12N=C(NCCO)c1ccccc12,0.15306122448979592,1
C[C-]=C=CC=C1CC(NCC)=NC(NC2C=C3C(Cl)=C3CCO2)=N1,0.12222222222222222,1
OCCN1C=CCC=CN=C(CCl)C(Cl)=CCN1,0.11363636363636363,1
CCC1=NC=CNCCC(C)NCONC(Nc2ccc(Cl)c(Cl)c2)=NC1[O-],0.13,1
C1=CC(=COCCCC=CC2=CC2)C=NN=1,0.12345679012345678,1
COc1ccc(-c2oc3cc(OC)cc(O)c3c(=O)c2OC)cc1,0.6222222222222222,0
COc1cc(OC)c(C=CC(=O)c2cccc(Br)c2)c(OC)c1,0.5,0
COCC=Cc1cc(OC)c(O)c(OC)c1,0.53125,0
OC[C-]=CNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,0.21666666666666667,1
O=C([O-])[C@]1(O)C[C@@H](O)[C@H](O)[C@@H](O)C1,0.24,1
[C+]#C[B-]O,0.061224489795918366,1
C[C@H](C(=O)Nc1ccccc1Br)n1c(=O)[nH]c2ccccc2c1=O,0.25,1
CCOc1ccc([C@H](C)NC(=O)c2cccc(OC)c2)cc1,0.26229508196721313,1
CCNc1nc(NS2=CC=C(Cl)C(Cl)=C2)nc2c1=C=CC=2,0.11940298507462686,1
COc1cc(CO)cc(Cl)c1O,0.43243243243243246,0
CC1=NCC(C)=NC=CC=C1,0.11363636363636363,1
CC(C)N(c1nncc2ccccc12)C(C)(C)C[NH3+],0.2,1
CCC(=O)NCCNC(=O)C(=O)NCCOc1ccc(Cl)cc1Cl,0.18461538461538463,1
CC(=O)NCCCC(=O)Nc1cc(S(C)(=O)=O)ccc1O,0.20634920634920634,1
CCOc1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,0.23333333333333334,1
COc1ccc(I)cc1,0.275,1
OCCN1CC=CC=CN=C2CC=C(Cl)C(Cl)=CCNC1=N2,0.12087912087912088,1
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO,0.5,0
C=CC1=CC=C(Cl)CC2C=CC(=C(C)CNC2=N)N=CN1,0.12857142857142856,1
CCCc1c(O)c2ccccc2[nH]c1=O,0.3877551020408163,1
ClC1=NC(Nc2ccc(Cl)cc2)=N[P+]C12C=CC=CCO2,0.12162162162162163,1
COc1cc(C(=O)C=Cc2ccc(C)c(C)c2)cc(OC)c1OC,0.46,0
C=C=C(N)[N+]1=C=CCNN(C=CC=C)C(C#CNCl)CCC(CCC)[P+]CC=CC1CCO,0.12844036697247707,1
C/C=C/c1ccc(OC(=O)[C@H](C)CC)c(OC)c1,0.30434782608695654,1
C=C[C@H](O)C[N@H+](C)CCc1c[nH]c2ccccc12,0.3870967741935484,1
OCCNC1=NC(Nc2ccc(Cl)c(Cl)c2)=NC2=CC=CCB21,0.10526315789473684,1
Cn1c(=O)cc(C#N)c2ccccc21,0.35555555555555557,1
Cc1ccc2[nH]cc(C(=O)NCCCF)c(=O)c2c1,0.2,1
C[C@@H]([NH3+])CCNc1nc(-c2ccccc2)nc2ccccc12,0.25,1
NOCCC1(Cl)c2cc(Cl)ccc2NC=NC2=C=[S+]C=CC21,0.11392405063291139,1
CC=CC=CN=C1N=C(NCCO)CC(C(Cl)CC=CCCNC=C=N)=CN1,0.13978494623655913,1
C=CC=C1CN=CNC(Cl)(C=[SH]CCl)N(CC=C)OCCN1,0.14893617021276595,1
C=CC(Cl)=CC(=C)Nc1nc(NCCO)c2ccccc2n1,0.2,1
OCCNC1=NC(NC=CC=CCl)=NC2=C[SH]=C=CC21,0.11764705882352941,1
OCCN[O+]1C=CC=C2N=C21,0.10606060606060606,1
CN1N=C(C2c3ccccc32)CC(Cl)C(Cl)=C1NCCO,0.19696969696969696,1
ClC1=CCNC2=Nc3ccccc3CNCCON2C1Cl,0.18604651162790697,1
C=C(CCOCl)C([O-])Cl,0.11627906976744186,1
CCOc1ccccc1C(C)NC(=O)c1ccc(C)c(O)c1,0.2542372881355932,1
NCC(Cl)=CC=C1C=Nc2ccccc2C1,0.16666666666666666,1
[C+]c1ccc(NC2N=C(NF)OCC2C=CC)cc1Cl,0.15,1
C=CCNC(=O)c1c(N)n(CCc2ccc(OC)cc2)c2nc3ccccc3nc12,0.27941176470588236,1
C=C(Cl)C(Cl)=CN(C)c1nc(NCOCl)c2ccccc2n1,0.22580645161290322,1
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)ccc1O,0.26666666666666666,1
CC/C=C/CCOc1ccc2cc[nH]c2c1,0.391304347826087,1
CCC[C@H](C)Nc1ccnc2cc(F)ccc12,0.18309859154929578,1
CC1C=C2C1C(=NCCOCl)CNCCCCON1CN2Nc2ccccc21,0.20202020202020202,1
C=C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,0.625,0
O=C(Nc1ccc(Br)cc1Cl)c1ccc(-c2ccc(Cl)cc2Cl)o1,0.1518987341772152,1
ClC=CC=C(CCl)NI,0.1276595744680851,1
COC(CCNCC(O)Cn1c2ccccc2c2ccccc21)C(F)(F)F,0.2153846153846154,1
C=CCCOC(=O)C=Cc1ccc(O)cc1,0.5405405405405406,0
NC=[P-]=CCC(CO)=NCC1=CC=C(Cl)C1Cl,0.11627906976744186,1
O=C(NCc1ccco1)C1CCN(S(=O)(=O)c2cc(Cl)ccc2F)CC1,0.16831683168316833,1
OCc1ccc2cc[nH]c2c1,0.5882352941176471,0
[C-]=CCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,0.22033898305084745,1
CCCCC(=O)OCc1cc(=O)oc2cc(O)ccc12,0.3508771929824561,1
CC1(C)C(C(=O)OCc2cccc(Br)c2F)C1(F)F,0.21052631578947367,1
CC=C=C1C(Cl)=NC2CCONC1C2,0.11475409836065574,1
CC(C)C(C)N(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.18032786885245902,1
C[C@@H]1C(C(=O)OCc2c(F)ccc(Br)c2F)[C@@H]1C,0.2033898305084746,1
Clc1ccc(NC=NCC2=[B-]OCCCON[B-]C=CC2)cc1Cl,0.12162162162162163,1
C=CN1OCCNC=C=CC=CNCN1C=C(N)Cl,0.10256410256410256,1
OCCNc1nc(NC(=CCCl)CCl)nc2ccccc12,0.20689655172413793,1
Clc1cc2c(cc1Cl)C1=CC=COCCNC(=NCNN2)C1,0.1095890410958904,1
CC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,0.1864406779661017,1
ClC1C2=C(N=NC3C=CCCC(=NC2)NCCO3)C1Cl,0.12,1
[C+]C(Cl)=CC(=CC=CCl)NC=NC=CC=C=CNCCON=C,0.12162162162162163,1
NOCPCNC#CC=CC=CN[C+]=Nc1ccc(Cl)c(Cl)c1,0.10465116279069768,1
C=C(Cl)C(C)CNC=CN=CCOCl,0.140625,1
CO[C@@H](C)CO[C@@H](C)COc1ccc2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,0.4918032786885246,0
OBCNc1nc(NC=C2C=C=[O+]C(Cl)=C2)nc2ccccc12,0.2,1
CCNC1=C=N[S-](=CNC(C=C(Cl)CCl)OCC)c2ccccc21,0.1643835616438356,1
BNOC(NC=CC)c1ccccc1N=CNC=CCO[P-]#CC(=C)Cl,0.13414634146341464,1
OCCNC1=NS(#CNc2ccc(Cl)c(Cl)c2)=Nc2ccccc21,0.12987012987012986,1
C/C=C(\C)C(=O)O[C@H]1C(C)(C)C(C(O)C(=O)OC)[C@]2(C)C(=O)[C@@]1(O)CC1=C3CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CC[C@@H]12,1.0,0
CO[C@H](C)CNC(=O)c1c[nH]c2c(C)cccc2c1=O,0.2153846153846154,1
CCC(C#N)Oc1cccc(CNC2CCN(CCc3ccc(F)cc3)CC2)c1,0.1917808219178082,1
CCc1[nH]c2cc(C)ccc2c(=O)c1CC,0.23636363636363636,1
[O+]#CC=C1CC(CCO)=NC(NCl)=N1,0.12162162162162163,1
[S-]c1ccccc1Cl,0.1724137931034483,1
CCC[NH+](CCC)Cc1cc2c(cc1OC)OCO2,0.3541666666666667,1
C[o+]1cccc[nH]n1Cl,0.09523809523809523,1
CC[C@@H](COC)Oc1c(OC)c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12,0.49122807017543857,0
Cc1cc#c[nH]cncc1Cl,0.09615384615384616,1
CCOC(=O)c1ccc(Nc2ccnc3ccccc23)cc1,0.23529411764705882,1
Clc1ccc(NC2=NC(N=[S+]COc3ccccc3)=N2)cc1Cl,0.18461538461538463,1
OCCC1=NCN(c2ccc(Cl)c(Cl)c2)NC=CC=CC1,0.13846153846153847,1
CC=C(C)CN[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,0.2857142857142857,1
CC(C)C[C@@H](C)Sc1nncc2ccccc12,0.21568627450980393,1
OC1(Cc2ccccc2F)CCN(Cc2cc(Br)ccc2F)CC1,0.15492957746478872,1
CC(C)OCC[C@@H](O)C[NH2+][C@@H](CO)Cc1c[nH]c2ccccc12,0.3380281690140845,1
COc1cc(C)c(C(=O)N2CCC[C@@H](C)C2)cc1OC,0.24561403508771928,1
CCNCc1ccccc1N=C(Cl)Nc1ccc(Cl)cc1,0.16176470588235295,1
COC(=O)c1ccc(Nc2ccnc3ccccc23)cc1OC,0.3103448275862069,1
CCCCCCn1c(SC(C)C)nc2ccccc2c1=O,0.2727272727272727,1
OCCNC1=NC(N2C=C=C(Cl)C(Cl)=C2)N2C=CCC=C12,0.12790697674418605,1
CC[NH+](CC)CCCNc1ccnc2ccc(Cl)cc12,0.14473684210526316,1
ClC1=C[SH]=C(N2C=NC#[S+]=CC=CC#CNCON2)C=C1Cl,0.09302325581395349,1
OCc1ccc(Nc2ccnc3ccc(Br)cc23)cc1,0.1506849315068493,1
OCCNc1[c-]cccccnc(Nc2ccc(Cl)c(Cl)c2)n1,0.14285714285714285,1
C=C=CC1CNCCONN1Nc1cc(Cl)c(Cl)cc1C,0.13043478260869565,1
CN1C=C(Cl)C1Cl,0.15,1
CCOC(=O)c1cn(CC)c2c(F)cccc2c1=O,0.22580645161290322,1
COc1cc2oc3c(OC)cccc3c(=O)c2c(O)c1OC,0.6888888888888889,0
O[S+]CNC1(O)NC(Nc2ccc(Cl)c(Cl)c2)=Nc2ccccc21,0.14285714285714285,1
CC(C)C[NH2+]CCCNc1ccnc2cc(Cl)ccc12,0.2,1
OCCNCCOc1nc(Nc2ccc(Cl)c(Cl)c2)nc2c1OCC=C2,0.15584415584415584,1
Oc1cccc(CN2CCN(Cc3cc(F)c(Br)cc3F)CC2)c1,0.22972972972972974,1
O=C(Nc1ccccc1F)c1ccc(-c2cc(Cl)ccc2Cl)o1,0.1746031746031746,1
Cc1nc2ccccc2c(=O)n1CC(=O)[N-]OCCOC(C)C,0.24193548387096775,1
Cc1cccc(-n2nc3c(c2NC(=O)c2ccc(Cl)cc2Cl)CSC3)c1,0.17567567567567569,1
O=C(Nc1ccc(CO)cc1)c1ccc(-c2ccccc2Cl)o1,0.1864406779661017,1
CCOc1ccc(-c2cn3c(C(=O)Nc4ccccc4OC)c(-c4ccc(OC)cc4)c4c3n2CCCC4)cc1,0.19767441860465115,1
C=C(Cl)C=CC=CNC1=NC2=CC=C=CC2NCCON1,0.136986301369863,1
O=C(O)CCc1cccc(CNC2CCN(CCc3ccc(F)cc3)CC2)c1,0.25,1
Cc1cc(Nc2ccc(Br)cc2)c2cccc(C)c2n1,0.2037037037037037,1
COC(=O)CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,0.2,1
O=C(Cc1ccc(O)cc1)OC/C(Cl)=C\Cl,0.27906976744186046,1
ClC1=CCN(C2=NC3C=CC=CC3NC2)C=C1Cl,0.11940298507462686,1
NCCC=CC=C1CCOC=CC2C=C(C=C2Cl)NC1,0.11904761904761904,1
COc1c(F)cccc1CN1CCN(Cc2cccc(F)c2)CC1,0.25,1
COc1cc2ccc(=O)oc2cc1OCC[C@@H](C)OC,0.6410256410256411,0
COC(C=CNC=NC1=CC=C[C+]=C1)CCl,0.136986301369863,1
C=C=C(Cl)C(N)=CCNc1nc(CCOOCCC=C)c2ccccc2n1,0.18309859154929578,1
OCCNc1nc(-c2ccc([O+]Cl)c(Cl)c2)nc2c1=CC=C=2,0.1506849315068493,1
CCC[C@H](C)Oc1cc([O-])cc2oc(C)cc(=O)c12,0.23076923076923078,1
OCCNC(=NC[P+]SNc1ccc(Cl)c(Cl)c1)c1ccccc1,0.15584415584415584,1
[B+]=C=C(Cl)C=CC(B=C)[P-]1C=CCC=CC=NCN1,0.1,1
CNC=CC=C=c1c2nc(Nc3ccc(Cl)c(Cl)c3)nc1=C(CCO)C=CC2,0.14285714285714285,1
OCCNc1nc2ncccccc1NC=C(Cl)C(Cl)=CC2,0.18055555555555555,1
OCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2c1=CC=C=[S-]=2,0.13432835820895522,1
C=CC1=NC=CC=CC(C)=NC1,0.1346153846153846,1
Cc1ccc(C)c(-n2ccnc2SCC(=O)Nc2cccc(F)c2F)c1,0.16,1
COc1ccc(-c2cc(=O)c3c([O-])c(OC)c(OC)cc3o2)cc1O,0.5961538461538461,0
NC1CCONC(NC(C=CCl)=CCCl)=Nc2ccccc21,0.21621621621621623,1
CCNC(=O)c1ccc(NC(=O)c2cccs2)cc1,0.16363636363636364,1
CNCC(N=C(CN=CF)c1ccccc1)NC=CC=C(C)C(O)Cl,0.1686746987951807,1
C=CC=C1C=S(Cl)CONc2ccccc2C[C+]=CN1,0.16216216216216217,1
COc1cc(C=CC(=O)c2cc(O)ccc2O)cc(Cl)c1O,0.42592592592592593,0
C=CCCC(C)OC(=O)C=Cc1cccc(O)c1,0.3541666666666667,1
Nc1c(F)cccc1C(=O)Nc1nc(-c2ccccn2)cs1,0.14754098360655737,1
COc1cccc(OC)c1C=CC(=O)c1ccc(C)cc1,0.5,0
CC#CCN=C(N)Nc1cccc(C(C)C)c1,0.14925373134328357,1
CCCn1c(=N)n(C[C@H](O)COc2ccc(Cl)cc2Cl)c2ccccc21,0.18571428571428572,1
C=C1CCOC=C2CC3=NC(=N2)NC2=[N+]CC=C(Cl)C2=C(NC=C3)C1NCCOCl,0.11650485436893204,1
CCOc1cccc([C@@H](C)NC(=O)c2ccc(OC)c(Cl)c2)c1,0.22727272727272727,1
CCC(CC)[N@H+](CCOC)Cc1cc2c(cc1OC)OCO2,0.32075471698113206,1
ClC1=C=[C-][S-]C1,0.061224489795918366,1
C#CCOc1ccc(CNC2CCN(CCc3ccccc3)CC2)cc1,0.203125,1
COc1cccc(C=C2SC(=Nc3c(C)cccc3C)NC2=O)c1,0.23076923076923078,1
ClC1=CC(=CNC2C=C3C=CC=C3N=CNOCC2)C=[P-]=C1Cl,0.10975609756097561,1
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccc(Cl)cc4)cc23)cc1,0.14084507042253522,1
COc1cc2c(cc1O)O[C@H](c1ccccc1)[C@@H](O)C2=O,0.43137254901960786,0
CCC1CC1C(=O)OCc1c(Br)cc(F)c(F)c1F,0.18666666666666668,1
CCN(CC)C(=O)CCCNc1ccnc2ccc(Cl)cc12,0.15,1
CCOC(=O)c1cnc2c(C)cc(Cl)cc2c1Nc1ccc(N(C)C)cc1,0.16666666666666666,1
CC(=CC(O)CCl)N1C=CCC(=[S+]=CC=CCCCO)N1,0.17105263157894737,1
OCCNC=N[O+]C1C=C(Cl)C(Cl)=CN1,0.13793103448275862,1
C=NC=CNCC(=CC(=C)Nc1nc(NCCO)c2ccccc2n1)N(C)Cl,0.19444444444444445,1
CCC1C=CC=CC(N)=NN(C2=CC=C(Cl)C(Cl)O2)C=N1,0.1232876712328767,1
COC(=O)C1(Cc2cccc(F)c2)CCN(Cc2cccc(OC)c2C#N)CC1,0.2564102564102564,1
CC1=C2C=CNC(CCl)=NC=CC=CC[N+]#CC=C(Cl)C(=CN=C2)C1,0.10752688172043011,1
CCCCCCc1c(C)c2c(O)cc(C)cc2oc1=O,0.3620689655172414,1
C=CCCC(=O)NCCOc1ccc(OC)c(Cl)c1,0.26785714285714285,1
C=C(C)C=CC=CC#CNCl,0.19148936170212766,1
CNCc1c(Br)ccc2c1OCO2,0.2708333333333333,1
OCCNCC=CF,0.10869565217391304,1
CCN(CC(=O)Nc1ccccc1C(=O)Nc1ccccc1)CC(C)C,0.1935483870967742,1
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1OCC,0.2028985507246377,1
C=C[SH]1CC2CCN=CC(CC=CC)CC=C1C(NCCOCl)=N2,0.13592233009708737,1
C=C=C(Cl)C(Cl)=CCNC1=Nc2ccccc2CC1CN,0.1780821917808219,1
[B-]=CC=CC=C1N=C(Nc2ccc(Cl)c(Cl)c2)N=C1NCCO,0.1506849315068493,1
ClCCC(Cl)CNC1=CCCNCC=Nc2ccccc2C1,0.14102564102564102,1
Cc1cc(O)cc(C)c1NC(=O)c1cccc(Cl)c1,0.2608695652173913,1
ClC1=C(COCCC2N=CC3=CC=CCC3N=CN2)C1Cl,0.10989010989010989,1
CC(C)C(=O)N(C)COc1ccccc1C(=O)Nc1ccccc1,0.22388059701492538,1
NOCCNN1C2=C=CC2=CN=C1c1ccc(Cl)c(Cl)c1,0.1095890410958904,1
CCCCCn1c(=N)n(C[C@H](O)COc2ccc(Cl)cc2)c2ccccc21,0.22727272727272727,1
OCCNC1=[P-]CNC(CCl)=CC=C(Cl)c2ccccc21,0.14084507042253522,1
C=C=CC=C1CCON(CC)C2(C=CC2)NC=NC1,0.16129032258064516,1
COCCCC=CC=CCl,0.22727272727272727,1
CC1=[N+](N=[C-]N=CCON2C=[S+](Cl)C(Cl)=CC2)CC=CC1,0.125,1
COc1ccccc1OCCCCCC[NH2+]CCO,0.23728813559322035,1
CNC(=O)c1cc2ccc(O)cc2oc1=O,0.40476190476190477,0
NC(=CCNC1=C2CC#[PH]C=C(C2)N1)C[N-]CCl,0.13636363636363635,1
NC=C=CC=C1CC(Cl)=NC1N=CC#CCCONc1ccc(Cl)cc1,0.10679611650485436,1
CC(=CCNC1C=CC(C=[N-])NCCON1)CC[C-]N,0.1891891891891892,1
ON=CNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,0.22413793103448276,1
OCCCCC=NC=CC#COCN1C=NC2C=CC=CC(Cl)(Cl)Nc3cccc1c32,0.14545454545454545,1
CCOc1ccc([C@@H](C)NC(=O)c2ccc(OC)c(Br)c2)cc1OCC,0.22388059701492538,1
CCONC=NCSN1CC=C(Cl)CC1Cl,0.13333333333333333,1
C=C(Cl)C(Cl)=CC1=CNc2nncc(n2)NCC(C)CC=CC=CCCNCC=CCC1NCC,0.16666666666666666,1
Cc1sc(NC(=O)CS(=O)(=O)c2ccc(Cl)cc2)nc1-c1ccc(F)c(F)c1,0.15584415584415584,1
CC(C)C[C@@H](C)NC(=O)c1c[nH]c2ccc(I)cc2c1=O,0.19736842105263158,1
COc1cc(C=CC(=O)c2cc(OC)c(OC)c(OC)c2)ccc1O,0.5102040816326531,0
C=CC=c1ncnc(NCCONC=CC=C=B[P-]C(=C)Cl)c1=C,0.12345679012345678,1
CCOc1ccc(Nc2ncc3ccccc3n2)c(F)c1,0.21428571428571427,1
NC12N=C(Nc3ccc(Cl)c(Cl)c3)N=C1C=CC2CCO,0.125,1
COC(=O)c1ccc(C(=O)C=Cc2cc(C)c(O)c(C)c2)cc1,0.39215686274509803,1
CCC(C)(C)CC(=O)Nc1nnc(Cc2cccc(OC)c2)s1,0.265625,1
CCOC(=O)c1cnc2ccc(C)cc2c1NCCC#N,0.17647058823529413,1
NC(=Nc1ccccc1CNCCO)NCC=C=[P+]C=BCCCl,0.13043478260869565,1
CCCNCOC=C(C=CCCC#N)NC1=Nc2ccccc2C(N)CCON1,0.18888888888888888,1
CC(Cl)C(Cl)=CC=CNC(N)=NC1C=CC=C=C1NCCO,0.12631578947368421,1
CC=Nc1nc(Nc2ccc(Cl)c(Cl)c2)nc2cccc(CO)c12,0.1686746987951807,1
CCOc1ccc(C2N(C)c3ccccc3N2C)cc1,0.22641509433962265,1
COCCCn1cnc2c(OC)cccc2c1=O,0.2711864406779661,1
OCCNC1C2=CCC23C=CN=C1NC=CC=C3Cl,0.16483516483516483,1
O=C([O-])/C=C/c1ccc(C(F)(F)F)c(O)c1,0.3333333333333333,1
OCCNc1nc(NCC=C(Cl)C(Cl)=CCF)nc2ccccc12,0.19672131147540983,1
OCCNC=N[P-]C(=Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,0.15625,1
Cc1ccc(C)c(CNc2nc3ccccc3[nH]2)c1,0.28,1
Nc1cccc2c1C(CC=C(CC=CC=CC#CO)C(Cl)=CCCl)N=C2NCCO,0.13131313131313133,1
NC1=CC=CNC(Cc2cccc[o+]2)N=CNCCO1,0.1590909090909091,1
CC(C)=C(Br)C(=O)N[C@H]1C[C@H](O)C[C@H](O)C1,0.1935483870967742,1
OCCNC(=N[P-]=CCl)C(C=CCCl)CC=Nc1ccccc1,0.136986301369863,1
O=C1c2ccccc2-c2nnc(-c3ccc(Br)cc3)cc21,0.2857142857142857,1
CC12Nc3ccccc3CCC1ONCNC2Cl,0.24615384615384617,1
C#CNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,0.23214285714285715,1
CC1=C2C=CC=CCC=NCNC(=C2)C=CC(Cl)OCCN1,0.1044776119402985,1
Cc1ccc([C@@H](O)CNCc2cccc(F)c2)cc1,0.18181818181818182,1
CC(C)Oc1cccc(C=CC(=O)c2cc(O)ccc2O)c1,0.4,0
ClCOCCNC1=Nc2ccccc21,0.14814814814814814,1
COc1cccc(Cc2nnc(NC(=O)N(C)[C@@H](C)CO)s2)c1,0.25757575757575757,1
C[C@H](CO)[NH2+][C@@H](c1ccccc1)c1ccc(Cl)cc1,0.19047619047619047,1
OCCNC=NC(=NC1=CC=CC1)NCCCC=CC=CC#CF,0.19444444444444445,1
ClC1=C(N2CN=C3CC=CC=C(N2)OCCN3)C1,0.1095890410958904,1
CC(=CCCCNCC=NCC1C=CCCCCC1=C(Cl)C(Cl)=CCC#N)CC1=CN=CNCCOCC=CC=CN1,0.12396694214876033,1
COc1ccccc1C(=O)N(Cc1cccnc1)c1nc2c(OC)ccc(OC)c2s1,0.25675675675675674,1
C=C(Cl)C(Cl)=CCN1C=CC=CC=CC=NC1,0.11290322580645161,1
CNCCN(C)c1ccnc2cc(Cl)ccc12,0.16666666666666666,1
C[C@H](O)CNC(c1ccc(F)cc1)c1ccc(Cl)cc1,0.2,1
N#CCC=C1N=C(NCCO)c2ccccc2N=CCC=C1Cl,0.1368421052631579,1
C=C[C@H](C)[NH2+]Cc1cc2c(cc1OC)OCO2,0.4166666666666667,0
CCc1ccc(Nc2cc(C)nc3nc(C)nn23)cc1,0.15789473684210525,1
CC1C(Cl)=CC2=C1CC=CC=CC(C=CC=CC#CNCO)=NCN2,0.14457831325301204,1
ClCC(Cl)=CC#[S-]=CCCC1=COCCNC2(C=Cc3ccccc3N2)OCCCOC1,0.16304347826086957,1
COc1ccc(CN2CCN(Cc3ccc(OC)c(OC)c3C)CC2)cc1,0.2631578947368421,1
c1ccccc1,1.0,0
C[N-]CCl,0.06666666666666667,1
ClC1=CC(c2ccccc2)=NCN1,0.20454545454545456,1
OC1=CC=CC2NN(c3ccc(Cl)c(Cl)c3)CN=C2NC1,0.13541666666666666,1
